                                                    ,KOL_ID,Username,Followers,Country,Social media URL,Restaurant name,Restaurant ID,Cuisine Type,Package Type,Package price,Package Name,Alergies,Comments,Fee per content,Hotel required,Validation 1,Sales in charge,Target Date,Target time,No people,Sales Check,Line_thread_id,Booking ID,Target post date,Post details,Notes,index
,HH-LOYUK,yur.i.bangkok,"20,811",Bangkok,,Baan Suriyasai @ One Bangkok,5977,Thai,Party Pack,2850, NEW : Set Menu w/ Free flow Mocktails Per Person,,,"5,500",,Approved,bond@hungryhub.com,10/07/2025,6:45:00 pm,2,Validated,,,,Check LAter,,
,HH-INBIK,bigjohnjiak,"48,879",Bangkok,,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,"European, Fusion, International, Japanese, Thai",All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,,,"12,656",,Approved,surasit@hungryhub.com,11/07/2025,7:30:00 pm,3,Validated,,,,Check LAter,,
,HH-LODAJ,daddy.xj,"126,196",Bangkok,,Restaurant PATT,5904,"French, Chinese, International",Party Pack,4081,Best of Patt,,,"5,000",,Approved,sirirat@hungryhub.com,11/07/2025,1:00:00 pm,"2 (1 Adult, 1 kid)",Validated,,,,Check LAter,,
,HH-LOYUK,yur.i.bangkok,"20,811",Bangkok,,Restaurant PATT,5904,"French, Chinese, International",Party Pack,2495,Premium Set for 2 People,,,"5,500",,Approved,sirirat@hungryhub.com,11/07/2025,6:00:00 pm,2,Validated,,,,Check LAter,,
,HH-LODAJ,daddy.xj,"126,196",Bangkok,,Neta Grill Central Rama 2,1000,Japanese,All You Can Eat,1499,NEW: Neta Grill Premium Buffet,,,"5,000",FALSE,Refused,earth@hungryhub.com,13/07/2025,2:00:00 pm,1,Asked Ben,,,,Check LAter,,
,HH-LOISA,islandlifewithclaudia,"24,861",Bangkok,,Saffron Cruise by Banyan Tree,1181,Thai,Party Pack,2850,NEW : Set Menu w/ Free flow Mocktails Per Person,,,0,,Approved,"ravi@hungryhub.com, naravadee.sw@banyantree.com,",20/07/2025,6:45:00 pm,2,Validated,,,,Posted,,
,HH-LOGOE,gooutwithcharlie,"44,500",Bangkok,,Bar.Yard at Kimpton Maa-Lai Bangkok,5935,"Mexican, International",Party Pack,2790, Yard Party Mode: 3 Dishes with 4 Glasses of Alcohol for 4 People,,,"9,000",,Approved,sirirat@hungryhub.com,22/07/2025,5:00:00 pm,4,Validated,,,,Check LAter,,
,HH-LOISA,islandlifewithclaudia,"24,861",Bangkok,,Lamaya Bangkok,5974,"Fusion, Japanese, European",Party Pack,1690,Sharing Set for 2 People (Dinner),,,0,,Approved,ravi@hungryhub.com,22/07/2025,6:00:00 pm,2,Validated,,,,Posted,,
,HH-LODAK,dannyinbangkok,"26,466",Bangkok,,Saffron Contemporary Thai Signature Rooftop Banyan Tree Bangkok,2506,"Thai, Thai Isaan, Thai Southern, Thai Northern",Party Pack,2990,Choose 7 Dishes for 4 Persons,,,"8,000",,Approved,"ravi@hungryhub.com, naravadee.sw@banyantree.com,",24/07/2025,6:00:00 pm,3,Booked,,7703043,,Check LAter,,
,HH-LOBAE,bangkok.vibe,"33,382",Bangkok,https://www.instagram.com/bangkok.vibe/,Topgolf Megacity,3828,"American, International, Thai",Xperience,1150,PLAY.FOOD.FUN A,,"IG: https://www.instagram.com/bangkok.vibe/
XHS: https://www.xiaohongshu.com/user/profile/64e37dd50000000001010ed9?xsec_token=YB8lE87zTEt3IPUJRYXW2HdKIY__JqZqLRvMLSjUVSppM=&xsec_source=app_share&xhsshare=CopyLink&appuid=66d58f3f000000001d033b7e&apptime=1753157321&shar","10,125",,,bond@hungryhub.com,25/07/2025,12:00:00 pm,3,Booked,,7740634,,Check Later,,
,HH-SIGLN,globetrotterkin,"31,387",Singapore,Instagram.com/globetrotterkin,Pacific Emporium at Pan Pacific Hotel Singapore,5460,Singaporean,Party Pack,73.4,NEW: Local-Inspired Afternoon Tea (Sat-Sun),,,0,,,fred@hungryhub.com,27/07/2025,2:00:00 pm,3,Booked,,7709865,,Check LAter,,
,HH-INBEH,beatricechongyh,"107,825",Bangkok,Instagram.com/beatricechongyh,Oishi Grand Siam Paragon,4039,"European, Fusion, International, Japanese",All You Can Eat,1119,Oishi Grand: Premium Buffet,,"Tiktok: https://www.tiktok.com/@beatricechongyh
Xiao Hong Shu: https://www.xiaohongshu.com/user/profile/5e071a5a000000000100b676?xsec_token=ABRrPUbb5zdI402t6cso4Fu5fU90sP6OfshW79_kk3Gyg%3D&xsec_source=pc_search","8,109",,,bond@hungryhub.com,27/07/2025,7:00:00 pm,2,Booked,,7711810,,Check Later,,
,#REF!,onelifetravelwow,"56,546",Bangkok,,Omakase Ten,3626,Japanese,Party Pack,1999,Omakase Ten Takumi Value: 20-Course,,https://www.instagram.com/onelifetravelwow/,"7,000",,,sirirat@hungryhub.com,27/07/2025,12:00:00 pm,3,Booked,,7748043,,Posted,Sirada,
,HH-INBEH,beatricechongyh,"107,825",Bangkok,Instagram.com/beatricechongyh,Gentle Butcher by Bangkok Butcher,4889,"Steakhouse, Fusion, American, Mexican",All You Can Eat,2390,"Unlimited Hataka Wagyu A5, Foie Gras and Dry Aged Steak Buffet",,,"8,109",,,earth@hungryhub.com,28/07/2025,12:00:00 pm,2,Booked,,1234,,Check LAter,,
,HH-INBEH,beatricechongyh,"107,825",Bangkok,Instagram.com/beatricechongyh,Kohaku Omakase,5945,Japanese,Party Pack,1165,Hiru 10-Course for 1 Person,,,"8,109",,,bond@hungryhub.com,28/07/2025,8:00:00 pm,2,Validated,,,,Posted,Sirada ,
,HH-INBEH,beatricechongyh,"107,825",Bangkok,Instagram.com/beatricechongyh,Lamaya Bangkok,5974,"Fusion, Japanese, European",Party Pack,1690,Sharing Set for 2 People (Dinner),,,"8,109",,,ravi@hungryhub.com,29/07/2025,7:00:00 pm,2,Validated,,,,Posted,Sirada ,
,HH-LOBAE,bangkok.vibe,"33,382",Bangkok,https://www.instagram.com/bangkok.vibe/,Vantage Point One Bangkok,5267,"European, Italian, French, German, Mediterranean, Spanish, Steakhouse",All You Can Eat,1450,The City Buffet with Drinks (Lunch),,XHS: https://www.xiaohongshu.com/user/profile/64e37dd50000000001010ed9?xsec_token=YB8lE87zTEt3IPUJRYXW2HdKIY__JqZqLRvMLSjUVSppM=&xsec_source=app_share&xhsshare=CopyLink&appuid=66d58f3f000000001d033b7e&apptime=1753157321&shar,"10,125",,,bond@hungryhub.com,31/07/2025,11:00:00 am,2,Refused,,,,Check Later,,
,HH-LOTHI,thara_koiii,"95,611",Bangkok,Instagram.com/thara_koiii,NAMA Japanese and Seafood Buffet (Hungry Hub),5149,Japanese,All You Can Eat,1650,Premium Box 1 Set + Exclusive Menu + Buffet Line (Mon-Fri),,,"1,686",,,earth@hungryhub.com,07/08/2025,12:00:00 pm,2,Booked,,7747502,,Posted,,
,HH-LOTHI,thara_koiii,"95,611",Bangkok,Instagram.com/thara_koiii,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,"European, Fusion, International, Japanese, Thai",All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,,,"1,686",,,surasit@hungryhub.com,08/08/2025,12:00:00 pm,4,Booked,,7778284,,Posted,,
,HH-INLEH,leslie.koh,"39,270",Bangkok,Instagram.com/leslie.koh,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,"European, Fusion, International, Japanese, Thai",All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,None,,"7,594",,,surasit@hungryhub.com,09/08/2025,12:30:00 pm,2,Booked,,	7813206,,Posted,Sirada,
,HH-LOISA,islandlifewithclaudia,"24,861",Bangkok,https://www.instagram.com/islandlifewithclaudia/,Hotaru 119 Omakase & Izakaya - Sanampao,5939,Japanese,Party Pack,1176,Omakase 14-Course for 1 Person,None,https://www.tiktok.com/@islandlifewithclaudia,0,,Approved,bond@hungryhub.com,13/08/2025,5:30:00 pm,2,Booked,,7802850,,Posted,,
,#REF!,onelifetravelwow,"56,546",Bangkok,https://www.instagram.com/onelifetravelwow/,Bangkok Wonderland,6133,"Thai, International",All You Can Eat,660,Wonderland Buffet,,https://www.instagram.com/onelifetravelwow/,"7,000",,,watcharavit@hungryhub.com,13/08/2025,5:30:00 pm,4,Booked,,7811829,,Posted,Sirada,
,#REF!,bangkok.discovery,"199,227",Bangkok,Instagram.com/bangkok.discovery,Neta Grill Seacon Square Srinagarindra,915,Japanese,All You Can Eat,999,NEW: Neta Grill Gold Buffet,,,"20,250",,,earth@hungryhub.com,13/08/2025,5:00:00 pm,2,Booked,,7813338,,Check Later,,
,HH-LOIMU,immikeyu,"319,003",Bangkok,https://www.instagram.com/immikeyu/,Hotaru 119 Omakase & Izakaya - Sanampao,5939,Japanese,Party Pack,3530,Omakase 20-Course for 1 Person,None,,"25,000",,Approved,bond@hungryhub.com,14/08/2025,5:30:00 pm,1,Booked,,7813320,,Posted,,
,HH-LOISA,islandlifewithclaudia,"24,861",Bangkok,https://www.instagram.com/islandlifewithclaudia/,Pastel Rooftop Bar & Mediterranean Dining,4944,"Mediterranean, Italian, French, Spanish, European",Party Pack,5100,Sharing Set for 3 People,None,https://www.tiktok.com/@islandlifewithclaudia,0,,Approved,fred@hungryhub.com,15/08/2025,7:00:00 pm,3,Booked,,7802797,,Posted,,
,HH-INRAL,randomtravelll,"36,158",Bangkok,Instagram.com/randomtravelll,Red Sky Rooftop & Bar 56th Floor,1198,"International, European",Party Pack,1699,Bar Menu Three Dishes w/ Free Flow Mocktails (90Mins),Vegeterian,,0,,,ravi@hungryhub.com,15/08/2025,9:00:00 pm,2,Booked,,7825078,,Posted,Sirada,
,HH-INHOY,hotelbuffet.my,"2,896",Bangkok,Instagram.com/hotelbuffet.my,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,"European, Fusion, International, Japanese, Thai",All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,-,"FB Page: (34,000 followers)
https://www.facebook.com/hotelbuffet.my 

FBGroups : (123,900 members) 
https://www.facebook.com/share/ZSjogmekTkabD7bt/ 

IG: (2600 followers) 
https://www.instagram.com/hotelbuffet.my?igsh=MXV0YnQycnhrZGg1ZQ%3D%3D&utm_source=qr

Red Note: (8400 followers)
https://www.xiaohongshu.com/user/profile/62123670000000001000a53a?xsec_token ","1,500",,,surasit@hungryhub.com,16/08/2025,5:00:00 pm,2,Booked,,7783331,,Posted,,
,HH-INHOY,hotelbuffet.my,"2,896",Bangkok,Instagram.com/hotelbuffet.my,NAMA Japanese and Seafood Buffet (Hungry Hub),5149,Japanese,All You Can Eat,1650,Premium Box 1 Set + Exclusive Menu + Buffet Line (Sat-Sun),-,"FB Page: (34,000 followers)
https://www.facebook.com/hotelbuffet.my 

FBGroups : (123,900 members) 
https://www.facebook.com/share/ZSjogmekTkabD7bt/ 

IG: (2600 followers) 
https://www.instagram.com/hotelbuffet.my?igsh=MXV0YnQycnhrZGg1ZQ%3D%3D&utm_source=qr

Red Note: (8400 followers)
https://www.xiaohongshu.com/user/profile/62123670000000001000a53a?xsec_token ","1,500",,,earth@hungryhub.com,16/08/2025,11:00:00 am,2,Booked,,7802474,,Posted,,
,HH-INGON,gocmengen,"56,745",Bangkok,Instagram.com/gocmengen,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,"European, Fusion, International, Japanese, Thai",All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,,No pork,0,,,surasit@hungryhub.com,16/08/2025,7:30:00 pm,6,Booked,574450096851911354,7840370,,Posted,Sirada,
,HH-INRAL,randomtravelll,"36,158",Bangkok,Instagram.com/randomtravelll,Bar.Yard at Kimpton Maa-Lai Bangkok,5935,"Mexican, International",Party Pack,1990,High Vibe Dry 4 Dishes with 2 Non-Alcohol for 2 People,Vegeterian,,0,,,sirirat@hungryhub.com,16/08/2025,9:30:00 pm,2,Refused,573889037438550680,,,,Sirada,
,HH-INRAL,randomtravelll,"36,158",Bangkok,Instagram.com/randomtravelll,Topgolf Megacity,3828,"American, International, Thai",Xperience,1590,PLAY.FOOD.FUN A (FRI-SUN 17.00 - 22.00),Vegeterian,,0,,,bond@hungryhub.com,17/08/2025,7:00:00 pm,2,Refused,573871907347104334,,,posted,Sirada,
,HH-LOMAA,martasielska,"11,000",Bangkok,Tiktok.com/@martasielska,Lamaya Bangkok,5974,"Fusion, Japanese, European",Party Pack,1450,Lamaya Afternoon Tea for 4 People,Vegan,Additional social media : https://www.instagram.com/martasiels/,"14,000",,,ravi@hungryhub.com,20/08/2025,1:00:00 pm,2,Booked,574500503645061243,7848708,12/09/2025,posted,Guillaume,
,HH-LOMAA,martasielska,"11,000",Bangkok,Tiktok.com/@martasielska,Veganerie Concept,5669,"Fusion, Thai",Party Pack,750,Sharing Set for 2 People,Vegan,Additional social media : https://www.instagram.com/martasiels/,"14,000",,,bond@hungryhub.com,20/08/2025,11:00:00 am,2,Booked,574500500792672889,7853255,06/09/2025,Posted,Guillaume,
,HH-LOMAA,martasielska,"11,000",Bangkok,Tiktok.com/@martasielska,Saffron Cruise by Banyan Tree,1181,Thai,Xperience,6900,New : Romantic Dinner w/ 1 Bottle of Wine (Minimum 2 Days Advance Booking),Vegan,Additional social media : https://www.instagram.com/martasiels/,"14,000",,,"ravi@hungryhub.com, naravadee.sw@banyantree.com,",22/08/2025,6:00:00 pm,2,Booked,574500497386373553,7860982,02/09/2025,posted,Guillaume,
,HH-LOBAE,bangkok.vibe,"33,382",Bangkok,https://www.instagram.com/bangkok.vibe/,Bangkok Wonderland,6133,"Thai, International",All You Can Eat,660,Wonderland Buffet,,,"10,125",,Approved,watcharavit@hungryhub.com,28/08/2025,6:30:00 pm,2,Asked Bank,575901264782295160,,,Check Later,,
,HH-LOKM_,kmystagram_,"40,775",,Instagram.com/kmystagram_,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,"European, Fusion, International, Japanese, Thai",All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,,,"6,667",,,surasit@hungryhub.com,29/08/2025,12:00:00 pm,2,Booked,575920184968872464,7871449,,,Sirada,
,HH-LOMAE,madelineteee,"56,659",Bangkok,Instagram.com/madelineteee,Saneh Jaan,,Thai,Party Pack,3790,Sharing Set for 2 People,,,,,,sirirat@hungryhub.com,29/08/2025,7:00:00 pm,2,Booked,575904178363957729,7877915,,Posted,Sirada,
,HH-LOTHK,theakshaypathak,"212,067",,Instagram.com/theakshaypathak,SEEN Rooftop Avani Riverside,1579,"European, International",Party Pack,2099,SEEN Rooftop Avani Riverside,Vegan,,"6,666",,,earth@hungryhub.com,29/08/2025,8:00:00 pm,1,Booked,576233714242290424,7882455,,,Sirada,
,HH-LOMAI,martina.v.asii,"4,957",,Tiktok.com/@martina.v.asii,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),,"European, Fusion, International, Japanese, Thai",All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,,,0,,,surasit@hungryhub.com,29/08/2025,5:00:00 pm,1,Booked,576500299959631929,7886716,,Posted,Sirada,
,HH-LOTHK,theakshaypathak,"212,067",,Instagram.com/theakshaypathak,Bar.Yard at Kimpton Maa-Lai Bangkok,5935,"Mexican, International",Party Pack,792,Good Times Dry : 2 Dishes with 2 Non-Alcohol for 1 Person,Vegan,,"6,666",,,sirirat@hungryhub.com,29/08/2025,8:00:00 pm,1,Refused,576193509590565585,,,,Sirada,
,HH-LOSIE,sidneyygeorge,"5,664",,Instagram.com/sidneyygeorge,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),,"European, Fusion, International, Japanese, Thai",All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,,,0,,,surasit@hungryhub.com,30/08/2025,12:30:00 pm,2,Booked,575469488280699293,7862256,,Posted,Sirada,
,HH-LOTHK,theakshaypathak,"212,067",,Instagram.com/theakshaypathak,Bubble in the Forest Cafe,5208,"Fusion, Japanese, Thai, Thai Isaan, European",Party Pack,1200,Set Menu for 1 Person + Complimentary Gift for Hungry Hub Customers,Vegan,,"6,666",,,dew@hungryhub.com,30/08/2025,5:00:00 pm,1,Booked,576193512744419837,7880094,,,Sirada,
,HH-LOKM_,kmystagram_,"40,775",,Instagram.com/kmystagram_,Hotaru 119 Omakase & Izakaya - Sanampao,5939,Japanese,Party Pack,1176,Omakase 14-Course for 1 Person,,,"6,667",,,bond@hungryhub.com,31/08/2025,5:30:00 pm,2,Booked,575920186981351641,7877448,,,Sirada,
,HH-TCLXXXLX,clark_bkk,"16,594",Bangkok,https://www.instagram.com/clark_bkk/,Gentle Butcher by Bangkok Butcher,4889,"Steakhouse, Fusion, American, Mexican",All You Can Eat,1690,Premium Dry Aged Gentle Butcher Buffet Steak,nut allergy/ แพ้ถั่ว,,"5,000",,,earth@hungryhub.com,31/08/2025,4:00:00 pm,2,Booked,576334489728057738,7881697,,Posted,Sirada,
,#REF!,dannyinbangkok,"26,466",Bangkok,Instagram.com/dannyinbangkok,Lamaya Bangkok,5974,"Fusion, Japanese, European",Party Pack,2090,Sharing Set for 2 People (Dinner),,,"8,000",,,ravi@hungryhub.com,31/08/2025,7:00:00 pm,2,Booked,576483165825139030,7889103,,Posted,,
,HH-LOGII,gianaarmellini,"4,562",Bangkok,Instagram.com/gianaarmellini,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,"European, Fusion, International, Japanese, Thai",All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,None,,0,,,surasit@hungryhub.com,01/09/2025,7:30:00 pm,2,Booked,575207618084864278,7858444,,,Sirada,
,HH-LOMAE,madelineteee,"56,659",Bangkok,Instagram.com/madelineteee,"Jim Thompson, A Thai Restaurant",4195,Thai,Party Pack,2072,Jim's Party A for 2 People inc. 1 drink per person,,,,,,ravi@hungryhub.com,01/09/2025,6:00:00 pm,2,Booked,575904180712768085,7873572,,,Sirada,
,HH-INBIK,bigjohnjiak,"48,879",Bangkok,,NAMA Japanese and Seafood Buffet (Hungry Hub),5149,Japanese,All You Can Eat,1650,Premium Box 1 Set + Exclusive Menu + Buffet Line (Mon-Fri),,,"12,656",,Approved,earth@hungryhub.com,01/09/2025,11:30:00 am,2,Booked,575471538976588326,7881742,,Posted,,
,HH-LOONW,onelifetravelwow,"56,546",Bangkok,https://www.instagram.com/onelifetravelwow/,About Beef Lava Grill,4751,"Japanese, Fusion, Thai",All You Can Eat,1241,Premium International Buffet (Only for Hungry Hub),,,"7,000",,Approved,dew@hungryhub.com,01/09/2025,6:00:00 pm,3,Booked,576478675085295906,7886767,,Posted,Sirada,
,HH-LOSIE,sidneyygeorge,"5,664",,Sharing Set for 2 People (Dinner),Lamaya Bangkok,,"Fusion, Japanese, European",Party Pack,2090,Sharing Set for 2 People (Dinner),,,0,,,ravi@hungryhub.com,01/09/2025,6:30:00 pm,2,Booked,576356700329083018,7889117,,Posted,Sirada,
,HH-LOMAE,madelineteee,"56,659",Bangkok,Instagram.com/madelineteee,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,"European, Fusion, International, Japanese, Thai",All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,,,,,,surasit@hungryhub.com,02/09/2025,12:00:00 pm,2,Booked,575904182943351355,7871151,,,Sirada,
,HH-LOTHK,theakshaypathak,"212,067",,Instagram.com/theakshaypathak,"DID - Dine in the Dark at Sheraton Grande Sukhumvit, a Luxury Collection Hotel , Bangkok",5837,"Fusion, Thai, European",Party Pack,1628.8,Dine In The Dark Experience - Vegetarian Menu,Vegan,,"6,666",,,ravi@hungryhub.com,02/09/2025,7:30:00 pm,1,Booked,576193515798135077,7898571,,,Sirada,
,HH-TCLXXXLX,clark_bkk,"16,594",Bangkok,https://www.instagram.com/clark_bkk/,Samosorn One Bangkok,5349,Thai,Party Pack,1720,Sharing Set for 2 People,nut allergy/ แพ้ถั่ว,,"5,000",,,bond@hungryhub.com,04/09/2025,7:00:00 pm,2,Booked,576488490645848292,7903191,,Posted,Sirada,
,HH-LOTRA,trending.in.asia,"10,611",,Instagram.com/trending.in.asia,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,"European, Fusion, International, Japanese, Thai",All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,,,"4,000",,,surasit@hungryhub.com,04/09/2025,12:00:00 pm,2,Booked,577196717062488496,7912918,,,Guillaume,
,HH-LOKM_,kmystagram_,"40,775",,Instagram.com/kmystagram_,Great Harbour International Buffet,3005,"Chinese, European, Fusion, International, Japanese, Thai",All You Can Eat,1100,Great Harbour: Weekday Buffet (Monday- Friday),,,"6,667",,,bond@hungryhub.com,05/09/2025,12:00:00 pm,2,Booked,575920189179953370,7871414,,,Sirada,
,HH-INBRO,brunobarbieriro,"40,100",,Tiktok.com/@brunobarbieriro,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,"European, Fusion, International, Japanese, Thai",All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,,,"5,000",,,surasit@hungryhub.com,05/09/2025,7:30:00 pm,3,Booked,577059525086674962,7905547,,Posted,Sirada,
,HH-LOALZ,ali.al5baz,"94,511",Bangkok,Instagram.com/ali.al5baz,Kuang Seafood Ratchada,1353,"Thai, Chinese",All You Can Eat,850,Thai-Chinese Seafood Buffet with Free Flow Soft Drinks,NO PORK,,"3,351",,,earth@hungryhub.com,05/09/2025,7:30:00 pm,3,Booked,577233267200622750,7915010,,,Sirada,
,HH-LOBAT,bangkok.mustvisit,"100,883",,Instagram.com/bangkok.mustvisit,Spectrum Rooftop at Hyatt Regency Bangkok Sukhumvit,1856,"European, International, Italian",Party Pack,3299,Sharing Set for 3 People,One person is Vegan,,"6,000",,,ravi@hungryhub.com,05/09/2025,9:00:00 pm,3,Booked,577347034424803966,7918416,,Posted,Sirada,
,HH-INKI_,kivalive_,"42,194",Bangkok,Instagram.com/kivalive_,"Jim Thompson, A Thai Restaurant",4195,Thai,Party Pack,2072,Jim's Party A for 2 People inc. 1 drink per person,None,,"6,667",,,ravi@hungryhub.com,06/09/2025,12:00:00 pm,2,Booked,575363960498028774,7898963,,Posted,Sirada,
,HH-LOTRA,trending.in.asia,"10,611",,Instagram.com/trending.in.asia,Lamaya Bangkok,,"Fusion, Japanese, European",Party Pack,2090,Sharing Set for 2 People (Dinner),,,"4,000",,,ravi@hungryhub.com,06/09/2025,9:00:00 pm,2,Booked,577197066095165876,7918250,,posted,Guillaume,
,HH-LOALZ,ali.al5baz,"94,511",Bangkok,Instagram.com/ali.al5baz,Yakiniku Shoutaian 2nd Rich,3030,Japanese,All You Can Eat,1741,A5 kuroge wagyu moriawase & buffet,NO PORK,,"3,351",,,bond@hungryhub.com,06/09/2025,8:00:00 pm,3,Booked,577233269600026869,7918786,,Posted,,
,HH-INITN,itsyourgirl.erin,"58,702",,Instagram.com/itsyourgirl.erin,NAMA Japanese and Seafood Buffet (Hungry Hub),,Japanese,All You Can Eat,1650,Premium Box 1 Set + Exclusive Menu + Buffet Line (Mon-Fri),,,"5,000",,,earth@hungryhub.com,09/09/2025,5:00:00 pm,3,Booked,575328318040309868,        7859345,,Posted,Sirada,
,HH-INITN,itsyourgirl.erin,"58,702",,Instagram.com/itsyourgirl.erin,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),,"European, Fusion, International, Japanese, Thai",All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,,,"5,000",,,surasit@hungryhub.com,09/09/2025,12:00:00 pm,3,Booked,575328315238515596,7861017,,Posted,Sirada,
,HH-LOCH1,chinesebar1,"37,000",,Tiktok.com/@chinesebar1,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,"European, Fusion, International, Japanese, Thai",All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,,,"3,500",,,surasit@hungryhub.com,09/09/2025,7:30:00 pm,3,Booked,575504413007807090,7870671,,,Sirada,
,HH-INKI_,kivalive_,"42,194",Bangkok,Instagram.com/kivalive_,Kohaku Omakase,5945,Japanese,Party Pack,1165,Hiru 10-Course for 1 Person,None,,"6,667",,,bond@hungryhub.com,10/09/2025,12:00:00 pm,2,Booked,575357962206576972,7859328,,Posted,Sirada,
,HH-TCLXXXLX,clark_bkk,"16,594",Bangkok,https://www.instagram.com/clark_bkk/,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,"European, Fusion, International, Japanese, Thai",All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,nut allergy/ แพ้ถั่ว,,"5,000",,,surasit@hungryhub.com,10/09/2025,7:30:00 pm,2,Booked,576488186005160110,7886920,,Posted,Sirada,
,HH-LOTRA,trending.in.asia,"10,611",,Instagram.com/trending.in.asia,Saneh Jaan,4749,Thai,Party Pack,3790,Sharing Set for 2 People (Dinner),,,"4,000",,,sirirat@hungryhub.com,10/09/2025,8:00:00 pm,2,Booked,577228480459046987,7937468,,posted,Guillaume,
,HH-LOBRY,bryanoyy,"91,851",Bangkok,Instagram.com/bryanoyy,NAMA Japanese and Seafood Buffet (Hungry Hub),5149,Japanese,All You Can Eat,1650,Premium Box 1 Set + Exclusive Menu + Buffet Line (Mon-Fri),None,,"3,797",,,earth@hungryhub.com,12/09/2025,12:00:00 pm,Total 4 pax (2 Adults + 2 Kids),Booked,,7825205,,,Sirada,
,HH-LOBRY,bryanoyy,"91,851",Bangkok,Instagram.com/bryanoyy,Kwann at Nysa Hotel Bangkok,4989,Thai,Party Pack,6790,Kwann Sharing Set for 4 People,None,,"3,797",,,bond@hungryhub.com,12/09/2025,7:30:00 pm,Total 4 pax (2 Adults + 2 Kids),Booked,,7826338,,,Sirada,
,HH-INKI_,kivalive_,"42,194",Bangkok,Instagram.com/kivalive_,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,"European, Fusion, International, Japanese, Thai",All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,None,,"6,667",,,surasit@hungryhub.com,12/09/2025,12:00:00 pm,2,Booked,575357959974944772,7861035,,Posted,Sirada,
,HH-INITN,itsyourgirl.erin,"58,702",,Instagram.com/itsyourgirl.erin,Great Harbour International Buffet,,"Chinese, European, Fusion, International, Japanese, Thai",All You Can Eat,1100,Great Harbour: Weekday Buffet (Monday- Friday),,,"5,000",,,bond@hungryhub.com,12/09/2025,12:00:00 pm,3,Booked,575474391488397794,7861803,,Posted,Sirada,
,HH-LOKIL,kimncal,"2,914",,https://www.tiktok.com/@kimncal,"Jim Thompson, A Thai Restaurant",,Thai,Party Pack,2072,Jim's Party A for 2 People inc. 1 drink per person,,Cross post to :https://www.instagram.com/kimncal ,"3,500",,,ravi@hungryhub.com,12/09/2025,7:00:00 pm,2,Booked,577955512004903239,7934297,,Posted,Sirada,
,HH-LOBRY,bryanoyy,"91,851",Bangkok,Instagram.com/bryanoyy,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,"European, Fusion, International, Japanese, Thai",All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,None,,"3,797",,,surasit@hungryhub.com,13/09/2025,12:30:00 pm,Total 4 pax (2 Adults + 2 Kids),Booked,573441911663362342,7813204,,,Sirada,
,HH-SGCRG,crappysotong,"18,482",,Instagram.com/crappysotong,Saneh Jaan,4749,Thai,Party Pack,3790,Sharing Set for 2 People,,,0,,,sirirat@hungryhub.com,14/09/2025,7:30:00 pm,2,Booked,578382967232790994,7942531,,,Sirada,
,HH-LODI_,discoverwithemma_,"39,151",,Instagram.com/discoverwithemma_,Myste,,Fusion,Party Pack,4990,Vegan Fine Dining 8-Course,vegetarian,,"10,000",,,dew@hungryhub.com,15/09/2025,7:00:00 pm,2,Booked,577536440720949828,7927345,,Posted,Sirada,
