,KOL_ID,Username,Price per post,Country,Restaurant Code,Restaurant Name,Cuisine Type,Social Media,Social media URL,Booking Date,Booking ID,Boost Code,Post Type,Post Date,Post URL,D+1,Views,Comments,Likes,D+5,Views (+5),Comments (+5),Likes (+5),D+10,Views (+10,Comments (+10),Likes (+10),growth rate,Conv Rate,CPM,Content,Hook (First 5 Seconds),Transcript,views (latest total)
,#N/A,alissalbe,,Bangkok,3934,Cielo Sky Bar & Restaurant Rooftop,Fusion,Tiktok,https://tiktok.com/@alissalbe,,,,Video,17/03/2025,https://www.tiktok.com/@alissalbe/video/7482823096089595158,18/03/2025,616,2,20,22/03/2025,,,,27/03/2025,,,,-100.0%,#DIV/0!,#DIV/0!,"Scarica subito quest’app per poter cenare sui rooftop spettacolari di Bangkok con un super sconto! ✨🥢 📲 Scarica HUNGRY HUB e prenota la tua cena con vista su tutta Bangkok!  📍Cielo Sky Bar.  #traveltips #viaggiare #rooftop #consiglidiviaggio #bangkok  & [""traveltips"",""viaggiare"",""rooftop"",""consiglidiviaggio"",""bangkok""]",,,616
,#N/A,toonytny,,Bangkok,2536,Giorgio's Riverside Royal Orchid Sheraton Hotel,Italian,Instagram,,,Paid Thai,,Sidecar,20/04/2025,https://www.instagram.com/p/DIqxobtPR_J/,21/04/2025,,,,25/04/2025,,,,10/10/2025,,5,1703,,#DIV/0!,#DIV/0!,"วันนี้ตูนอยากชวนทุกคนออกไปลิ้มลองอาหารรสชาติเหนือระดับที่ห้องอาหาร Feast @ royal orchid sheraton กับโครงการ The Luxe of Taste โดยการท่องเที่ยวแห่งประเทศไทย โครงการนี้เค้ามี deal ! สุดพิเศษ ที่สามารถจองผ่านโปรจาก Hungry Hub ทานกันได้ยาวๆไปเลย ถึง 3 ชม ในราคาสุดพิเศษคนละ 1,483. - ต่อท่านเท่านั่น ! ( ราคาจะแตกต่างกันออกไป หากเป็น วันธรรมดา กับเสาร์อาทิตย์ค่ะ) 

  ร้านที่ตูนมาก็จะเป็นบุฟเฟ่ต์นานาชาติ Feast ห้องอาหารในโรงแรม Royal Orchid Sheraton Bangkok กันนี่เองทุกคน  ที่เพียบพร้อมไปด้วยวัตถุดิบชั้นเลิศ เช่น Lobster, Oyster และอาหารไทยชั้นนำ อย่างพวกแกงต่าง ๆ ก็คือมีครบมากก ถือว่าเป็นห้องอาหารที่ Must Taste ในย่านนี้ ส่วนโลเคชั่นไม่ต้องพูดถึงเลย จะบอกว่าโรงแรมเค้าตั้งอยู่ข้างๆ River City นี้เอง แหล่งรวบรวมศิลปะ และติดกับถนนเส้นตลาดน้อยที่เด็กฮิปสมัยนี้ เค้าชอบมาทำคอนเทนต์กันมากๆ 
  ส่วนตัวรู้สึกคุ้มมาก กับการมาทานบุฟเฟต์ครั้งนี้ เพราะนอกจากเค้ามีอาหารมากมาย หลากหลายเชื้อชาติทั้ง ไทย, ญี่ปุ่น, ฝรั่ง, อินเดีย รวมไปถึงยุโรป ให้เราได้เลือกทานแล้ว บางจานเรายังสามารถเลือกอาหารสด ๆ เช่น กุ้ง หรือกั้ง ให้เค้านำไปย่าง เผา ตามที่เราชอบได้เลย เรียกว่าถูกใจ สายอาหารทะเลอย่างเรามาก ๆ 
  ส่วนจาน สปาเกตตี คือเราเลือกได้ตั้งแต่เส้น ยันซอสเลยจ้า รวมถึงเครื่องที่อยู่ในนั่นได้หมดเลยค่ะ เค้าก็จะเสริฟมาพร้อมกับจานร้อน ๆ ทานฟินกันไปเลย 
  อะ ส่วนสายหวาน บอกเลยว่ามาคือ ไม่ผิดหวัง ของหวานเค้ามีครบ ตั้งแต่ขนมไทย เค้ก ทาร์ตไข่ และ ผลไม้สด โอ้ย แค่นี้ก็คือคุ้มมากแล้วสำหรับสายหวานอย่างเรา

  เชิญลิ้มรสประสบการณ์เหนือความคาดหมาย ของร้านอาหารไทยชั้นนำที่คัดสรรมาพิเศษ ตั้งแต่วันนี้ - 31 พฤษภาคม 2568

#AmazingThailand  #TheLuxeofTaste #ททท #TAT #สุขทันทีที่เที่ยวไทย",AmazingThailand TheLuxeofTaste ททท TAT สุขทันทีที่เที่ยวไทย,,0
,#N/A,hey.aakanksha,,Bangkok,3862,Siam Yacht Club Royal Orchid Sheraton Riverside,International,Instagram,,,Paid,,Video,05/05/2025,https://www.instagram.com/p/DJQp96_B0y2/,06/05/2025,,,,10/05/2025,,,,10/10/2025,"52,011",55,817,,1.68%,0.00,"One of the most unique date spot in Bangkok. 

@siamyachtclub at the Royal Orchid Sheraton offers an unforgettable dining experience  where twinkling city lights meet the calm flow of the Chao Phraya.

 With stylish decor, soft music, and a front-row seat to the Iconsiam skyline, the vibe is effortlessly romantic.

We booked an exclusive deal through @hungryhub_th — champagne, mocktails, and a full-on feast for just 2,790 baht. 

An app that gets you amazing dining offers in Thailand. 

The food was indulgent, the music was chill, and the whole evening felt like a getaway without leaving Bangkok.

Skip the usual dinner spots - this place is a whole experience.
.
.
.
#BangkokEats #DateNightDoneRight #SiamYachtClub #HungryHub #RiversideRomance #IconsiamViews #ChaoPhrayaNights #FoodieInBangkok #HiddenGemBKK #BangkokRestaurants #luxuryvibes",BangkokEats DateNightDoneRight SiamYachtClub HungryHub RiversideRomance IconsiamViews ChaoPhrayaNights FoodieInBangkok HiddenGemBKK BangkokRestaurants luxuryvibes,,52011
,#N/A,nongnongpaitiao,,Bangkok,2536,Giorgio's Riverside Royal Orchid Sheraton Hotel,Italian,Instagram,,,Paid Thai,,Video,07/05/2025,https://www.instagram.com/p/DJWXktKT00u/,08/05/2025,,,,12/05/2025,,,,10/10/2025,703,1,16,,2.42%,0.00,"จิบไวน์ Romatic Dinner ริมแม่น้ำเจ้าพระยาสวยๆ 🥂🌹

📍Giorgio’s Riverside Royal Orchid Sheraton Hotel.

คุ้มยิ่งกว่าคุ้ม สองใบเทาได้อาหารอร่อยๆสำหรับสองคน พร้อมsparkling wine 1 ขวด cocktail อีก 2 แก้ว

ร้าน อาหารอิตาเลียนสูตรต้นตำรับ 🇮🇹🍝ท่ามกลางบรรยากาศที่มีเสน่ห์และโรแมนติกแบบยุโรปมีทั้งด้านในและด้านนอกริมแม่น้ำชิลๆ วิวสวย ตรงข้ามไอคอนสยาม

ราคา 2,490 บาทต่อเซ็ท
Outdoor Romantic Set : 4 Dishes & 1 Bottle of Sparkling Wine

ดูรายละเอียดที่ลิ้งค์ 👇🏻
https://bit.ly/3RRH4E1

𝗥𝗲𝗰𝗼𝗺𝗺𝗲𝗱 𝗠𝗲𝗻𝘂:
• Roasted NZ Rack of Lamb “Salt Marsh Coastal” ซี่โครงแกะนิวซีแลนด์กับเกลือธรรมชาติ, หัวหอมผัดและซอสไวน์แดง
• Angel Hair with Vongole Tomatoes sauce พาสต้าเส้นเล็กผัดซอสหอยลาย
•  Tabisca Pizza with Mushroom, Black Truffle, Burrata Cheese พิซซ่าหน้าเห็ดรวมและทรัฟเฟิลกับชีสบูรัตต้า
•  Baked Beef Lasagna ลาซานญ่าเนื้อ

📸 Follow @NongNongPaiTiao for more food & travel reviews

#hungryhub #nongnongpaitiao #giorgio #italianrestaurant #dinner #romanticdinner #bangkokeat #bangkokdinner #riverview #riverside",hungryhub nongnongpaitiao giorgio italianrestaurant dinner romanticdinner bangkokeat bangkokdinner riverview riverside,,703
,#N/A,nongnongpaitiao,,Bangkok,2536,Giorgio's Riverside Royal Orchid Sheraton Hotel,Italian,Tiktok,,,Paid Thai,,Video,07/05/2025,https://www.tiktok.com/@nongnongpaitiao/video/7501653118615047442,08/05/2025,,,,12/05/2025,,,,10/10/2025,"5,673",2,370,,6.56%,0.00,"จิบไวน์ Romatic Dinner ริมแม่น้ำเจ้าพระยาสวยๆ 🥂🌹 📍Giorgio's Riverside Royal Orchid Sheraton Hotel. คุ้มยิ่งกว่าคุ้ม สองใบเทาได้อาหารอร่อยๆสำหรับสองคน พร้อมsparkling wine 1 ขวด cocktail อีก 2 แก้ว ร้าน อาหารอิตาเลียนสูตรต้นตำรับ 🇮🇹🍝ท่ามกลางบรรยากาศที่มีเสน่ห์และโรแมนติกแบบยุโรปมีทั้งด้านในและด้านนอกริมแม่น้ำชิลๆ วิวสวย ตรงข้ามไอคอนสยาม ราคา 2,490 บาทต่อเซ็ท Outdoor Romantic Set : 4 Dishes & 1 Bottle of Sparkling Wine ดูรายละเอียดที่ลิ้งค์ 👇🏻 https://bit.ly/3RRH4E1 𝗥𝗲𝗰𝗼𝗺𝗺𝗲𝗱 𝗠𝗲𝗻𝘂: • Roasted NZ Rack of Lamb “Salt Marsh Coastal” ซี่โครงแกะนิวซีแลนด์กับเกลือธรรมชาติ, หัวหอมผัดและซอสไวน์แดง • Angel Hair with Vongole Tomatoes sauce พาสต้าเส้นเล็กผัดซอสหอยลาย •  Tabisca Pizza with Mushroom, Black Truffle, Burrata Cheese พิซซ่าหน้าเห็ดรวมและทรัฟเฟิลกับชีสบูรัตต้า •  Baked Beef Lasagna ลาซานญ่าเนื้อ 📸 Follow @NongNongPaiTiao for more food & travel reviews #hungryhub #nongnongpaitiao #giorgio #italianrestaurant #dinner #romanticdinner #bangkokeat #bangkokdinner #riverview #riverside",,,5673
,#N/A,nongnongpaitiao,,Bangkok,2536,Giorgio's Riverside Royal Orchid Sheraton Hotel,Italian,Instagram,,,Paid Thai,,Sidecar,08/05/2025,https://www.instagram.com/p/DJYPXyQzVGl/,09/05/2025,,,,13/05/2025,,,,10/10/2025,,,,,#DIV/0!,#DIV/0!,"จิบไวน์ Romatic Dinner ริมแม่น้ำเจ้าพระยาสวยๆ 🇮🇹🥂🌹

📍Giorgio’s Riverside Royal Orchid Sheraton Hotel.

คุ้มยิ่งกว่าคุ้ม สองใบเทาได้อาหารอร่อยๆสำหรับสองคน พร้อมsparkling wine 1 ขวด cocktail อีก 2 แก้ว

ร้าน อาหารอิตาเลียนสูตรต้นตำรับ 🇮🇹🍝ท่ามกลางบรรยากาศที่มีเสน่ห์และโรแมนติกแบบยุโรปมีทั้งด้านในและด้านนอกริมแม่น้ำชิลๆ วิวสวย ตรงข้ามไอคอนสยาม

ราคา 2,490 บาทต่อเซ็ท
Outdoor Romantic Set : 4 Dishes & 1 Bottle of Sparkling Wine

ดูรายละเอียดที่ลิ้งค์ 👇🏻
https://bit.ly/3RRH4E1

𝗥𝗲𝗰𝗼𝗺𝗺𝗲𝗱 𝗠𝗲𝗻𝘂:
• Roasted NZ Rack of Lamb “Salt Marsh Coastal” ซี่โครงแกะนิวซีแลนด์กับเกลือธรรมชาติ, หัวหอมผัดและซอสไวน์แดง
• Angel Hair with Vongole Tomatoes sauce พาสต้าเส้นเล็กผัดซอสหอยลาย
•  Tabisca Pizza with Mushroom, Black Truffle, Burrata Cheese พิซซ่าหน้าเห็ดรวมและทรัฟเฟิลกับชีสบูรัตต้า
•  Baked Beef Lasagna ลาซานญ่าเนื้อ

📸 Follow @NongNongPaiTiao for more food & travel reviews

#hungryhub #nongnongpaitiao #giorgio #italianrestaurant #dinner #romanticdinner #bangkokeat #bangkokdinner #riverview #riverside",hungryhub nongnongpaitiao giorgio italianrestaurant dinner romanticdinner bangkokeat bangkokdinner riverview riverside,,0
,#N/A,yelaixiangthailand,,Bangkok,4630,Ye Lai Xiang 夜来香 Rca,Chinese,Tiktok,Tiktok.com/@yelaixiangthailand,,Restau,,Video,14/06/2025,https://www.tiktok.com/@yelaixiangthailand/video/7513878489997528327,15/06/2025,314,0,3,19/06/2025,,,,14/07/2025,326,0,3,3.8%,0.92%,0.00,✨ มื้อนี้ไม่ธรรมดากับชุด Hungry Hub โปรแรงแซงทุกมื้อ อิ่มจุกเกินคุ้ม จองปุ๊บ ฟินปั๊บ🛎️ 这一餐不一般，尽享 Hungry Hub 超值强力优惠！ 吃得超饱超划算，一预订立刻享受美味🛎️ & [],,,326
,#N/A,maprangtita,0,Bangkok,982,Prince Cafe at Prince Palace Hotel Bangkok,International,Tiktok,Tiktok.com/@maprangtita,,Organic,,Video,19/06/2025,https://www.tiktok.com/@maprangtita/video/7517710325798522120,20/06/2025,"100,063",41,4716,24/06/2025,,,,14/07/2025,"101,300",41,4743,1.2%,4.72%,0.00,"290จริงดิ ถูกไปมั้ย55555555 คุ้มนะราคานี้ ลองไปดู ไม่ต้องคิดเยอะ นั่งดูวิวก็คุ้มละปะ จองใน hungry hub นะ #fyp #อร่อยไปกิน #อร่อยบอกต่อ #ปริ้นซ์พาเลซ #โรงแรม #บุฟเฟต์โรงแรม  & [""fyp"",""อร่อยไปกิน"",""อร่อยบอกต่อ"",""ปริ้นซ์พาเลซ"",""โรงแรม"",""บุฟเฟต์โรงแรม""]",,,101300
,#N/A,s.puttiwat,,Bangkok,370,Orchid Cafe at Sheraton Grande Sukhumvit A Luxury Collection Hotel,International,Tiktok,Tiktok.com/@s.puttiwat,,,,Video,19/06/2025,https://www.tiktok.com/@s.puttiwat/video/7517603607307472136,20/06/2025,447,0,11,24/06/2025,,,,10/10/2025,492,0,11,10.1%,2.24%,0.00,"International​ buffet มา 2 จ่าย 1 ตกคนละ 835 บาท อาหารอร่อย บริการดี อิ่มจุกๆครับ #orchidcafe #sheratongrandesukhumvit #hungryhub #internationalbuffet  & [""orchidcafe"",""sheratongrandesukhumvit"",""hungryhub"",""internationalbuffet""]",,,492
,#N/A,tanisira0416,,Bangkok,5900,Meridian Cruise,International,Tiktok,Tiktok.com/@tanisira0416,,Organic,,Video,20/06/2025,https://www.tiktok.com/@tanisira0416/video/7517996703866162450,21/06/2025,302,4,23,25/06/2025,,,,14/07/2025,325,4,24,7.6%,8.62%,0.00,"#tiktokfood #meridiancruise #hungryhub  & [""tiktokfood"",""meridiancruise"",""hungryhub""]",,,325
,#N/A,tiewpaireviewpai,0,Bangkok,4509,"Ambrosia at Ten Six Hundred, Chao Phraya, Bangkok by Preference",International,Tiktok,Tiktok.com/@tiewpaireviewpai,,Internal,,Video,21/06/2025,https://www.tiktok.com/@tiewpaireviewpai/video/7518258205751872775,22/06/2025,"109,306",23,4906,26/06/2025,,,,14/07/2025,"112,300",23,4991,2.7%,4.46%,0.00,"Rooftop Bar ติดแม่น้ำเจ้าพระยา ของโรงแรม Ten Six Hundred Chao Phraya เราเห็นโปรโมชั่นผ่าน Hungry Hub ตอนนี้ อาหาร 2 จาน + Mocktail ไม่อั้นอยู่ที่ 790 Net กับอีกโปรที่น่าสนใจคือ Romantic Set ที่ราคาดีมาก 📍Dark Water Rooftop #บาร์ #rooftop #tiktokพาเที่ยว  #ดินเนอร์  #บาร์ริมน้ํา  #rooftopbar #darkwatersrooftopbar  & [""บาร์"",""rooftop"",""tiktokพาเที่ยว"",""ดินเนอร์"",""บาร์ริมน้ํา"",""rooftopbar"",""darkwatersrooftopbar""]",,,112300
,#N/A,eatingcorner08,,Bangkok,4889,Gentle Butcher by Bangkok Butcher,Steakhouse,Tiktok,Tiktok.com/@eatingcorner08,,,,Video,22/06/2025,https://www.tiktok.com/@eatingcorner08/video/7518715203647737096,23/06/2025,446,0,18,27/06/2025,,,,14/07/2025,447,0,18,0.2%,4.03%,0.00,"🥩🦞 Surf & Turf สายหรูต้องมา! รีวิว “Gentle Butcher” ร้านนี้เนื้อดี ล็อบสเตอร์เด็ด อาหารแต่ละจานคือจึ้ง! ทั้งซาชิมิ ทาร์ทาร์ สลัดแซลมอนก็สดเว่อร์ ✨ ตอนนี้มีโปร Hungry Hub 🔥 มา 4 จ่าย 3 คุ้มแบบต้องจอง! #GentleButcher #HungryHub #มา4จ่าย3 #สายกินห้ามพลาด #TikTokกินอะไรดี #เนื้อดี #สเต๊ก #ร้านดีบอกต่อ  & [""gentlebutcher"",""hungryhub"",""มา4จ่าย3"",""สายกินห้ามพลาด"",""tiktokกินอะไรดี"",""เนื้อดี"",""สเต๊ก"",""ร้านดีบอกต่อ""]",,,447
,#N/A,pailongkhong,,Bangkok,#N/A,Zaap Classic,#N/A,Tiktok,Tiktok.com/@pailongkhong,,Paid Thai,,Video,23/06/2025,https://vt.tiktok.com/ZSk3JA46b/,24/06/2025,,,,28/06/2025,,,,04/08/2025,354,2,14,,4.52%,0.00,"บุฟเฟ่ต์ที่สายแซ่บต้องเลิฟ 🌶️

#zaapclassic #HungryHub #buffet #allyoucaneat #thaifood #spicyfood #tiktokพากิน ",,,354
,#N/A,eatviewgo,,Bangkok,4096,Sky on 20 Rooftop Bar at Novotel Bangkok Sukhumvit 20,International,Tiktok,Tiktok.com/@eatviewgo,,Paid Thai,,Video,23/06/2025,https://vt.tiktok.com/ZSkEsDVBY/,24/06/2025,,,,28/06/2025,,,,04/08/2025,575,2,67,,12.00%,0.00,"วันนี้ขอเสนอโปรดีๆ จาก Sky on 20 Rooftop Bar โรงแรม Novotel Bangkok Sukhumvit 20 วิวคือแบบสุดมากกก เห็นบรรยากาศยามค่ำคืนของกรุงเทพฯได้สบายๆ และยังมีเครื่องดื่ม และอาหารอร่อยๆ ให้เลือกกันแบบจุใจ เมื่อจองผ่าน Hungry hub ก็ได้ราคาพิเศษอีกด้วย ไม่ว่าจะเป็น Smoked Salmon & arugula pizza, Salmon saab Bowl, Sampler Cold Cut, Beef Souvlaki with Tzaziki & Pita bread, Mediterranean Nachos, Gam bass al aglio with Galic bread และเครื่องดื่มอร่อยๆ จากทางร้านให้ดื่มด่ำไปกับบรรยากาศยามค่ำคืนอีกด้วย
#eatviewgo #tiktokพากิน #tiktokพาเที่ยว #ของอร่อยบอกต่อ #เทรนด์วันนี้้ #review #restaurant #vibes #rooftop #hungryhub ",,,575
,#N/A,ornthetable,,Bangkok,828,The Eatery at Four Points by Sheraton Bangkok Sukhumvit 15,International,Tiktok,Tiktok.com/@ornthetable,,Paid Thai,,Video,23/06/2025,https://vt.tiktok.com/ZSB1UNmGx/,24/06/2025,,,,28/06/2025,,,,10/10/2025,"3,158",1,1699,,53.83%,0.00,"บุฟเฟ่ต์ข้าวต้มกุ๊ย 
เปิดขายแค่ 3 วัน  (พฤ ศุก ส) 
กินได้ไม่อั้น 2 ชม. 339 Net 
📍The Eatery at Four Points by Sheraton Bangkok Sukhumvit 15 #บุฟเฟ่ต์ #ข้าวต้ม #ข้าวต้มกุ๊ย #ดินเนอร์ #ของกิน ",,,3158
,#N/A,theworldisoutthere,,Bangkok,5428,Shoko Omakase,Japanese,Tiktok,Tiktok.com/@theworldisoutthere,,Paid Thai,,Video,23/06/2025,https://vt.tiktok.com/ZSB1LKnnt/,24/06/2025,,,,28/06/2025,,,,04/08/2025,"19,500",3,144,,0.75%,0.00,"โอมากาเสะสวยแกลม🤩 อร่อยเข้าใจง่าย คนละ 2,499 บาท

📍Shoko Omakase
📥 ทางไปจอง : Link in bio > รวมลิงค์ป้ายยา > Shoko Omakase

#โอมากาเสะ #รีวิวโอมากาเสะ #shokoomakase #theworldisoutthere ",,,19500
,#N/A,ornthetable,,Bangkok,1545,Paii at The House on Sathorn,Thai,Tiktok,Tiktok.com/@ornthetable,,Paid Thai,,Video,01/07/2025,https://vt.tiktok.com/ZSBYaF3mM/,02/07/2025,,,,06/07/2025,,,,04/08/2025,"1,829",0,95,,5.19%,0.00,อาหารไทยโซนสาทร ในบ้านอายุร้อยกว่าปี #อาหารไทย #creatorsearchinsights ,,,1829
,#N/A,pyopyo2211,,Bangkok,4975,Moxy Bar & Restaurant At Moxy Bangkok Ratchaprasong,Fusion,Tiktok,Tiktok.com/@pyopyo2211,,Paid Thai,,Video,01/07/2025,https://vt.tiktok.com/ZSB18WmGq/,02/07/2025,,,,06/07/2025,,,,04/08/2025,"163,100",36,11400,,7.01%,0.00,มา 4 จ่าย 3 แล้วใครจ่าย 😂 #เปลวหมวกแดง #คนไทยเป็นคนตลก #hungryhub #moxybar @Pi Sai (detoxing⏳),,,163100
,#N/A,eatviewgo,,Bangkok,1157,Assembly Point Thonglor @ One One Hotel Bkk,Thai,Tiktok,Tiktok.com/@eatviewgo,,Paid Thai,,Video,02/07/2025,https://vt.tiktok.com/ZSBkeRA3F/,03/07/2025,,,,07/07/2025,,,,04/08/2025,439,8,30,,8.66%,0.00,"วันนี้ขอเสนอโปรดีๆ จาก Assembly Point Thonglor โดยร้านตั้งอยู่ในโรงแรม One one Bangkok Hotel มีที่จอดรถด้านหลังโรงแรม ครั้งนี้อิ่มอร่อยไปกับโปรฯพิเศษเมื่อจองผ่าน Hungry hub ที่จะมี freeflow เครื่องดื่มแบบไม่อั้น รวมไปถึงอาหารอีกหลายรายการ มีทั้งจานหลัก ยำ ของทอดทานเล่น และยังมีทั้งโซน Indoor, Outdoor พร้อมดีเจแนวเพลงชิลๆ ให่เข้ากับบรรยากาศยามค่ำคืนสวยๆ อีกด้วย รับรองสายชิลต้องถูกใจแน่นอน
#eatviewgo #tiktokพากิน #tiktokพาเที่ยว #เทรนด์วันนี้้ #ของอร่อยบอกต่อ #vibes #rooftop #thonglor #hungryhub ",,,439
,#N/A,kinkabnorm,,Bangkok,1433,The Seafood Cafe & Restaurant,Thai,Tiktok,Tiktok.com/@kinkabnorm,,Paid Thai,,Video,02/07/2025,https://vt.tiktok.com/ZSBNr551p/,03/07/2025,,,,07/07/2025,,,,04/08/2025,"18,400",1,203,,1.11%,0.00,มื้อนี้คือยิ้มเลย ของโปรดแบบฉ่ำๆ The Seafood Cafe&Restaurant #บุฟเฟ่ต์ #buffet #hungryhub #กินกับtiktok #กินไรดี #อาหารทะเล #เยาวราช ,,,18400
,#N/A,kinkabnorm,,Bangkok,5629,Tsubohachi Central Westgate,Japanese,Tiktok,Tiktok.com/@kinkabnorm,,Paid Thai,,Video,02/07/2025,https://vt.tiktok.com/ZSkEcuKKK/,03/07/2025,,,,07/07/2025,,,,04/08/2025,"21,000",2,298,,1.43%,0.00,Tsubohachi จองผ่าน Hungry Hub แบบเซ็ต เมนูให้เลือกเพียบบ #กินกับtiktok #กินไรดี #อาหารญี่ปุ่น #ร้านอาหารญี่ปุ่น #hungryhub ,,,21000
,#N/A,kinkabnorm,,Bangkok,5702,Gogida,Korean,Tiktok,Tiktok.com/@kinkabnorm,,Paid Thai,,Video,02/07/2025,https://vt.tiktok.com/ZSkEc7QYV/,03/07/2025,,,,07/07/2025,,,,04/08/2025,"22,900",1,315,,1.38%,0.00,Gogida สายปิ้งย่างเกาหลีต้องไปลองเลยยย มันดี! #กินไรดี #กินกับtiktok #hungryhub #buffet #ปิ้งย่าง #บุฟเฟ่ต์ ,,,22900
,#N/A,food.addicts5,,Bangkok,5830,Yumcha Teahouse Empire Tower,Chinese,Tiktok,Tiktok.com/@food.addicts5,,,,Video,05/07/2025,https://www.tiktok.com/@food.addicts5/video/7523439749755997458,06/07/2025,691,0,28,10/07/2025,,,,15/07/2025,920,0,32,33.1%,3.48%,0.00,"บุฟเฟ่ต์ติ่มซำและอาหารฮ่องกงที่ #YumchaTeahouse ใจกลางสาทร! 🥢✨ ตอนนี้เปิดมาปีที่ 2 อยู่ชั้น G ตึก Empire Tower ใกล้ BTS ช่องนนทรี (ทางออก 5) เดิน 500 เมตร หรือขับรถมาก็มีที่จอด! สะดวกสุดๆ เขามีโปร #AllYouCanEat กับ Hungry Hub แค่ 2 ชั่วโมงเต็มๆ! เริ่มต้นแค่ 499 Net! (ถ้า Walk-in +Vat 7%) มีให้เลือกหลายคอร์ส: 💖 คอร์ส 499.-: จัดเต็มติ่มซำนึ่ง ทั้งกุ้งฮะเก๋า, ขนมจีบ, ซาหร่ายห่อกุ้ง, เสี่ยวหลงเปา, ซาลาเปาลาวา และบาร์บีคิว (เป็ดย่าง/หมูแดง/หมูกรอบ) คนละจาน! พร้อมชารีฟิลไม่อั้น! 🧡 คอร์ส 699.-: เพิ่มติ่มซำทอด, ซุป, และอาหารจานเดียว (เลือกได้ 1 เมนู) เช่น ก๋วยเตี๋ยวหลอดกุ้งกรอบ, เผือกทอด, ข้าวผัดหยางโจว! 💚 คอร์ส 799.-: เน้นกับแกล้มสไตล์ไทย-จีน เช่น ยำวุ้นเส้นโบราณ, หมูเปรี้ยวหวาน และถ้าเพิ่ม 200.- ได้เก๊กฮวยมีฟองไม่อั้น! 🍻 พิเศษ! สำหรับคอร์ส 699-999 จองผ่าน Hungry Hub มา 3 จ่าย 2! เฉลี่ยเริ่มต้นแค่คนละ 498.- เท่านั้น! เด็กเล็กสูงต่ำกว่า 90 ซม. ฟรี! 90-120 ซม. จ่าย 50% 📍พิกัด: Empire Tower ชั้น G, สาทรใต้ ⏰ เปิด: จ-ศ 14:00-21:30 น. / ส-อา 10:00-21:30 น. 📲 สำรองโต๊ะและดูแพ็กเกจ: https://citly.me/ny5UA รีบชวนเพื่อนไปอิ่มคุ้มกันเลย! #FoodAddicts #เสพติดการกิน #HungryHub #Buffet #Dimsum #รีวิว & [""yumchateahouse"",""allyoucaneat"",""foodaddicts"",""เสพติดการกิน"",""hungryhub"",""buffet"",""dimsum"",""รีวิว""]",,,920
,#N/A,zhobpainai7,,Bangkok,3949,The Siam Tea Room (Asiatique the Riverfront Branch),Thai,Tiktok,Tiktok.com/@zhobpainai7,,,,Video,05/07/2025,https://www.tiktok.com/@zhobpainai7/video/7523599946461875474,06/07/2025,476,0,35,10/07/2025,,,,15/07/2025,582,0,35,22.3%,6.01%,0.00,"🎥✨ รีวิวบุฟเฟ่อาหารไทย The Siam Tea Room @เอเชียทีค ใครชอบอาหารไทยต้องลอง! 🇹🇭✨ 🍴 บุฟเฟ่อาหารไทย ราคา 990 บาท มา 2 จ่าย 1 ผ่าน Hungry Hub คุ้มมาก! ร้านนี้อยู่ในเครือ Marriott รสชาติไม่ผิดหวังเลย ยำวุ้นเส้น ต้มข่าไก่ หลนทะเล หมูสะเต๊ะ จัดมาแบบพอดีทาน สั่งได้ไม่อั้น! 🥭 ของหวานคือดีงาม! ข้าวเหนียวมะม่วง 🍨 ไอศกรีมกะทิเสิร์ฟพร้อมกล้วยไข่ทอด ว่านหางจระเข้ซอร์เบทอัญชันมะนาว สดชื่นสุด🥳 📍 The Siam Tea Room @เอเชียทีค บรรยากาศไทย ๆ นั่งสบาย อาหารดี ของหวานครบจบในโต๊ะเดียว ✅ อร่อย คุ้ม สายบุฟเฟ่ห้ามพลาด! ##บุฟเฟ่อาหารไทย##Marriott##Asiatique##HungryHub##บุฟเฟ่ต์กรุงเทพ##กินไม่อั้น##รีวิวร้านอาหาร##TheSiamTeaRoom#บุฟเฟ่ต์หรูกรุงเทพ##กินดีอยู่ดี##viral##viralvideo##viraltiktok##viralvideos##videoviral##fyp##fypシ゚viral##fypシ##fypシ゚##buffet##thailand🇹🇭##thailandtiktok##thailand##thailandtravel##thaifood##thaibuffet##asiatiquebangkok##บุฟเฟ่ต์##บุฟเฟ่ต์ตักไม่อั้น##petfriendly##trending & [""บุฟเฟ่อาหารไทย"",""marriott"",""asiatique"",""hungryhub"",""บุฟเฟ่ต์กรุงเทพ"",""กินไม่อั้น"",""รีวิวร้านอาหาร"",""thesiamtearoom"",""บุฟเฟ่ต์หรูกรุงเทพ"",""กินดีอยู่ดี"",""viral"",""viralvideo"",""viraltiktok"",""viralvideos"",""videoviral"",""fyp"",""fypシ゚viral"",""fypシ"",""fypシ゚"",""buffet"",""thailand🇹🇭"",""thailandtiktok"",""thailand"",""thailandtravel"",""thaifood"",""thaibuffet"",""asiatiquebangkok"",""บุฟเฟ่ต์"",""บุฟเฟ่ต์ตักไม่อั้น"",""petfriendly"",""trending""]",,,582
