,restaurant name,UMAP Component 1 (Semantic Similarity Axis),UMAP Component 2 (Theme Variation Axis),cluster,Primary Theme,Number of Posts,Primary Theme %,All Themes
783,Ming Xing Restaurant at Cape Dara Resort (Pattaya),-2.6676095,6.5478206,1,Restaurant with Good View,1,100.0,Restaurant with Good View
784,Mingle Eatery and Poolside (Phuket),-0.162216,4.6582284,1,Restaurant with Good View,1,100.0,Restaurant with Good View
785,Mingle The Crystal,4.2435355,15.519923,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
786,Ministry Of Crab,2.1705408,10.272706,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
787,Ministry of Spicy,2.6073086,10.09345,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
788,MissMe Craft Bar,-2.547708,12.469065,3,Good Location,1,100.0,Good Location
789,Mitt Restaurant & Space,2.5590212,12.891236,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
790,Mix Beef Club & Restaurant BKK,-1.6364183,14.050499,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
791,Mizuki Omakase,3.5125215,1.1394819,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
792,MoVida BKK,3.6819434,10.561603,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
793,Moana Cafe,0.59666413,16.706514,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
794,Modan Japanese Restaurant Muang Thong,0.82827455,11.845792,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
795,Mojjo Rooftop Lounge & Bar Skyview Hotel,-2.5321486,10.184985,3,Good Location,1,100.0,Good Location
796,Moment's Notice Jazz Club (Chiang Mai),-2.3729167,14.45861,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
797,Momono Omakase,2.7737885,0.712572,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
798,Monkey King Izakaya,5.5968456,15.08047,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
799,Mono Sei Omakase,2.8044443,0.7248131,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
800,Mont Calzone at Habito Mall,3.504239,11.656331,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
801,Mookatanaimuang,5.781775,8.927253,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
802,Moom Muum Park Terminal 21 Asok,2.3399432,7.655061,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
803,More Than a Game Cafe,0.13622533,16.596306,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
804,More than Wine Ratchaphruek,-0.3145161,10.547598,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
805,Moreganic Restaurant Away Thapae Resort (Chiang Mai),-1.7053617,6.774698,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
806,Morning Moon Cafe & Restaurant,1.2826405,15.944997,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
807,Morton's the Steakhouse,1.5711882,13.300721,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
808,Mosby BKK,5.6273546,14.288389,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
809,Mother May I,2.5657623,11.201034,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
810,Moxy Bar & Restaurant At Moxy Bangkok Ratchaprasong,-3.1042619,11.002837,3,Good Location,1,100.0,Good Location
811,Mr. Enzo,4.3041735,11.628633,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
812,Mr. Mala Hotpot Chaeng Watthana-Pak Kret 29,6.8205566,10.886736,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
813,Mr. Mala Hotpot Charn Avenue Chaeng Watthana,6.824834,10.738504,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
814,Mr.Park BBQ Sukhumvit,5.2344923,8.630226,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
815,Mulligans Irish Bar,-2.3859298,11.338295,3,Good Location,1,100.0,Good Location
816,Musuko Shabu&Grill,6.622725,5.514731,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
817,Muteki by Mugendai Samyan Mitrtown,5.6562195,10.252629,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
818,My Daddy’s Home,6.3319216,13.509408,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
819,N/A Cafe & Homemade Pasta (Rayong),4.860101,7.517218,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
820,NJ Shabu Shabu Pattaya,8.292485,5.2019224,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
821,NOVA,-3.670079,11.143098,3,Good Location,1,100.0,Good Location
822,Na Krua - Thai Cuisine Ros Mue Mae,1.1103652,10.313224,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
823,Na-nang restaurant,2.630425,12.897924,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
824,Nabezo Premium,8.942333,7.6269646,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
825,Nai Kaew Kor Moo Yang Cafe​ & Bistro,-0.15114103,7.6973605,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
826,Naiades Wine Cafe,-0.48318434,10.827719,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
827,Namba Shabu Banthat thong,7.72444,5.7319026,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
828,Namba Shabu Saimai,8.006084,5.275657,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
829,Namba Shabu The Mall Lifestore Tha Phra,8.177375,6.2799726,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
830,Nami Sushi (Phuket),1.5642245,4.07514,1,Restaurant with Good View,1,100.0,Restaurant with Good View
831,Nammaejip Rama 3,6.7848034,3.7598028,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
832,Nammaejip Seacon Square Srinagarindra,2.1847436,8.265273,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
833,Nan Yuan Chinese Restaurant Avani Ratchada Bangkok,2.3098795,9.0538435,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
834,Napha Dusit Central Park,3.220767,6.8528624,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
835,Napha Emsphere,1.7657012,10.698596,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
836,Narnia Steak & Seafood (Pattaya),-5.59277,7.151702,1,Restaurant with Good View,1,100.0,Restaurant with Good View
837,Nava 6,4.928104,12.458599,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
838,Nen (念) Rama 9,6.676522,3.5019007,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
839,Neta Grill Central Rama 2,4.456712,4.448325,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
840,Neta Grill Central Westgate,3.3638594,5.2522655,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
841,Neta Grill Market Village Rangsit,2.475101,5.3669863,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
842,Neta Grill Thonburi Market Place,2.2578773,5.543678,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
843,Neua Camp Fire,6.166948,10.490827,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
844,Nevergiveup (Pattaya),-5.278694,7.2992516,1,Restaurant with Good View,1,100.0,Restaurant with Good View
845,New Horizon Cruise Terminal 21 Rama 3,6.2858696,2.6749554,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
846,Ngan MooKraTa,5.5454726,11.539761,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
847,Nhuer Nham Non,5.0055265,14.745968,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
848,Nigiwai Shabu & Sushi Buffet Saimai,7.057235,6.4196534,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
849,Niku Machi,6.574281,10.094988,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
850,Nikuro Yakiniku,5.768466,8.884654,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
851,Ninja Izakaya,3.227017,8.026225,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
852,Nippon Yokocho,4.1180305,10.919824,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
853,Niwa Cafe By Rangnok Land,0.44193867,15.646934,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
854,Niyomkom,3.5958617,9.786045,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
855,No more Mondays Café&Bar,-1.6882528,12.567654,3,Good Location,1,100.0,Good Location
856,Noah Cruise,4.196915,15.446429,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
857,Nong Khai Pa Su Kalpapruek,1.241897,11.2789345,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
858,Nong Khai Pa Su Ratchaphruek,2.6085808,10.695182,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
859,North Restaurant,1.4841392,14.554983,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
860,Nourish Mövenpick BDMS Wellness Resort,-1.5606587,6.5495896,1,Restaurant with Good View,1,100.0,Restaurant with Good View
861,Nowhere BKK,5.4552794,13.990105,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
862,O'pazzo,4.3613358,7.6010613,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
863,O.neul Korean Bar 오늘,-1.6882991,12.233354,3,Good Location,1,100.0,Good Location
864,OJI Omakase Sathorn,3.1534812,1.0065926,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
865,OPEN Bar at DoubleTree by Hilton Bangkok Ploenchit,-2.5644183,10.944389,3,Good Location,1,100.0,Good Location
866,Oaker Steak,7.877277,10.679298,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
867,Ocean bistro at Cross Pattaya Oceanphere (Pattaya),-4.768793,7.110468,1,Restaurant with Good View,1,100.0,Restaurant with Good View
868,Oceanside Beach Club & Restaurant (Hua Hin),-2.29355,3.4063153,1,Restaurant with Good View,1,100.0,Restaurant with Good View
869,Oishi Buffet The Mall Bangkapi (New Concept),6.800667,8.112337,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
870,Oishi Eaterium Central Korat (Nakhon Ratchasima),4.4766016,5.9591255,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
871,Oishi Eaterium Central Rama 9,5.062924,4.07429,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
872,Oishi Eaterium Central Westgate,4.650672,6.402019,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
873,Oishi Eaterium Fashion Island,6.0321865,10.879758,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
874,Oishi Eaterium Future Park Rangsit,2.375347,8.055015,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
875,Oishi Grand Mega Bangna,5.505068,9.9848175,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
876,Okina Izakaya,3.3721402,4.445792,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
877,Okinawa Restaurant Kinjo,2.297584,12.656378,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
878,Okuna Sushi Jungceylon (Phuket),1.9919074,3.854255,1,Restaurant with Good View,1,100.0,Restaurant with Good View
879,Okura Cruise,-2.1391535,9.848718,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
880,Omar Shariff Authentic Indian Cuisine,0.31911966,10.249978,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
881,Omoide Yakiniku,6.226766,12.365545,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
882,One Prawn & Co,4.1891985,11.527855,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
883,One to taste Homemade Pasta,4.8855505,7.877374,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
884,Oort Cloud Tea Room at Grande Centre Point Space (Pattaya),-3.0955293,7.903314,1,Restaurant with Good View,1,100.0,Restaurant with Good View
885,Opium Bar,-3.1371367,11.690817,3,Good Location,1,100.0,Good Location
886,Oppa Tteok - 오빠떡,5.5678124,12.835755,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
887,Ora Dining,0.6869667,12.991002,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
888,Orbit Restaurant Grande Centre Point Space (Pattaya),-5.0452514,6.757387,1,Restaurant with Good View,1,100.0,Restaurant with Good View
889,Oriental Bar by Oriental Residence,-2.958713,12.073647,3,Good Location,1,100.0,Good Location
890,Otter in The Rain (Phuket),-0.013996115,4.295731,1,Restaurant with Good View,1,100.0,Restaurant with Good View
891,Otto's Steakhouse,4.671233,12.478702,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
892,Ouleng Cafe,0.5751544,15.891519,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
893,PAUL Bakery CentralWorld,-0.54972094,14.204577,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
894,PAUL Bakery The Emporium,4.2135835,13.511245,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
895,PAWAN Restaurant (Hua Hin),-2.2852545,2.5307312,1,Restaurant with Good View,1,100.0,Restaurant with Good View
896,PESTO - Pasta and Espresso Osteria,4.9555926,7.064254,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
897,PHALA (Thai Esan Gathering),1.7221535,11.964963,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
898,Pacific Emporium at Pan Pacific Hotel Singapore,-0.008732484,11.895352,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
899,Pae Shabu & Grill House Ramkhamhaeng 26/1,6.6519365,5.4583516,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
900,Pae Shabu & Grill House Ramkhamhaeng Housing,6.7892337,5.310525,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
901,Pak-Pla Kitchen,2.2869003,6.8439264,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
902,Pal Cafe & Bistro,0.12838107,8.149805,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
903,Panda Suki Mala Muangthong,4.6924906,8.77879,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
904,Panda Suki Mala Theprak,6.520231,12.073149,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
905,Panna Sourdough Craft Cafe,-0.15500532,16.002768,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
906,Pasta AMA Ratchathewi,5.200285,7.305043,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
907,Pasta AMA Sala Daeng,5.3847103,7.4341097,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
908,Pasta AMA Siam Center,9.316714,4.574686,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
909,Pastel Rooftop Bar & Mediterranean Dining,-2.6380615,9.483283,3,Good Location,1,100.0,Good Location
910,Pasto by Patta,4.8345428,12.493527,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
911,Patong Bay Hill Resort (Phuket),-1.2789923,5.5972505,1,Restaurant with Good View,1,100.0,Restaurant with Good View
912,Pebbles Bar and Grill Restaurant at Renaissance Pattaya Resort & Spa (Pattaya),-3.490749,6.95536,1,Restaurant with Good View,1,100.0,Restaurant with Good View
913,PengYou Cuisine & Specialty Bar Ekkamai,1.6944911,9.715152,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
914,PengYou Cuisine & Specialty Bar Rama 9,6.448101,3.577694,3,Good Location,1,100.0,Good Location
915,Penlaos,5.80607,15.463669,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
916,Penthouse Bar + Grill Cocktail Bar at Park Hyatt Bangkok (Level 35),1.2184643,6.2208924,3,Good Location,1,100.0,Good Location
917,Penthouse Bar + Grill Rooftop at Park Hyatt Bangkok (level 36),0.844723,6.346633,3,Good Location,1,100.0,Good Location
918,Penthouse Bar + Grill at Park Hyatt Bangkok (level 34),1.0040537,6.2490525,3,Good Location,1,100.0,Good Location
919,Peter's Pan Kitchen,3.697803,7.0646296,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
920,Phahon View - Khao Ngu (Ratchaburi),2.6570675,14.453478,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
921,Phahon View Watcharapol,2.2492208,13.206949,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
922,Phoenix,5.0219088,13.025694,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
923,Phrikkhua Kapihom HomePro Future Park Rangsit,2.6731493,8.328791,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
924,Phrikkhua Kapihom Robinson Lifestyle Ratchaphruek,4.5802345,11.064822,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
925,Phrikkhua Kapihom The Market Village Rangsit,4.346812,11.338979,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
926,Phrikkhua Kapihom The Nine Tiwanon,1.4963875,10.584077,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
927,Phrompoon,-0.99973714,14.3530035,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
928,Piano Bar at VIE Hotel,-1.997014,10.768367,3,Good Location,1,100.0,Good Location
929,Picante At Centara Korat (Nakhon Ratchasima),2.426641,14.220955,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
930,Pilot Brewery,3.7770605,10.041815,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
931,Pimkaew,3.49514,11.014077,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
932,Ping Buffet,7.1686997,7.909539,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
933,Ping Yang Krub Pom,2.2246866,9.943692,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
934,Pink Typhoon Creative Pasta & Steak Ari,5.4988465,7.907076,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
935,Pinnic at Cape Dara Resort (Pattaya),-2.9444122,6.6478915,1,Restaurant with Good View,1,100.0,Restaurant with Good View
936,Pizza Maru Korean Pizza & Chicken Central World,4.029717,7.2387805,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
937,Pizza Maru Korean Pizza & Chicken Future Park Rangsit,3.792744,7.5421906,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
938,Plamong at Holiday Inn (Hua Hin),-1.9541217,2.194397,1,Restaurant with Good View,1,100.0,Restaurant with Good View
939,Plearn - Rooftop Restaurant & Bar (Phuket),-0.58042806,5.769963,3,Good Location,1,100.0,Good Location
940,Ploen Restaurant,3.3935997,12.189333,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
941,Plooklaewprung,4.585596,13.652324,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
942,PlukRak Pretty Healthy,3.113962,11.836073,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
943,PokiHolic Bangna.,3.7087908,12.200228,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
944,Pool Bar by Maitria Mode Sukhumvit 15,-2.197414,9.167623,3,Good Location,1,100.0,Good Location
945,Porkitchen,7.1551547,12.030147,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
946,Porsh Dining (Si Racha),0.45158678,13.622682,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
947,Praca at The Standard Hua Hin,-2.1362598,2.7197118,1,Restaurant with Good View,1,100.0,Restaurant with Good View
948,Prakai Fire Suki & Craft,4.517446,13.300467,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
949,Praram 9 Kaiyang The Promenade,3.6124015,8.892658,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
950,Preda CookHouse - by บ้านสวนปรีดา (Nakhon Pathom),6.078231,13.753947,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
951,Prego Amari Pattaya (Pattaya),-4.389286,6.9084396,1,Restaurant with Good View,1,100.0,Restaurant with Good View
952,Prego Kata (Phuket),0.21770044,4.993998,1,Restaurant with Good View,1,100.0,Restaurant with Good View
953,Prodpraan Eatery (Hua Hin),-2.708156,2.3533092,1,Restaurant with Good View,1,100.0,Restaurant with Good View
954,Pulsii Woodfire & Bar,-2.3324685,11.764009,3,Good Location,1,100.0,Good Location
955,Pura Brasa,3.0615838,12.410929,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
956,Putahracsa Staycation (Hua Hin),-2.354153,3.0260317,1,Restaurant with Good View,1,100.0,Restaurant with Good View
957,RIVA At Ocean Marina Resort Jomtien (Pattaya),-2.5369458,6.2925954,1,Restaurant with Good View,1,100.0,Restaurant with Good View
958,Ra Biang Na,6.6638603,14.133111,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
959,Rabbit Hole at Phuket (Phuket),0.32283148,4.902603,1,Restaurant with Good View,1,100.0,Restaurant with Good View
960,Rabiengview Ayutthaya,6.1340294,14.634122,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
961,Radicle Beer Company,5.000836,14.321563,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
962,Radius Restaurant at Cape Dara Resort (Pattaya),-2.9598916,6.6104827,1,Restaurant with Good View,1,100.0,Restaurant with Good View
963,Raffles Courtyard at Raffles Hotel Singapore,1.1656774,12.848304,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
964,Rain Tree Cafe at The Athenee Hotel,0.64233243,15.2562685,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
965,Rak to Eat (Phuket),0.2113582,4.392482,1,Restaurant with Good View,1,100.0,Restaurant with Good View
966,Ralph House,2.5971231,18.22043,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
967,Rama at Furama Silom Hotel,7.008806,2.9848814,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
968,Ramayana Water Park (Chonburi),2.500674,7.778593,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
969,Raynue Gaysorn Amarin,-0.06874252,11.573473,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
970,Realpork Korean Pub & Grill Groove at Central World,3.698745,5.308898,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
971,Red Lobster Emsphere,3.8067186,12.545729,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
972,Red Rose Chinese Restaurant & Jazz Lounge at Shanghai Mansion,-0.46401614,9.337219,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
973,Red Sky Restaurant 55th Floor,-2.7590353,11.08783,3,Good Location,1,100.0,Good Location
974,Red Sky Rooftop & Bar 56th Floor,-3.2918403,10.809921,3,Good Location,1,100.0,Good Location
975,RedSquare Rooftop Bar at Novotel Bangkok Sukhumvit 4,-3.1020873,10.2845955,3,Good Location,1,100.0,Good Location
976,RedTail Bar by Zouk,-2.3394046,11.971247,3,Good Location,1,100.0,Good Location
977,"Republic Bar and Lounge At The Ritz-Carlton, Millenia Singapore",-1.3166201,10.350964,3,Good Location,1,100.0,Good Location
978,Rern,1.7619233,10.808415,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
979,Reun Rom Bar,-1.916164,13.234107,3,Good Location,1,100.0,Good Location
980,Ricci Italian Restaurant and Crudo Bar,-1.2187171,12.108963,3,Good Location,1,100.0,Good Location
981,Rice Restaurant (Phuket),0.6684711,4.1373334,1,Restaurant with Good View,1,100.0,Restaurant with Good View
982,Riedel Restaurant & Wine Cellar,-0.7084467,10.477752,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
983,Rim Klong Café Mövenpick BDMS Wellness Resort,-1.6155628,6.608331,1,Restaurant with Good View,1,100.0,Restaurant with Good View
984,Rim Talay @ Amari Patong (Phuket),0.9953814,4.139016,1,Restaurant with Good View,1,100.0,Restaurant with Good View
985,Rimbungsounprig Bar&Restaurants (Ayutthaya),-1.3800677,12.331151,3,Good Location,1,100.0,Good Location
986,Ripple sea (Chonburi),5.2062955,13.606287,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
987,Roam Bar Joy,-2.2744842,12.861915,3,Good Location,1,100.0,Good Location
988,Roccabkk,6.1658173,12.961344,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
989,Romsai Banyan Tree Hotel,0.4103914,10.961834,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
990,Roof 70,3.7440226,12.436414,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
991,Ros charoen by Kuang seafood (Pattaya),-5.5848927,6.5998554,1,Restaurant with Good View,1,100.0,Restaurant with Good View
992,Rosded BBQ International Buffet On Nut 90,7.7285123,7.9940033,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
993,Rosded BBQ International Buffet Ramkhamhaeng 187,7.1312957,8.2241745,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
994,Rosemary,4.446986,8.581441,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
995,Rosprod Central Westgate,4.0695877,5.609033,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
996,Rossiwalee,3.288056,10.587546,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
997,Roy Sen Pad Thai Go Wholesale Ramkhamhaeng,1.7002167,11.061572,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
998,Roy Sen Pad Thai Go Wholesale Rangsit,3.000166,10.689819,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
999,Roy Sen Pad Thai Sukhumvit 71,-0.9604112,8.875336,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1000,Royal Princess Cruise,6.4312644,14.493411,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1001,Ruedooron by Liyang Lat Krabang,5.07047,15.050485,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1002,Ruedooron by Liyang Town in Town,4.6424174,12.116912,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1003,Ruen Petch Suki - Ratchaphruek Road,6.1439524,12.214383,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1004,Ruen Petch Suki Nonthaburi Bypass Road,4.675928,9.050349,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1005,Ruen Sakhon Cafe & Restaurant,1.5256857,16.436638,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
1006,Ruenglalynn Skybar Rooftop,-3.53843,9.125639,3,Good Location,1,100.0,Good Location
1007,Ruk Num Cafe (Nakhon Pathom),1.2195805,15.527423,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
1008,Rum&Orange Rooftop Tapas Bar,-2.730472,9.700784,3,Good Location,1,100.0,Good Location
1009,Rusty.Bkk,-3.4605732,11.396805,3,Good Location,1,100.0,Good Location
1010,Ryoku Cafe,0.31562984,15.896375,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
1011,Ryota Shabu Buffet Central Airport (Chiang Mai),6.4968495,6.2767305,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1012,Ryota Shabu Buffet Central Westgate,7.0194516,6.6974587,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1013,Ryota Shabu Buffet Lotus Kum Tiang (Chiang Mai),7.4507504,6.7309146,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
