restaurant name,UMAP Component 1 (Semantic Similarity Axis),UMAP Component 2 (Theme Variation Axis),cluster,Primary Theme,Number of Posts,Primary Theme %,All Themes,restaurant_id,name,days_in_advance
Mata Garden,3.5074272,14.455037,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5373,Mata Garden,90
Matane Shabu&Sushi Premium Buffet (Kratumbaen Branch),7.99633,6.9638906,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,6721,Matane Shabu&Sushi Premium Buffet (Kratumbaen Branch),90
Matsuo Izakaya,4.2711215,15.07894,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5433,Matsuo Izakaya,90
Mayraya Wine Bar at Villa Deva Resort and Hotel,-1.3965518,7.4918356,3,Good Location,1,100.0,Good Location,3803,Mayraya Wine Bar at Villa Deva Resort and Hotel,90
Meat Sumpan,6.7878823,9.894401,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5245,Meat Sumpan,90
Medici Kitchen & Bar Bangkok,1.5440559,6.8286014,3,Good Location,1,100.0,Good Location,4634,Medici Kitchen & Bar Bangkok,90
Mee-Seoul Korean BBQ Buffet Sugoi Eat,6.8789897,8.902332,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4954,Mee-Seoul Korean BBQ Buffet Sugoi Eat,90
Mee-Seoul Korean BBQ Buffet Victoria Garden,7.3541408,8.404165,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4953,Mee-Seoul Korean BBQ Buffet Victoria Garden,90
Meepla Numyapu Cafe,1.504756,15.341272,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,4920,Meepla Numyapu Cafe,90
Meisaku Premium Yakiniku,9.294829,8.11893,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4632,Meisaku Premium Yakiniku,90
Mekiki no Ginji,4.1320047,12.343421,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5064,Mekiki no Ginji,90
Mellow Thonglor,4.582124,14.133478,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3840,Mellow Thonglor,90
Memories Cafe & Restaurant By Sara De Cafe,0.9028459,16.260572,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,4526,Memories Cafe & Restaurant By Sara De Cafe,90
Meng Pu Dong Phran Nok Phutthamonthon Sai 4 Road,5.7914295,14.750791,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3895,Meng Pu Dong Phran Nok Phutthamonthon Sai 4 Road,90
Meng Pu Dong Pracha Chuen,5.522433,14.459482,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6138,Meng Pu Dong Pracha Chuen,90
Mercy Republic,4.272918,15.707846,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6322,Mercy Republic,90
Meridian Cruise 2,5.623446,9.341146,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6460,Meridian Cruise 2,90
Merry Vibes Privacy Craft,3.6767814,13.413346,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6489,Merry Vibes Privacy Craft,90
Mexicano Restaurante Autentico,6.819606,13.292299,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,1178,Mexicano Restaurante Autentico,90
Micasa Bar & Restaurant,-1.3213513,11.645993,3,Good Location,1,100.0,Good Location,6711,Micasa Bar & Restaurant,90
Miche Boulangerie and Coffee Bar,-1.1147263,14.290871,3,Good Location,1,100.0,Good Location,781,Miche Boulangerie and Coffee Bar,60
Michelle Gourmet,5.4755673,11.589497,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3960,Michelle Gourmet,90
Midori Sushi Ratchapruek,3.226163,3.8121939,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5227,Midori Sushi Ratchapruek,30
Mimosa Modern Italian Restaurant,3.0536523,12.820873,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4138,Mimosa Modern Italian Restaurant,90
Ming Xing Restaurant at Cape Dara Resort (Pattaya),-2.6676095,6.5478206,1,Restaurant with Good View,1,100.0,Restaurant with Good View,6479,Ming Xing Restaurant at Cape Dara Resort (Pattaya),90
Mingle Eatery and Poolside (Phuket),-0.162216,4.6582284,1,Restaurant with Good View,1,100.0,Restaurant with Good View,5106,Mingle Eatery and Poolside (Phuket),90
Ministry Of Crab,2.1705408,10.272706,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6196,Ministry Of Crab,90
Ministry of Spicy,2.6073086,10.09345,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4988,Ministry of Spicy,90
Mitt Restaurant & Space,2.5590212,12.891236,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4769,Mitt Restaurant & Space,90
Mizuki Omakase,3.5125215,1.1394819,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4593,Mizuki Omakase,90
Moana Cafe,0.59666413,16.706514,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,6150,Moana Cafe,90
Modan Japanese Restaurant Muang Thong,0.82827455,11.845792,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3943,Modan Japanese Restaurant Muang Thong,90
Mojjo Rooftop Lounge & Bar Skyview Hotel,-2.5321486,10.184985,3,Good Location,1,100.0,Good Location,643,Mojjo Rooftop Lounge & Bar Skyview Hotel,90
Moment's Notice Jazz Club (Chiang Mai),-2.3729167,14.45861,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4556,Moment's Notice Jazz Club (Chiang Mai),90
Momono Omakase,2.7737885,0.712572,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4612,Momono Omakase,90
Monkey King Izakaya,5.5968456,15.08047,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6536,Monkey King Izakaya,90
Mont Calzone at Habito Mall,3.504239,11.656331,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3925,Mont Calzone at Habito Mall,90
Moom Muum Park Terminal 21 Asok,2.3399432,7.655061,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,1613,Moom Muum Park Terminal 21 Asok,60
More Than a Game Cafe,0.13622533,16.596306,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,1806,More Than a Game Cafe,90
More than Wine Ratchaphruek,-0.3145161,10.547598,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4689,More than Wine Ratchaphruek,90
Moreganic Restaurant Away Thapae Resort (Chiang Mai),-1.7053617,6.774698,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3260,Moreganic Restaurant Away Thapae Resort (Chiang Mai),90
Morning Moon Cafe & Restaurant,1.2826405,15.944997,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,6676,Morning Moon Cafe & Restaurant,90
Mosby BKK,5.6273546,14.288389,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6188,Mosby BKK,90
Moxy Bar & Restaurant At Moxy Bangkok Ratchaprasong,-3.1042619,11.002837,3,Good Location,1,100.0,Good Location,4975,Moxy Bar & Restaurant At Moxy Bangkok Ratchaprasong,120
Mr. Enzo,4.3041735,11.628633,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5303,Mr. Enzo,90
Mr. Mala Hotpot Chaeng Watthana-Pak Kret 29,6.8205566,10.886736,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4843,Mr. Mala Hotpot Chaeng Watthana-Pak Kret 29,90
Mr. Mala Hotpot Charn Avenue Chaeng Watthana,6.824834,10.738504,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4844,Mr. Mala Hotpot Charn Avenue Chaeng Watthana,90
Mr.Park BBQ Sukhumvit,5.2344923,8.630226,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4046,Mr.Park BBQ Sukhumvit,90
Mulligans Irish Bar,-2.3859298,11.338295,3,Good Location,1,100.0,Good Location,5737,Mulligans Irish Bar,90
Muteki by Mugendai Samyan Mitrtown,5.6562195,10.252629,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,1847,Muteki by Mugendai Samyan Mitrtown,90
My Daddy’s Home,6.3319216,13.509408,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6629,My Daddy’s Home,90
N/A Cafe & Homemade Pasta (Rayong),4.860101,7.517218,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,3653,N/A Cafe & Homemade Pasta (Rayong),90
NJ Shabu Shabu Pattaya,8.292485,5.2019224,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,5722,NJ Shabu Shabu Pattaya,90
NOVA,-3.670079,11.143098,3,Good Location,1,100.0,Good Location,6057,NOVA,90
Na-nang restaurant,2.630425,12.897924,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5744,Na-nang restaurant,90
Nabezo Premium,8.942333,7.6269646,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4947,Nabezo Premium,90
Naiades Wine Cafe,-0.48318434,10.827719,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,6600,Naiades Wine Cafe,30
Namba Shabu Banthat thong,7.72444,5.7319026,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,6259,Namba Shabu Banthat thong,90
Namba Shabu Saimai,8.006084,5.275657,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,6260,Namba Shabu Saimai,90
Namba Shabu The Mall Lifestore Tha Phra,8.177375,6.2799726,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,6261,Namba Shabu The Mall Lifestore Tha Phra,90
Nami Sushi (Phuket),1.5642245,4.07514,1,Restaurant with Good View,1,100.0,Restaurant with Good View,5409,Nami Sushi (Phuket),90
Nammaejip Rama 3,6.7848034,3.7598028,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,5033,Nammaejip Rama 3,90
Nammaejip Seacon Square Srinagarindra,2.1847436,8.265273,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5076,Nammaejip Seacon Square Srinagarindra,90
Nan Yuan Chinese Restaurant Avani Ratchada Bangkok,2.3098795,9.0538435,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4232,Nan Yuan Chinese Restaurant Avani Ratchada Bangkok,90
Napha Dusit Central Park,3.220767,6.8528624,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,6483,Napha Dusit Central Park,90
Napha Emsphere,1.7657012,10.698596,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4621,Napha Emsphere,240
Narnia Steak & Seafood (Pattaya),-5.59277,7.151702,1,Restaurant with Good View,1,100.0,Restaurant with Good View,6601,Narnia Steak & Seafood (Pattaya),90
Nava 6,4.928104,12.458599,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5266,Nava 6,90
Nen (念) Rama 9,6.676522,3.5019007,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,6085,Nen (念) Rama 9,30
Neta Grill Central Rama 2,4.456712,4.448325,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,1000,Neta Grill Central Rama 2,90
Neta Grill Central Westgate,3.3638594,5.2522655,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,1803,Neta Grill Central Westgate,90
Neta Grill Market Village Rangsit,2.475101,5.3669863,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,2029,Neta Grill Market Village Rangsit,90
Neta Grill Thonburi Market Place,2.2578773,5.543678,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3785,Neta Grill Thonburi Market Place,90
Neua Camp Fire,6.166948,10.490827,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6185,Neua Camp Fire,90
Nevergiveup (Pattaya),-5.278694,7.2992516,1,Restaurant with Good View,1,100.0,Restaurant with Good View,3479,Nevergiveup (Pattaya),90
New Horizon Cruise Terminal 21 Rama 3,6.2858696,2.6749554,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,5468,New Horizon Cruise Terminal 21 Rama 3,90
Nhuer Nham Non,5.0055265,14.745968,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5040,Nhuer Nham Non,90
Niku Machi,6.574281,10.094988,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6201,Niku Machi,90
Nikuro Yakiniku,5.768466,8.884654,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4508,Nikuro Yakiniku,90
Niwa Cafe By Rangnok Land,0.44193867,15.646934,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,6799,Niwa Cafe By Rangnok Land,90
Niyomkom,3.5958617,9.786045,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5556,Niyomkom,90
Nong Khai Pa Su Kalpapruek,1.241897,11.2789345,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5265,Nong Khai Pa Su Kalpapruek,90
Nong Khai Pa Su Ratchaphruek,2.6085808,10.695182,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5264,Nong Khai Pa Su Ratchaphruek,90
North Restaurant,1.4841392,14.554983,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,3852,North Restaurant,90
Nourish Mövenpick BDMS Wellness Resort,-1.5606587,6.5495896,1,Restaurant with Good View,1,100.0,Restaurant with Good View,3684,Nourish Mövenpick BDMS Wellness Resort,90
Nowhere BKK,5.4552794,13.990105,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6228,Nowhere BKK,90
O'pazzo,4.3613358,7.6010613,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6121,O'pazzo,90
O.neul Korean Bar 오늘,-1.6882991,12.233354,3,Good Location,1,100.0,Good Location,5522,O.neul Korean Bar 오늘,90
OJI Omakase Sathorn,3.1534812,1.0065926,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,2441,OJI Omakase Sathorn,90
OPEN Bar at DoubleTree by Hilton Bangkok Ploenchit,-2.5644183,10.944389,3,Good Location,1,100.0,Good Location,5155,OPEN Bar at DoubleTree by Hilton Bangkok Ploenchit,90
Oaker Steak,7.877277,10.679298,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,1422,Oaker Steak,90
Ocean bistro at Cross Pattaya Oceanphere (Pattaya),-4.768793,7.110468,1,Restaurant with Good View,1,100.0,Restaurant with Good View,3047,Ocean bistro at Cross Pattaya Oceanphere (Pattaya),90
Oceanside Beach Club & Restaurant (Hua Hin),-2.29355,3.4063153,1,Restaurant with Good View,1,100.0,Restaurant with Good View,2354,Oceanside Beach Club & Restaurant (Hua Hin),90
Oishi Buffet The Mall Bangkapi (New Concept),6.800667,8.112337,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5302,Oishi Buffet The Mall Bangkapi (New Concept),90
Oishi Eaterium Central Korat (Nakhon Ratchasima),4.4766016,5.9591255,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,2008,Oishi Eaterium Central Korat (Nakhon Ratchasima),90
Oishi Eaterium Central Rama 9,5.062924,4.07429,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,2005,Oishi Eaterium Central Rama 9,90
Oishi Eaterium Central Westgate,4.650672,6.402019,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4041,Oishi Eaterium Central Westgate,90
Oishi Eaterium Fashion Island,6.0321865,10.879758,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,2004,Oishi Eaterium Fashion Island,90
Oishi Eaterium Future Park Rangsit,2.375347,8.055015,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,2002,Oishi Eaterium Future Park Rangsit,90
Oishi Grand Mega Bangna,5.505068,9.9848175,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4258,Oishi Grand Mega Bangna,90
Okinawa Restaurant Kinjo,2.297584,12.656378,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3217,Okinawa Restaurant Kinjo,90
Okuna Sushi Jungceylon (Phuket),1.9919074,3.854255,1,Restaurant with Good View,1,100.0,Restaurant with Good View,6563,Okuna Sushi Jungceylon (Phuket),90
Okura Cruise,-2.1391535,9.848718,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5531,Okura Cruise,90
Omar Shariff Authentic Indian Cuisine,0.31911966,10.249978,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6590,Omar Shariff Authentic Indian Cuisine,90
Omoide Yakiniku,6.226766,12.365545,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3733,Omoide Yakiniku,90
One Prawn & Co,4.1891985,11.527855,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5853,One Prawn & Co,90
One to taste Homemade Pasta,4.8855505,7.877374,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3708,One to taste Homemade Pasta,90
Oort Cloud Tea Room at Grande Centre Point Space (Pattaya),-3.0955293,7.903314,1,Restaurant with Good View,1,100.0,Restaurant with Good View,3926,Oort Cloud Tea Room at Grande Centre Point Space (Pattaya),90
Opium Bar,-3.1371367,11.690817,3,Good Location,1,100.0,Good Location,6516,Opium Bar,90
Oppa Tteok - 오빠떡,5.5678124,12.835755,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5147,Oppa Tteok - 오빠떡,90
Ora Dining,0.6869667,12.991002,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6687,Ora Dining,90
Orbit Restaurant Grande Centre Point Space (Pattaya),-5.0452514,6.757387,1,Restaurant with Good View,1,100.0,Restaurant with Good View,3717,Orbit Restaurant Grande Centre Point Space (Pattaya),90
Oriental Bar by Oriental Residence,-2.958713,12.073647,3,Good Location,1,100.0,Good Location,4395,Oriental Bar by Oriental Residence,90
Otter in The Rain (Phuket),-0.013996115,4.295731,1,Restaurant with Good View,1,100.0,Restaurant with Good View,4256,Otter in The Rain (Phuket),90
Ouleng Cafe,0.5751544,15.891519,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,6042,Ouleng Cafe,90
PAUL Bakery CentralWorld,-0.54972094,14.204577,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,863,PAUL Bakery CentralWorld,90
PAUL Bakery The Emporium,4.2135835,13.511245,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,2208,PAUL Bakery The Emporium,90
PAWAN Restaurant (Hua Hin),-2.2852545,2.5307312,1,Restaurant with Good View,1,100.0,Restaurant with Good View,6794,PAWAN Restaurant (Hua Hin),90
PESTO - Pasta and Espresso Osteria,4.9555926,7.064254,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3024,PESTO - Pasta and Espresso Osteria,90
PHALA (Thai Esan Gathering),1.7221535,11.964963,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6589,PHALA (Thai Esan Gathering),90
Pacific Emporium at Pan Pacific Hotel Singapore,-0.008732484,11.895352,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5460,Pacific Emporium at Pan Pacific Hotel Singapore,90
Pae Shabu & Grill House Ramkhamhaeng 26/1,6.6519365,5.4583516,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,5228,Pae Shabu & Grill House Ramkhamhaeng 26/1,90
Pae Shabu & Grill House Ramkhamhaeng Housing,6.7892337,5.310525,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,5229,Pae Shabu & Grill House Ramkhamhaeng Housing,90
Pak-Pla Kitchen,2.2869003,6.8439264,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4978,Pak-Pla Kitchen,90
Pal Cafe & Bistro,0.12838107,8.149805,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,4050,Pal Cafe & Bistro,90
Panda Suki Mala Muangthong,4.6924906,8.77879,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6580,Panda Suki Mala Muangthong,90
Panna Sourdough Craft Cafe,-0.15500532,16.002768,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,5315,Panna Sourdough Craft Cafe,90
Pasta AMA Ratchathewi,5.200285,7.305043,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4852,Pasta AMA Ratchathewi,90
Pasta AMA Sala Daeng,5.3847103,7.4341097,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4854,Pasta AMA Sala Daeng,90
Pasta AMA Siam Center,9.316714,4.574686,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4855,Pasta AMA Siam Center,90
Pasto by Patta,4.8345428,12.493527,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5568,Pasto by Patta,90
Patong Bay Hill Resort (Phuket),-1.2789923,5.5972505,1,Restaurant with Good View,1,100.0,Restaurant with Good View,3975,Patong Bay Hill Resort (Phuket),90
Pebbles Bar and Grill Restaurant at Renaissance Pattaya Resort & Spa (Pattaya),-3.490749,6.95536,1,Restaurant with Good View,1,100.0,Restaurant with Good View,4029,Pebbles Bar and Grill Restaurant at Renaissance Pattaya Resort & Spa (Pattaya),90
PengYou Cuisine & Specialty Bar Rama 9,6.448101,3.577694,3,Good Location,1,100.0,Good Location,5685,PengYou Cuisine & Specialty Bar Rama 9,90
Penlaos,5.80607,15.463669,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5960,Penlaos,90
Penthouse Bar + Grill Rooftop at Park Hyatt Bangkok (level 36),0.844723,6.346633,3,Good Location,1,100.0,Good Location,5559,Penthouse Bar + Grill Rooftop at Park Hyatt Bangkok (level 36),90
Penthouse Bar + Grill at Park Hyatt Bangkok (level 34),1.0040537,6.2490525,3,Good Location,1,100.0,Good Location,5555,Penthouse Bar + Grill at Park Hyatt Bangkok (level 34),90
Phahon View - Khao Ngu (Ratchaburi),2.6570675,14.453478,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6429,Phahon View - Khao Ngu (Ratchaburi),90
Phahon View Watcharapol,2.2492208,13.206949,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6302,Phahon View Watcharapol,90
Phoenix,5.0219088,13.025694,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6467,Phoenix,90
Phrikkhua Kapihom HomePro Future Park Rangsit,2.6731493,8.328791,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5528,Phrikkhua Kapihom HomePro Future Park Rangsit,90
Phrikkhua Kapihom Robinson Lifestyle Ratchaphruek,4.5802345,11.064822,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5529,Phrikkhua Kapihom Robinson Lifestyle Ratchaphruek,90
Phrikkhua Kapihom The Market Village Rangsit,4.346812,11.338979,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5527,Phrikkhua Kapihom The Market Village Rangsit,90
Phrikkhua Kapihom The Nine Tiwanon,1.4963875,10.584077,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5526,Phrikkhua Kapihom The Nine Tiwanon,90
Phrompoon,-0.99973714,14.3530035,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,4743,Phrompoon,90
Piano Bar at VIE Hotel,-1.997014,10.768367,3,Good Location,1,100.0,Good Location,4370,Piano Bar at VIE Hotel,90
Picante At Centara Korat (Nakhon Ratchasima),2.426641,14.220955,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5455,Picante At Centara Korat (Nakhon Ratchasima),90
Pilot Brewery,3.7770605,10.041815,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6075,Pilot Brewery,90
Pimkaew,3.49514,11.014077,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4475,Pimkaew,90
Ping Buffet,7.1686997,7.909539,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6160,Ping Buffet,90
Ping Yang Krub Pom,2.2246866,9.943692,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5918,Ping Yang Krub Pom,90
Pink Typhoon Creative Pasta & Steak Ari,5.4988465,7.907076,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5691,Pink Typhoon Creative Pasta & Steak Ari,90
Pinnic at Cape Dara Resort (Pattaya),-2.9444122,6.6478915,1,Restaurant with Good View,1,100.0,Restaurant with Good View,6478,Pinnic at Cape Dara Resort (Pattaya),90
Pizza Maru Korean Pizza & Chicken Central World,4.029717,7.2387805,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,5626,Pizza Maru Korean Pizza & Chicken Central World,90
Pizza Maru Korean Pizza & Chicken Future Park Rangsit,3.792744,7.5421906,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5627,Pizza Maru Korean Pizza & Chicken Future Park Rangsit,90
Plamong at Holiday Inn (Hua Hin),-1.9541217,2.194397,1,Restaurant with Good View,1,100.0,Restaurant with Good View,3587,Plamong at Holiday Inn (Hua Hin),90
Plearn - Rooftop Restaurant & Bar (Phuket),-0.58042806,5.769963,3,Good Location,1,100.0,Good Location,6227,Plearn - Rooftop Restaurant & Bar (Phuket),90
Ploen Restaurant,3.3935997,12.189333,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,2433,Ploen Restaurant,90
Plooklaewprung,4.585596,13.652324,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6855,Plooklaewprung,90
PlukRak Pretty Healthy,3.113962,11.836073,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6062,PlukRak Pretty Healthy,90
Pool Bar by Maitria Mode Sukhumvit 15,-2.197414,9.167623,3,Good Location,1,100.0,Good Location,2652,Pool Bar by Maitria Mode Sukhumvit 15,90
Porkitchen,7.1551547,12.030147,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4976,Porkitchen,90
Porsh Dining (Si Racha),0.45158678,13.622682,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5573,Porsh Dining (Si Racha),90
Praca at The Standard Hua Hin,-2.1362598,2.7197118,1,Restaurant with Good View,1,100.0,Restaurant with Good View,5072,Praca at The Standard Hua Hin,90
Prakai Fire Suki & Craft,4.517446,13.300467,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4907,Prakai Fire Suki & Craft,90
Preda CookHouse - by บ้านสวนปรีดา (Nakhon Pathom),6.078231,13.753947,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6761,Preda CookHouse - by บ้านสวนปรีดา (Nakhon Pathom),90
Prego Amari Pattaya (Pattaya),-4.389286,6.9084396,1,Restaurant with Good View,1,100.0,Restaurant with Good View,4093,Prego Amari Pattaya (Pattaya),90
Prego Kata (Phuket),0.21770044,4.993998,1,Restaurant with Good View,1,100.0,Restaurant with Good View,5951,Prego Kata (Phuket),90
Prodpraan Eatery (Hua Hin),-2.708156,2.3533092,1,Restaurant with Good View,1,100.0,Restaurant with Good View,6906,Prodpraan Eatery (Hua Hin),90
Pulsii Woodfire & Bar,-2.3324685,11.764009,3,Good Location,1,100.0,Good Location,5366,Pulsii Woodfire & Bar,90
Putahracsa Staycation (Hua Hin),-2.354153,3.0260317,1,Restaurant with Good View,1,100.0,Restaurant with Good View,5699,Putahracsa Staycation (Hua Hin),90
RIVA At Ocean Marina Resort Jomtien (Pattaya),-2.5369458,6.2925954,1,Restaurant with Good View,1,100.0,Restaurant with Good View,6024,RIVA At Ocean Marina Resort Jomtien (Pattaya),90
Ra Biang Na,6.6638603,14.133111,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6398,Ra Biang Na,90
