name,hybrid_cluster,cluster_label,avg_revenue_per_booking,avg_guests,active_days,log_bookings
Huajai Siam Square One,0,Everyday Casual Dining,76.26666666666667,2.6666666666666665,2,1.3862943611198906
Hub Namthong at Benjarong Hotel Bangkok,0,Everyday Casual Dining,83.88,1.0,1,0.6931471805599453
Hump zaabb,0,Everyday Casual Dining,164.4,2.5,2,1.0986122886681098
Hunger Bear (Nakhon Sawan),0,Everyday Casual Dining,166.8,4.0,1,0.6931471805599453
Hungry Brown Eat and Coffee Roasters,0,Everyday Casual Dining,106.8,3.0,1,0.6931471805599453
Huolong Chinese Mala HotPot & Grill,0,Everyday Casual Dining,162.96,2.0,1,0.6931471805599453
Hyde & Seek Athenee Tower,0,Everyday Casual Dining,398.0,6.0,1,0.6931471805599453
Hyde & Seek One Bangkok,0,Everyday Casual Dining,279.0,5.0,1,0.6931471805599453
Hyde & Seek Silom Edge,1,Experience-Oriented Dining,428.32222222222225,4.666666666666667,6,2.302585092994046
IDYLL Bistro Rama 3,0,Everyday Casual Dining,70.8,2.0,1,0.6931471805599453
IMPACT Lakefront,0,Everyday Casual Dining,150.0,2.0,1,0.6931471805599453
ISEA Sky & The Jetty At Veranda Resort Na Jomtien (Pattaya),0,Everyday Casual Dining,442.8,3.0,1,0.6931471805599453
IX Steak House,0,Everyday Casual Dining,222.0,4.0,1,0.6931471805599453
Ichi-Meshi Rangsit,0,Everyday Casual Dining,290.16,2.0,1,0.6931471805599453
Ichi-Meshi Salaya,0,Everyday Casual Dining,260.4,2.5,4,1.6094379124341003
Im Pla Phao Prannok,0,Everyday Casual Dining,82.8,2.0,1,0.6931471805599453
Im-Erb Rama2,0,Everyday Casual Dining,130.96800000000002,4.4,2,1.791759469228055
Indigo Bar at Bay Beach Resort Jomtien (Pattaya),0,Everyday Casual Dining,114.0,2.0,1,0.6931471805599453
Indigo Rooftop Bar (Pattaya),0,Everyday Casual Dining,120.0,2.0,3,1.6094379124341003
Indus Bangkok Indian Restaurant Michelin Guide,0,Everyday Casual Dining,258.75,2.5,2,1.0986122886681098
Iron Pan Suanplern Market,0,Everyday Casual Dining,70.8,2.0,1,0.6931471805599453
Isea Beach Bar at Veranda Resort & Villas (Hua Hin),0,Everyday Casual Dining,238.8,2.0,1,0.6931471805599453
Itaewon class (Khaoyai),0,Everyday Casual Dining,198.0,2.0,1,0.6931471805599453
Izakaya Naihua,0,Everyday Casual Dining,191.34,3.5,2,1.0986122886681098
Izumidai The Alley Ram Inthra,0,Everyday Casual Dining,159.0,2.0,2,1.0986122886681098
JAO Ping River Cruise at Anantara Chiang Mai Resort,0,Everyday Casual Dining,301.92,2.0,1,0.6931471805599453
JC Stars Cafe ,0,Everyday Casual Dining,58.8,2.0,1,0.6931471805599453
JHOL Coastal Indian Cuisine ,0,Everyday Casual Dining,372.0,2.0,3,1.3862943611198906
JP French,0,Everyday Casual Dining,214.8,2.0,1,0.6931471805599453
JUBANG Premium Aged BBQ Bangna,0,Everyday Casual Dining,202.8,2.0,1,0.6931471805599453
JUMBO Seafood Iconsiam,1,Experience-Oriented Dining,892.15625,7.0625,10,2.833213344056216
JUMBO Seafood Siam Paragon,1,Experience-Oriented Dining,1016.3142857142857,8.0,6,2.0794415416798357
JW Café at JW Marriott Hotel Bangkok,1,Experience-Oriented Dining,433.9981308411215,3.897196261682243,23,4.68213122712422
Jaan Joor (Chiang Mai),0,Everyday Casual Dining,82.8,2.0,1,0.6931471805599453
Jacob Barn,0,Everyday Casual Dining,382.8,6.0,1,0.6931471805599453
Jade Garden Pinklao,0,Everyday Casual Dining,312.8666666666667,4.666666666666667,3,1.3862943611198906
Jae Keang Banthat Thong,0,Everyday Casual Dining,82.8,3.0,2,1.0986122886681098
Jaekoy Isaan Seafood Kingpetch Phetchaburi 10,0,Everyday Casual Dining,140.4,3.0,1,0.6931471805599453
Jakkrawad Chill Restrobar ,0,Everyday Casual Dining,223.8,4.75,2,1.6094379124341003
Jao By KRUA JIANG MAI ,0,Everyday Casual Dining,114.0,3.0,1,0.6931471805599453
Jao Samut Seafood Buffet (Pattaya) ,0,Everyday Casual Dining,369.36,4.0,1,0.6931471805599453
Jarn Nee Plaum Pasta & Bistro ,0,Everyday Casual Dining,94.8,2.0,1,0.6931471805599453
Jass Bar & Bistro at Jasmine City Hotel (Asoke) ,0,Everyday Casual Dining,117.27,2.75,4,1.6094379124341003
Jass Bar & Bistro at Jasmine Grande Residence (Rama IV),0,Everyday Casual Dining,83.88,1.0,1,1.6094379124341003
Jass Bar & Bistro at Jasmine Resort Hotel,0,Everyday Casual Dining,150.98399999999998,1.8,5,1.791759469228055
Je Khai Seafood,0,Everyday Casual Dining,298.8,3.0,1,0.6931471805599453
Jenn's - PARC Bangna,0,Everyday Casual Dining,102.0,2.0,1,0.6931471805599453
Jharokha by Indus,0,Everyday Casual Dining,264.0,2.0,1,0.6931471805599453
Jibcharoen Bar & Bistro 酒狂,1,Experience-Oriented Dining,50.03142857142858,1.0714285714285714,13,2.70805020110221
"Jim Thompson, A Thai Restaurant",1,Experience-Oriented Dining,372.22857142857146,3.3333333333333335,12,3.091042453358316
Jimmy BBQ & Grill Grand Palazzo Hotel (Pattaya),0,Everyday Casual Dining,359.64,4.0,1,0.6931471805599453
Jim​ Sa​ Jui​ Station (Ayutthaya),0,Everyday Casual Dining,74.4,2.5,2,1.0986122886681098
Jindarin Cafe (Nakhon Ratchasima),0,Everyday Casual Dining,78.0,2.0,1,0.6931471805599453
Jinshin Omakase,0,Everyday Casual Dining,750.0,1.0,1,0.6931471805599453
Jobteeyum Ladprao,0,Everyday Casual Dining,90.0,2.0,1,0.6931471805599453
Jojo Soba,0,Everyday Casual Dining,66.0,2.0,1,0.6931471805599453
Jok Jab Sen Banthat Thong ,0,Everyday Casual Dining,57.6,2.5,2,1.0986122886681098
Journey Café - A Chatrium Collection (Khao Yai),0,Everyday Casual Dining,56.5,2.0,1,0.6931471805599453
JuadJaad Ratchaphruek,0,Everyday Casual Dining,119.76,2.0,1,0.6931471805599453
Jumbo Lobster Riverside Bangkok,0,Everyday Casual Dining,910.1999999999999,6.0,2,1.0986122886681098
Junichi Japanese Restaurant ,0,Everyday Casual Dining,47.76,2.0,1,1.0986122886681098
KAWA Izakaya On Nut,0,Everyday Casual Dining,131.88,2.0,1,0.6931471805599453
KBBQ Lad Phrao,1,Experience-Oriented Dining,115.4888888888889,3.2222222222222223,7,2.302585092994046
KBBQ Nawamin,0,Everyday Casual Dining,71.06666666666666,2.0,2,1.3862943611198906
KBBQ Rangsit,0,Everyday Casual Dining,87.8,2.0,2,1.0986122886681098
KBBQ Sukhumvit ,1,Experience-Oriented Dining,131.65454545454546,3.090909090909091,8,2.4849066497880004
KBBQ The Street Ratchada,1,Experience-Oriented Dining,175.04736842105262,4.315789473684211,13,2.995732273553991
KHAAN Bangkok,0,Everyday Casual Dining,1087.68,2.0,1,0.6931471805599453
KHAO PIYO Bangkok - Indian Multi Cuisines ,0,Everyday Casual Dining,475.2,4.0,1,0.6931471805599453
KIN Steak,0,Everyday Casual Dining,70.8,5.0,1,0.6931471805599453
KO-YA Yakiniku,0,Everyday Casual Dining,204.0,2.0,1,0.6931471805599453
KORATA Siam Square ,0,Everyday Casual Dining,287.0,5.0,2,1.0986122886681098
KROK-A-CAFÉ ESPRESSO BAR ครก อะ คาเฟ เอสเปรสโซ บาร์ @ MASON,0,Everyday Casual Dining,382.6,2.0,1,0.6931471805599453
Kaenkrung,0,Everyday Casual Dining,717.6,6.0,1,0.6931471805599453
Kagonoya Central Rama 3,0,Everyday Casual Dining,342.32,4.4,3,1.791759469228055
Kagonoya Central Rama 9,0,Everyday Casual Dining,233.1,3.0,3,1.3862943611198906
Kagonoya Central World,1,Experience-Oriented Dining,222.0,2.857142857142857,5,2.0794415416798357
Kagonoya Mega Bangna,0,Everyday Casual Dining,181.30000000000004,2.3333333333333335,4,1.9459101490553132
Kagonoya Mercury Ville ,0,Everyday Casual Dining,233.10000000000002,3.0,2,1.0986122886681098
Kagonoya Siam Discovery,0,Everyday Casual Dining,194.25,2.5,2,1.0986122886681098
Kai Yang Samanong Phattanakan 53,0,Everyday Casual Dining,118.8,3.0,1,0.6931471805599453
Kaikatok Wutthakat,0,Everyday Casual Dining,106.8,3.0,1,0.6931471805599453
Kalanan Riverside Resort Staycation,0,Everyday Casual Dining,500.0,2.0,3,1.3862943611198906
Kam's Roast Central World,1,Experience-Oriented Dining,188.875,3.375,5,2.1972245773362196
Kam's Roast ICONSIAM,1,Experience-Oriented Dining,136.42857142857142,2.7142857142857144,5,2.0794415416798357
Kam's Roast Mega Bangna,0,Everyday Casual Dining,212.0,4.25,4,1.6094379124341003
Kang Ban Phe (Rayong),0,Everyday Casual Dining,58.8,2.0,1,0.6931471805599453
Kanomjeenyoksod,0,Everyday Casual Dining,204.0,6.0,1,0.6931471805599453
Kanpai Omakase,0,Everyday Casual Dining,445.74,2.1666666666666665,5,1.9459101490553132
Kapi (Surat Thani),0,Everyday Casual Dining,204.0,8.0,1,0.6931471805599453
Kappou Nihon Ratchapruek,0,Everyday Casual Dining,150.0,2.0,1,0.6931471805599453
Karawa Omakase,0,Everyday Casual Dining,1005.0,2.25,3,1.6094379124341003
Karayama Cosmo Bazaar ,0,Everyday Casual Dining,54.6,2.0,1,0.6931471805599453
Karayama Future Park Rangsit,0,Everyday Casual Dining,54.6,2.0,1,0.6931471805599453
Karayama Samyan Mitrtown,0,Everyday Casual Dining,27.24,1.0,2,1.0986122886681098
Karayama Siam Square One,0,Everyday Casual Dining,62.160000000000004,2.2857142857142856,5,2.0794415416798357
Karayama Terminal 21 Rama 3,0,Everyday Casual Dining,40.92,1.5,2,1.0986122886681098
Kato Omakase ,0,Everyday Casual Dining,693.6,2.0,1,0.6931471805599453
Katsuya Central Rama 2,0,Everyday Casual Dining,224.5,5.0,1,0.6931471805599453
Katsuya Central Westgate,0,Everyday Casual Dining,105.15,3.25,4,1.6094379124341003
Katsuya CentralWorld,0,Everyday Casual Dining,85.47999999999999,2.6,5,1.791759469228055
Katsuya Cosmo Bazaar ,0,Everyday Casual Dining,75.0,2.0,1,0.6931471805599453
Katsuya Fashion Island,0,Everyday Casual Dining,75.0,3.0,1,0.6931471805599453
Katsuya Fortune Town,0,Everyday Casual Dining,58.5,2.0,4,1.6094379124341003
Katsuya Future Park Rangsit,0,Everyday Casual Dining,75.0,3.0,1,0.6931471805599453
Katsuya Gateway Ekamai,0,Everyday Casual Dining,53.0,2.0,1,0.6931471805599453
Katsuya Imperial World Samrong,0,Everyday Casual Dining,53.0,2.0,1,0.6931471805599453
Katsuya Mega Bangna,0,Everyday Casual Dining,53.0,2.0,1,1.0986122886681098
Katsuya Siam Square One,0,Everyday Casual Dining,89.8,2.0,1,0.6931471805599453
Katsuya Union Mall,0,Everyday Casual Dining,72.60000000000001,2.3333333333333335,3,1.3862943611198906
Kem-Kon (Pahurat),0,Everyday Casual Dining,102.0,3.0,1,0.6931471805599453
Kenny’s BKK Sukhumvit 31,0,Everyday Casual Dining,172.8,2.5,2,1.0986122886681098
Kensington English Garden Resort Staycation (Khao Yai),0,Everyday Casual Dining,1020.0,2.0,1,0.6931471805599453
Khanom Jeen Phuket Baan A-Ma,0,Everyday Casual Dining,58.8,2.0,1,0.6931471805599453
Khao Ekkamai ,0,Everyday Casual Dining,318.75,3.0,4,1.6094379124341003
Khao Jaan-Prod CentralWorld,0,Everyday Casual Dining,270.0,4.0,1,0.6931471805599453
Khao Wireless Road,0,Everyday Casual Dining,258.8,3.3333333333333335,3,1.3862943611198906
Khao Yai Art Tree,0,Everyday Casual Dining,214.8,5.0,1,0.6931471805599453
Khaodongmoodaeng Siriraj Wang Lang ,0,Everyday Casual Dining,125.88,3.0,2,1.0986122886681098
Khrua Baan Suan,0,Everyday Casual Dining,382.8,6.0,2,1.0986122886681098
Khun Rose Cuisine (Pattaya),0,Everyday Casual Dining,136.8,2.5,2,1.0986122886681098
Khun Toom Kitchen Saimai Avenue,0,Everyday Casual Dining,197.28,5.2,5,1.791759469228055
Kiew Kai Ka Nak Niwat (Bangkok),0,Everyday Casual Dining,203.88,3.5,1,1.0986122886681098
Kin A Rai Dee Cafe and Restaurant,0,Everyday Casual Dining,316.8,4.0,1,0.6931471805599453
Kin Chan Si Grilled FISH & ISAAN Thai Food,0,Everyday Casual Dining,105.75,2.5,4,1.6094379124341003
Kindee Bistro (Phuket),0,Everyday Casual Dining,79.0,3.0,1,0.6931471805599453
King Seafood (Pattaya),1,Experience-Oriented Dining,148.83333333333334,2.8333333333333335,6,1.9459101490553132
Kingston Lounge at Aira Hotel Bangkok,1,Experience-Oriented Dining,311.7,3.1666666666666665,6,1.9459101490553132
Kinnaree Restaurant Sukhumvit 8,0,Everyday Casual Dining,346.2,3.0,4,1.6094379124341003
Kinsaru ,0,Everyday Casual Dining,106.8,3.0,2,1.0986122886681098
Kisekhi Craft and Fusion Buffet,1,Experience-Oriented Dining,241.5024,3.493333333333333,23,4.330733340286331
Kisso at The Westin Grande Sukhumvit,1,Experience-Oriented Dining,485.9777777777778,2.888888888888889,9,2.302585092994046
Kissuisen At Bangkok Marriott Hotel The Surawongse,0,Everyday Casual Dining,149.0,2.0,1,0.6931471805599453
Kitchen Yu Pin,0,Everyday Casual Dining,246.80000000000004,4.666666666666667,2,1.3862943611198906
Kizuna Shabu & Hand Roll,0,Everyday Casual Dining,247.8,5.0,1,0.6931471805599453
Knock Knock Cafe & Bar,0,Everyday Casual Dining,102.0,2.0,1,0.6931471805599453
Koko Japanese Omakase ,1,Experience-Oriented Dining,556.4433333333333,3.2222222222222223,15,3.6109179126442243
Kokoro Omakase & Hand Roll Bar - Central Eastville,0,Everyday Casual Dining,738.0,2.0,1,0.6931471805599453
KongJu Grill & Shabu Lotus's Rangsit Klong 4,0,Everyday Casual Dining,66.24,2.0,1,0.6931471805599453
Kongju Restaurant at Pathumwan Princess Hotel,1,Experience-Oriented Dining,352.0,3.1666666666666665,5,1.9459101490553132
Konlamoh,0,Everyday Casual Dining,176.4,3.0,1,0.6931471805599453
Koong Tung Seafood At Banthat Thong Road,0,Everyday Casual Dining,114.0,2.0,1,0.6931471805599453
Koong Tung Seafood At Ram Intra Expressway Market ,0,Everyday Casual Dining,114.0,2.0,1,0.6931471805599453
Koong Tung Seafood At Srinakarin Train Market (Entrance Zone),0,Everyday Casual Dining,114.0,2.0,1,0.6931471805599453
Koong Tung Seafood At Srinakarin Train Market (Main Square),0,Everyday Casual Dining,114.0,2.0,1,0.6931471805599453
Korat BaanAng Khaoyai,0,Everyday Casual Dining,94.8,2.0,1,0.6931471805599453
Korea House Gold - The Fourth ,1,Experience-Oriented Dining,278.04923076923075,2.8461538461538463,6,2.6390573296152584
Kraft Cafe At Mowa Bangkok,0,Everyday Casual Dining,132.0,2.0,1,0.6931471805599453
Krua Ban Pa Boon 3 (Sriracha),0,Everyday Casual Dining,367.0,10.0,1,0.6931471805599453
Krua Ban Pa Boon 5 (Pattaya),0,Everyday Casual Dining,126.5,2.5,2,1.0986122886681098
Krua Ban Pa Boon 6 (Rayong),0,Everyday Casual Dining,367.0,8.0,1,0.6931471805599453
Krua Ban Pa Boon 7 (Bangsaen),0,Everyday Casual Dining,258.0,5.5,2,1.0986122886681098
Krua Khun Ein Rama 3,0,Everyday Casual Dining,130.8,4.0,2,1.0986122886681098
Krua Khun Ein Ratchada 32,0,Everyday Casual Dining,321.0,8.5,2,1.0986122886681098
Krua Klang Bueng – Yo Yak Khiew Yai Mookrata,0,Everyday Casual Dining,78.0,2.0,1,1.0986122886681098
Krua Kung Waan,0,Everyday Casual Dining,70.8,2.0,1,1.0986122886681098
Krua Muang Ve Lao Yuan at Robinson Lifestyle Srisamarn,0,Everyday Casual Dining,129.20000000000002,3.0,3,1.3862943611198906
Krua Nai Noi Seafood,0,Everyday Casual Dining,139.8,2.0,1,0.6931471805599453
Krua Pa Ya,0,Everyday Casual Dining,114.0,2.0,1,0.6931471805599453
Krua Rim Wang (Samut Sakhon),0,Everyday Casual Dining,126.0,2.0,1,0.6931471805599453
Krua Suan View Pla Mae Num,0,Everyday Casual Dining,396.0,8.0,1,0.6931471805599453
Krua Talad Yai by Courtyard Marriott (Phuket),0,Everyday Casual Dining,125.0,2.0,2,1.0986122886681098
Kruajiangmai Thonglor,0,Everyday Casual Dining,146.4,3.5,2,1.0986122886681098
Kuang Seafood Ratchada,1,Experience-Oriented Dining,532.312,4.333333333333333,12,3.4339872044851463
Kuma no Yakitori ,0,Everyday Casual Dining,593.16,2.0,1,0.6931471805599453
Kumpoy ,0,Everyday Casual Dining,88.9,2.0,1,0.6931471805599453
Kunlin Restaurant (Ranong),0,Everyday Casual Dining,98.4,2.0,1,0.6931471805599453
Kunshine Hotpot Asok,1,Experience-Oriented Dining,214.68,2.375,6,2.1972245773362196
Kunshine Hotpot Huai Khwang,0,Everyday Casual Dining,166.32,2.0,1,0.6931471805599453
Kunshine Hotpot Yaowarat,0,Everyday Casual Dining,194.04,2.3333333333333335,3,1.3862943611198906
Kushiro Omakase and Japanese Dining,0,Everyday Casual Dining,959.616,3.2,4,1.791759469228055
Kwann at Nysa Hotel Bangkok,1,Experience-Oriented Dining,393.3333333333333,2.4444444444444446,8,2.302585092994046
Kyo Roll En - Cafe & Meal Avenue Ratchayothin,0,Everyday Casual Dining,79.2,2.0,1,0.6931471805599453
Kyo Roll En - Cafe & Meal Central Eastville,0,Everyday Casual Dining,43.2,1.0,1,0.6931471805599453
Kyo Roll En - Cafe & Meal Central Rama 9,0,Everyday Casual Dining,61.2,1.5,3,1.6094379124341003
Kyo Roll En - Cafe & Meal Gateway Ekamai ,0,Everyday Casual Dining,79.2,2.0,1,0.6931471805599453
Kyo Roll En - Cafe & Meal Mega Bangna,0,Everyday Casual Dining,79.2,2.0,1,0.6931471805599453
Kyoto Uji Saryo Iconsiam,0,Everyday Casual Dining,106.0,2.0,1,0.6931471805599453
Kyushu Yatai Kyutarou ,0,Everyday Casual Dining,107.88,2.0,1,0.6931471805599453
L'Escargot Bistro,0,Everyday Casual Dining,301.2,2.0,2,1.0986122886681098
L'Escargot at MONOPOLE,0,Everyday Casual Dining,394.8,2.0,2,1.0986122886681098
LA JimJum Lat Phrao 101 Yeak 38,0,Everyday Casual Dining,57.6,2.0,1,0.6931471805599453
LEE Cafe' Central Silom Tower,0,Everyday Casual Dining,118.8,3.0,1,0.6931471805599453
LEE Cafe' Phloenchit Center,0,Everyday Casual Dining,166.8,4.0,1,0.6931471805599453
LEE Cafe' Q House Lumpini,0,Everyday Casual Dining,82.8,2.0,1,0.6931471805599453
LIBI HOME,0,Everyday Casual Dining,258.0,4.0,1,0.6931471805599453
LUNA 48 Rooftop Bar at Ramada Bangkok Sukhumvit 48,0,Everyday Casual Dining,223.125,4.0,4,1.6094379124341003
La Bisque at Le Bali Resort & Spa (Pattaya),0,Everyday Casual Dining,152.4,3.0,1,0.6931471805599453
La Cucina Andaz Pattaya Jomtien Beach (Pattaya),0,Everyday Casual Dining,159.0,2.0,1,0.6931471805599453
La Petite Salil Sukhumvit Soi 8 Staycation,0,Everyday Casual Dining,239.88,3.0,1,0.6931471805599453
La Petite Salil Sukhumvit Thonglor 1 Staycation,0,Everyday Casual Dining,300.0,2.0,1,0.6931471805599453
La Tavola Renaissance Bangkok,1,Experience-Oriented Dining,192.52,2.3,4,2.3978952727983707
Laanna Kitchen Restaurant at Meliá Hotel (Chiang Mai),0,Everyday Casual Dining,119.88,1.0,1,1.0986122886681098
Lab Ped Rama 4,0,Everyday Casual Dining,129.12,2.0,1,0.6931471805599453
Laciana By The Sea,0,Everyday Casual Dining,317.7,4.0,4,1.6094379124341003
Lacol Khaoyai - A Chatrium Collection (Khao Yai),0,Everyday Casual Dining,359.0,2.0,1,0.6931471805599453
Lacol Khaoyai - A Chatrium Collection Staycation (Khao Yai),0,Everyday Casual Dining,824.8499999999999,3.0,4,1.6094379124341003
Lady Butcher,0,Everyday Casual Dining,202.8,2.0,1,0.6931471805599453
Lahnyai ,0,Everyday Casual Dining,1198.0,2.0,1,0.6931471805599453
Lakorn at Rosewood Bangkok,0,Everyday Casual Dining,212.80000000000004,2.3333333333333335,3,1.3862943611198906
Lamaya (Khao Yai),0,Everyday Casual Dining,248.4,2.0,2,1.0986122886681098
Lamaya Bangkok,1,Experience-Oriented Dining,340.86315789473684,2.789473684210526,10,2.995732273553991
Lannua Zaab In The Garden,0,Everyday Casual Dining,105.6,2.0,1,0.6931471805599453
Laohu Shabu Buffet,0,Everyday Casual Dining,128.88,4.0,1,0.6931471805599453
Lay and Lu ,0,Everyday Casual Dining,94.8,3.0,1,0.6931471805599453
Le Mecier Bangkok,0,Everyday Casual Dining,357.45,3.0,2,1.0986122886681098
"Le Petit Chef at Sheraton Grande Sukhumvit, a Luxury Collection Hotel , Bangkok",0,Everyday Casual Dining,994.525,3.75,4,1.6094379124341003
Le Salon Café Bangkok,0,Everyday Casual Dining,143.88,1.0,1,0.6931471805599453
Le' Bali Resort And Spa Staycation (Pattaya),0,Everyday Casual Dining,273.6,2.0,1,0.6931471805599453
Learksen Lennam,0,Everyday Casual Dining,126.0,3.0,1,0.6931471805599453
Lee Kitchen at Lee Place Hotel,0,Everyday Casual Dining,639.6,10.0,1,0.6931471805599453
Leela Cheva Restaurant (Pattaya),0,Everyday Casual Dining,90.0,3.0,1,0.6931471805599453
Legend Roof Bar ,0,Everyday Casual Dining,102.0,2.0,1,0.6931471805599453
Lennon's at Rosewood Bangkok,0,Everyday Casual Dining,429.84,2.4,5,1.791759469228055
Lhong Khao 廊 饭 (Phuket),0,Everyday Casual Dining,118.8,2.0,1,0.6931471805599453
Lhong Lhao Yingcharoen Square,0,Everyday Casual Dining,42.0,2.0,1,0.6931471805599453
Lhong Ma Lhao,0,Everyday Casual Dining,62.4,2.0,1,0.6931471805599453
Lhor Liang Farm,0,Everyday Casual Dining,94.8,3.0,1,0.6931471805599453
"Lido Restaurant at The Standard, Hua Hin (Hua Hin) ",0,Everyday Casual Dining,214.8,2.0,2,1.0986122886681098
Lilit Café & Eatery,0,Everyday Casual Dining,119.88,2.0,2,1.0986122886681098
Lily Fu's Asian Bistro,0,Everyday Casual Dining,131.76,2.0,1,0.6931471805599453
Lim Kwong Meng Restaurant,0,Everyday Casual Dining,703.8,4.5,2,1.0986122886681098
Lim Tom Luead Moo (Pattaya),0,Everyday Casual Dining,104.4,2.0,1,0.6931471805599453
Lim Tom Luead Moo Sriracha (Chonburi),0,Everyday Casual Dining,104.4,2.0,1,0.6931471805599453
Lion's Tale (Trang),0,Everyday Casual Dining,180.0,3.5,2,1.0986122886681098
Liu Liu Hotpot 六六火锅 Rangsit Khlong 3,0,Everyday Casual Dining,81.12,2.0,1,0.6931471805599453
Living Room at Park Hyatt Bangkok,0,Everyday Casual Dining,361.56,2.0,1,0.6931471805599453
Living Table Bangkok,0,Everyday Casual Dining,94.8,2.0,1,0.6931471805599453
LoLo Bar Grill,0,Everyday Casual Dining,149.1,2.0,3,1.6094379124341003
Long Pasta,0,Everyday Casual Dining,150.95999999999998,2.6,5,1.791759469228055
Longpao Dimsum Hong Kong Hua Mak,0,Everyday Casual Dining,86.4,2.0,1,0.6931471805599453
Longpao Dimsum Hong Kong Market Place Theprak,0,Everyday Casual Dining,86.4,3.0,1,0.6931471805599453
Longpao Dimsum Hong Kong Panya Indra,0,Everyday Casual Dining,86.4,2.0,1,0.6931471805599453
Longtail Restaurant by Anantara Riverside bangkok,0,Everyday Casual Dining,344.70000000000005,3.0,2,1.0986122886681098
Loong Foong at Jubilee Prestige Hotel Ratchadapisek,1,Experience-Oriented Dining,424.93,3.5833333333333335,7,2.5649493574615367
Loong Mala,0,Everyday Casual Dining,258.0,2.0,2,1.0986122886681098
Louk In Louk Jaan,0,Everyday Casual Dining,295.0,5.0,1,0.6931471805599453
Loulou.bkk,0,Everyday Casual Dining,149.0,2.0,3,1.3862943611198906
Luminous at Lumen Bangkok Udomsuk Station,0,Everyday Casual Dining,94.8,2.0,1,0.6931471805599453
Luna Lanai Restaurant at Sheraton (Hua Hin),0,Everyday Casual Dining,109.0,2.0,1,0.6931471805599453
Lyon French Cuisine,0,Everyday Casual Dining,283.2,2.0,2,1.0986122886681098
M Café M Hotel (Pattaya),0,Everyday Casual Dining,403.2,4.5,2,1.0986122886681098
M Wine Lounge Mercure Bangkok Makkasan,0,Everyday Casual Dining,215.76,2.0,1,0.6931471805599453
MAKI Brunch Izakaya,0,Everyday Casual Dining,202.8,3.0,1,0.6931471805599453
MJ Hotpot ,0,Everyday Casual Dining,426.0,4.0,1,0.6931471805599453
Ma La Kor Fashion Island,0,Everyday Casual Dining,101.88,3.5,2,1.0986122886681098
Ma La Kor Robinson Lat Krabang,1,Experience-Oriented Dining,66.94666666666666,2.4444444444444446,8,2.302585092994046
Ma La Kor Seacon Square Srinagarindra,0,Everyday Casual Dining,101.88,4.0,1,0.6931471805599453
Ma La Kor The Mall Bang Kapi,0,Everyday Casual Dining,52.08,2.0,2,1.0986122886681098
Ma Maison Bangkok,0,Everyday Casual Dining,192.24,2.8,4,1.791759469228055
Maan Muang,0,Everyday Casual Dining,115.0,4.0,1,0.6931471805599453
Macaria Bangkok ,0,Everyday Casual Dining,107.88,1.0,1,0.6931471805599453
Machew's Roast,0,Everyday Casual Dining,62.4,2.0,1,0.6931471805599453
Mad Moa Asok,0,Everyday Casual Dining,158.4,2.0,1,0.6931471805599453
Madame Musur,0,Everyday Casual Dining,78.0,1.0,1,0.6931471805599453
Madison Steak Avenue at Anantara Siam Bangkok Hotel ,0,Everyday Casual Dining,359.06666666666666,2.0,2,1.3862943611198906
Maesriruen The Mall Bangkapi,0,Everyday Casual Dining,79.9,2.0,1,0.6931471805599453
Mahasawat Cafe & Restaurant,0,Everyday Casual Dining,69.6,2.0,1,0.6931471805599453
Mai Restaurant & Bar at Meliá Chiang Mai Hotel (Chiang Mai),0,Everyday Casual Dining,155.88,2.0,2,1.0986122886681098
Maison Mizuki at Sofitel Bangkok Sukhumvit Hotel,0,Everyday Casual Dining,400.0,2.0,1,0.6931471805599453
Maison de Siri Cafe & Eatery,0,Everyday Casual Dining,66.0,2.0,1,0.6931471805599453
Maitria Hotel Rama 9 Bangkok Staycation,0,Everyday Casual Dining,324.0,2.0,1,0.6931471805599453
Maitria Mode Sukhumvit 15 Bangkok Staycation,0,Everyday Casual Dining,268.0,2.0,1,0.6931471805599453
Makin bar & restaurant,0,Everyday Casual Dining,143.88,2.0,1,0.6931471805599453
Mala X,0,Everyday Casual Dining,106.8,3.0,1,0.6931471805599453
Malao Malao at The Chiang Mai Riverside Hotel (Chiang Mai),0,Everyday Casual Dining,238.8,4.0,1,0.6931471805599453
Mama Dolores,0,Everyday Casual Dining,319.8,2.0,2,1.0986122886681098
Mama Yaya,0,Everyday Casual Dining,179.88,3.0,1,0.6931471805599453
Mamamia (Pattaya),0,Everyday Casual Dining,66.0,3.0,1,0.6931471805599453
Man & Machine Cafe,0,Everyday Casual Dining,48.0,2.0,1,0.6931471805599453
Man Chan Korean BBQ Buffet Seacon Square Srinagarindra,0,Everyday Casual Dining,155.76,2.0,1,0.6931471805599453
Man Fu Yuan Kitchen Samyan Mitrtown,0,Everyday Casual Dining,479.76,6.0,1,0.6931471805599453
Man Fu Yuan One Bangkok,1,Experience-Oriented Dining,492.62115384615385,5.8076923076923075,12,3.970291913552122
Man Fu Yuan QSNCC,1,Experience-Oriented Dining,443.67199999999997,5.2,9,3.258096538021482
"Man Ho Bistro, Erawan Bangkok",0,Everyday Casual Dining,202.8,2.0,1,0.6931471805599453
Mana Garden Cafe & Restaurant,1,Experience-Oriented Dining,171.92727272727274,3.1818181818181817,9,2.4849066497880004
