,restaurant name,text,cluster,theme
1133,Paradise Lost Siam@Siam Bangkok,"Paradise Lost Siam@Siam Bangkok A pleasant  inexpensive rooftop with a great atmosphere. The food selection isn't huge  but it's still pretty good. The drinks are good. Paradise Lost Siam@Siam Bangkok Nice views of Bangkok at sunset  as mentioned in other reviews prices do t include tax or service charge so expect bill to be 17% higher
Food and cocktails were good but quite expensive - I recommend the pretzel bites Paradise Lost Siam@Siam Bangkok Beautiful sunset  a unique and attractive spot  near MBK! Paradise Lost Siam@Siam Bangkok Nice experience Paradise Lost Siam@Siam Bangkok 100% top 🔝 ",6,
1134,Pasta AMA Ratchathewi,"Pasta AMA Ratchathewi -Large salmon fillet  nicely sliced  delicious.
-Curry was average  but the fried chicken was crispy on the outside and tender on the inside.
-Large salad  but some of the vegetables were bitter.
-Both pasta dishes were delicious.

***However  I gave it two stars because we were seated right next to the entrance/exit  and staff kept walking in and out without closing the door. It was extremely hot  and the hot wind blew against our backs and the faces of the person I was dining with. We asked the staff to close the door two or three times. Sometimes it was left almost halfway open  and sometimes we had to reach out to close it ourselves  but the staff saw us. I understand if they were carrying things to serve the outside area  but they didn't close the door when walking back empty-handed. We walked around the inside of the restaurant  and it wasn't as hot as where we were sitting; it felt like the air was being sucked in from that spot. It was a terrible experience for my date  especially since it was a special occasion. Very disappointing. Pasta AMA Ratchathewi Amazing food and smoothies Pasta AMA Ratchathewi 10% “service charge” … Pasta AMA Ratchathewi 10% service charge is not disclosed in the menu prices Pasta AMA Ratchathewi Delicious! Both dishes we ordered were very good. If you like spicy and sour Thai flavors  you must try them! ",0,Various Menus & Quality Food
1135,Pasta AMA Sala Daeng,Pasta AMA Sala Daeng  Pasta AMA Sala Daeng Delicious meals!! We’ve gone twice for breakfast and dinner both times food was amazing! Food is also rather fast  portions are great for the price  both times dessert was so yummy  the service is very kind and efficient  really great place definitely recommend!! Pasta AMA Sala Daeng Pretty place  friendly stuff  but the food was not good Pasta AMA Sala Daeng The restaurant has a nice atmosphere  is spacious  and offers a wide variety of food  both savory and sweet. Parking is convenient. Pasta AMA Sala Daeng The food is delicious  the menu is diverse  the restaurant has a spacious and pleasant atmosphere  and there's parking available under the building. ,0,Various Menus & Quality Food
1136,Pasta AMA Siam Center,"Pasta AMA Siam Center Un choix dingues de nourriture Pasta AMA Siam Center If you're looking for a satisfying pasta fix in the heart of Siam  Pasta Ama at Siam Center is a must-visit. Located in the open-air food zone on the 2nd floor  the restaurant offers a relaxed  communal vibe right in the middle of the action.

​Service & Atmosphere
​Even though it's located in an open mall layout rather than a private room  the seating is surprisingly comfortable. What truly stands out here is the service. The staff is incredibly attentive and caring  ensuring a smooth dining experience from start to finish. Plus  the food comes out impressively fast!

​The Food
​The portions here are very generous - you definitely get your money's worth. Every dish we ordered was a hit  but there were two absolute stars:

​Spaghetti Tomato Sauce with Champignon Mushrooms: This was the highlight of the meal. The flavors were perfectly balanced (กลมกล่อม). A quick heads-up: this dish is a little bit spicy  which adds a nice depth to the sauce!

​Superboost Smoothie: This drink is top-tier. You can tell they don't skimp on the ingredients; it tastes rich  fresh  and fully ""boosted"" as the name suggests.

​With great flavors  big portions  and excellent service  I’ll definitely be coming back for more. Pasta AMA Siam Center The prices are comparable to upscale Italian restaurants. I was very thirsty and had a dry throat after eating  unlike at a typical Italian restaurant. I was a little disappointed because the reviews were 4.9. The prices on the menu don't include 7% VAT and 5% service charge. The bill for two people was 1400 baht. Pasta AMA Siam Center The food is delicious! I even got a free birthday cake. Every time I come  I'm always impressed. Pasta AMA Siam Center The food was delicious  and the service was excellent. ",0,Various Menus & Quality Food
1137,Pastel Rooftop Bar & Mediterranean Dining,Pastel Rooftop Bar & Mediterranean Dining Very nice ❤️music and food fantastic Pastel Rooftop Bar & Mediterranean Dining  Pastel Rooftop Bar & Mediterranean Dining الأكل مو احسن شيء بس المكان لطيف بشكل عام اظن الأغلب يجي علشان المنظر للغروب. Pastel Rooftop Bar & Mediterranean Dining  Pastel Rooftop Bar & Mediterranean Dining  ,3,Good Location
1138,Pasto by Patta,"Pasto by Patta  Pasto by Patta Good price  good quality  good service. The food looks exactly like the pictures and tastes great. Pasto by Patta  Pasto by Patta The price  quality  and quantity are all excellent (more than worth the price!). The taste is delicious – so delicious! Every dish was great. If you're passing by  you absolutely have to stop. The chef has amazing cooking skills! It's a truly hidden gem. 👍❤️❤️

Getting there: Honestly  it's easiest to find by searching for the restaurant name in Chaengwattana Soi 10. Searching from other locations will just lead to a lot of driving around.

Landmark: It's located in The Compals Chaengwattana Community Mall. Pasto by Patta It's a small  cozy restaurant with delicious food that looks exactly like the pictures. The kids loved it. ",0,Various Menus & Quality Food
1139,Patong Bay Hill Resort (Phuket),"Patong Bay Hill Resort (Phuket)  Patong Bay Hill Resort (Phuket) There are a ton of mosquitoes in the room  which can be a real pain. Even after using the mosquito control  they keep coming back.

The room with the pool is great.

The breakfast buffet was also great. Patong Bay Hill Resort (Phuket)  Patong Bay Hill Resort (Phuket)  Patong Bay Hill Resort (Phuket) I had a wonderful afternoon at Patong Bay Hill and the experience was truly fantastic. The place offers a magnificent view of Patong and the bay  with a calm and pleasant atmosphere  perfect for relaxing.

I also enjoyed the pool  which is a real bonus. It's very pleasant  well-maintained  and allows you to relax while admiring the scenery. It's ideal for spending a few quiet hours  away from the hustle and bustle of the city  while enjoying a really lovely setting.

The place is perfect for taking beautiful photos  relaxing  and enjoying the moment  especially at the end of the day when the light is superb. You feel good there  the atmosphere is relaxing  and the setting is well-maintained.

A wonderful discovery that I highly recommend if you're in Patong. An excellent spot to relax and enjoy the view 🌴 ",1,Restaurant with Good View
1140,Pebbles Bar and Grill Restaurant at Renaissance Pattaya Resort & Spa (Pattaya),Pebbles Bar and Grill Restaurant at Renaissance Pattaya Resort & Spa (Pattaya) Excellent food  nice peaceful atmosphere with attentive service and fantastic views day or night. Pebbles Bar and Grill Restaurant at Renaissance Pattaya Resort & Spa (Pattaya)  Pebbles Bar and Grill Restaurant at Renaissance Pattaya Resort & Spa (Pattaya)  Pebbles Bar and Grill Restaurant at Renaissance Pattaya Resort & Spa (Pattaya) Pretty good  delicious  fancy  and expensive! 5555 Pebbles Bar and Grill Restaurant at Renaissance Pattaya Resort & Spa (Pattaya) Every dish was of high quality  and the desserts were equally impressive. The service was attentive  and the prices were reasonable. The only downside was that the pork chop had too much fat. ,1,Restaurant with Good View
1141,PengYou Cuisine & Specialty Bar Ekkamai,"PengYou Cuisine & Specialty Bar Ekkamai  PengYou Cuisine & Specialty Bar Ekkamai This dim sum buffet eliminates the need to search for char siu (roasted pork) in Hong Kong anymore!! It's the buffet with the best char siu ever – the pork is tender  fragrant  and incredibly delicious. The shrimp wonton soup is incredibly fragrant and smooth. The pumpkin buns have soft dough and a smooth  creamy filling. The turnip cake is delicious and fragrant. Anyone who hasn't tried it yet must! PengYou Cuisine & Specialty Bar Ekkamai So good Chinese food PengYou Cuisine & Specialty Bar Ekkamai I had the opportunity to dine at PengYou Cuisine & Specialty Bar  and I was impressed from the moment I stepped in until the end of my meal. If you're looking for a Chinese restaurant that elevates the modern experience to a new level  I highly recommend this place.

Food Taste and Dishes Ordered:

• BBQ Platter: This dish was amazing! The char siu pork  crispy pork belly  and duck were all excellent. The meat was tender and fragrant with a delicious grilled aroma. The crispy pork belly was perfectly cooked – the skin was incredibly crunchy  yet the meat remained juicy. It paired perfectly with the variety of sauces available.

• Crispy Shrimp Rice Noodle Rolls with Shrimp Roe: The soft rice noodle wrapper contrasted beautifully with the crispy filling and the crunchy shrimp roe on top. It was a dish with a fun array of textures in every bite.

• Shrimp Toast: Generous portions of shrimp  the bread wasn't oily  and it was generously sprinkled with sesame seeds for a fragrant aroma. It was delicious served hot.

• Other Special Dishes: The plating was exquisite  incorporating truffles and premium ingredients  making the Chinese dishes more interesting and adding complex flavor dimensions.

Atmosphere and Service:

The restaurant's ambiance was luxurious yet maintained a warm and inviting feel. This place is perfect for both family meals and business meetings. The service deserves a full 5 stars; the staff are attentive  constantly refilling water and offering friendly menu recommendations  which greatly enhances the dining experience. PengYou Cuisine & Specialty Bar Ekkamai The food was delicious  every dish was of high standard. The foie gras was excellent  surprisingly paired with the dumplings. The roast duck was also delicious 🥰 My favorite was the crispy shrimp rice noodle rolls. ",0,Various Menus & Quality Food
1142,PengYou Cuisine & Specialty Bar Rama 9,"PengYou Cuisine & Specialty Bar Rama 9  PengYou Cuisine & Specialty Bar Rama 9 So delicious! The crispy noodle dish with gravy is the best! PengYou Cuisine & Specialty Bar Rama 9  PengYou Cuisine & Specialty Bar Rama 9  PengYou Cuisine & Specialty Bar Rama 9 The food was delicious and the atmosphere was beautiful.
I booked a package through the app. The dim sum was delicious and large pieces.
As for the Peking duck  the skin came in a large portion  full of thick pieces. The meat was prepared in one dish.
The appetizers weren't very large. The other dishes tasted good.

The staff and manager were very lovely and gave good menu recommendations.

However  the kitchen takes quite a while to prepare the food. It's a good idea to arrive earlier than prime time so you can also find parking. ",3,Good Location
1143,Penlaos,Penlaos อร่อยมาก ที่สั่งมาอร่อยทุกอย่าง ปริมาณต่อจานกลางๆ  มา 2 คน สั่งมาหลายๆอย่าง กินสบายๆ ได้กินหลากหลายเมนู ขนมหวานก้อมีน้ะ ลองสั่งขนมถ้วยมาลองก้ออร่อย  เสียดายอิ่มแล้ว ไม่งั้นจะสั่งลอดช่องมาลองด้วย น่ากินมาก เห็นสั่งกันทุกโต้ะ Penlaos อาหารอีสานรสชาติกลางๆ พนักงานจัดคิวและบริการดีอาหารออกไวที่จอดรถเยอะ Penlaos  Penlaos  Penlaos Very good ,0,Various Menus & Quality Food
1144,Penthouse Bar + Grill Cocktail Bar at Park Hyatt Bangkok (Level 35),"Penthouse Bar + Grill Cocktail Bar at Park Hyatt Bangkok (Level 35) If you want high-quality BBQ without the hassle of grilling it yourself  Doyaji is a top-tier choice.
• The Meat: Their Dry-Aged Pork is a game changer—incredibly tender  juicy  and flavorful compared to standard BBQ cuts.
• The Perk: Professional staff grill the meat for you  so you can focus on eating and chatting without smelling like smoke.
• The Sides: Great variety of unlimited side dishes (Banchan)  from crispy fried chicken to fresh kimbap.
• Atmosphere: Clean  modern  and perfect for groups. No strict time limits mean a much more relaxed dining experience. Penthouse Bar + Grill Cocktail Bar at Park Hyatt Bangkok (Level 35) Cold platter was horrible. Dont expect Penthouse Bar + Grill Cocktail Bar at Park Hyatt Bangkok (Level 35) One of the best steak grill I had in BKK and other places. Service is excellent accompanied by excellent view. Penthouse Bar + Grill Cocktail Bar at Park Hyatt Bangkok (Level 35)  Penthouse Bar + Grill Cocktail Bar at Park Hyatt Bangkok (Level 35) Unreal. ",3,Good Location
1145,Penthouse Bar + Grill Rooftop at Park Hyatt Bangkok (level 36),"Penthouse Bar + Grill Rooftop at Park Hyatt Bangkok (level 36) If you want high-quality BBQ without the hassle of grilling it yourself  Doyaji is a top-tier choice.
• The Meat: Their Dry-Aged Pork is a game changer—incredibly tender  juicy  and flavorful compared to standard BBQ cuts.
• The Perk: Professional staff grill the meat for you  so you can focus on eating and chatting without smelling like smoke.
• The Sides: Great variety of unlimited side dishes (Banchan)  from crispy fried chicken to fresh kimbap.
• Atmosphere: Clean  modern  and perfect for groups. No strict time limits mean a much more relaxed dining experience. Penthouse Bar + Grill Rooftop at Park Hyatt Bangkok (level 36) Cold platter was horrible. Dont expect Penthouse Bar + Grill Rooftop at Park Hyatt Bangkok (level 36) One of the best steak grill I had in BKK and other places. Service is excellent accompanied by excellent view. Penthouse Bar + Grill Rooftop at Park Hyatt Bangkok (level 36)  Penthouse Bar + Grill Rooftop at Park Hyatt Bangkok (level 36) Unreal. ",3,Good Location
1146,Penthouse Bar + Grill at Park Hyatt Bangkok (level 34),"Penthouse Bar + Grill at Park Hyatt Bangkok (level 34) If you want high-quality BBQ without the hassle of grilling it yourself  Doyaji is a top-tier choice.
• The Meat: Their Dry-Aged Pork is a game changer—incredibly tender  juicy  and flavorful compared to standard BBQ cuts.
• The Perk: Professional staff grill the meat for you  so you can focus on eating and chatting without smelling like smoke.
• The Sides: Great variety of unlimited side dishes (Banchan)  from crispy fried chicken to fresh kimbap.
• Atmosphere: Clean  modern  and perfect for groups. No strict time limits mean a much more relaxed dining experience. Penthouse Bar + Grill at Park Hyatt Bangkok (level 34) Cold platter was horrible. Dont expect Penthouse Bar + Grill at Park Hyatt Bangkok (level 34) One of the best steak grill I had in BKK and other places. Service is excellent accompanied by excellent view. Penthouse Bar + Grill at Park Hyatt Bangkok (level 34)  Penthouse Bar + Grill at Park Hyatt Bangkok (level 34) Unreal. Penthouse Bar + Grill at Park Hyatt Bangkok (level 34) bar_and_grill steak_house bar event_venue restaurant point_of_interest food establishment Steakhouse Penthouse Bar + Grill at Park Hyatt Bangkok (level 34) bar_and_grill steak_house bar event_venue restaurant point_of_interest food establishment Steakhouse Penthouse Bar + Grill at Park Hyatt Bangkok (level 34) bar_and_grill steak_house bar event_venue restaurant point_of_interest food establishment Steakhouse Penthouse Bar + Grill at Park Hyatt Bangkok (level 34) bar_and_grill steak_house bar event_venue restaurant point_of_interest food establishment Steakhouse Penthouse Bar + Grill at Park Hyatt Bangkok (level 34) bar_and_grill steak_house bar event_venue restaurant point_of_interest food establishment Steakhouse",3,Good Location
1147,Peter's Pan Kitchen,"Peter's Pan Kitchen ขอยกให้ Chic burger บางแคเป็นที่ 1 ทั้งด้านอาหารและบรรยากาศ ร้านได้ฟีลอเมริกันมากๆ ติดถนน แต่มีสวนร่มรื่นสไตล์บ้านสวน ที่นั่งสบายๆ มาทั้งโต๊ะใหญ่เหมาะกับครอบครัวและบาร์สำหรับมาคนเดียว มีคราฟต์เบียร์บริการ ด้านอาหาร มีเมนูที่กินทุกครั้งที่ไป คือ Beef Cheeseburger เพิ่มไข่ดาว เพิ่มชีส และซิกเนอเจอร์ของร้านคือเบอร์เกอร์ Pulled pork ไปกี่ครั้งก็รักษามาตรฐานรสชาติเดิมได้ทุกครั้ง ราคาอาจมีขึ้นลงตามวัตถุดิบ แต่อยู่ในเกณฑ์รับได้ ร้านอยู่เส้นโรงเรียนอินเตอร์สิงคโปร์ อยากให้ไปลอง
ไม่ได้กลับมาเกินครึ่งปี ตอนนี้ร้านเปลี่ยนชื่อเป็น Peter's pan Restaurant ย้ายร้านเข้าไปในบ้านเรือนไทยริมน้ำที่คงความสวยงามและหรูหรา ส่วนราคาและอาหารคุณภาพดีเหมือนเคยครับ Peter's Pan Kitchen The pizza was delicious  the beef burger was delicious  the atmosphere was nice and relaxing  and the staff were attentive. Peter's Pan Kitchen Excellent homemade Italian food in a Homely Thai style house by the pond. Friendly service and good ambience. Limited seating available  should reserve. Peter's Pan Kitchen I went for lunch with friends and noticed the menu had changed; several dishes were gone.
I ordered lasagna but got spicy bacon spaghetti instead  even though the server said it was supposed to be spaghetti lasagna.
I ordered truffle pizza and Parma ham pizza  but got a pizza with truffle and a 4-cheese pizza with red sauce instead. The server insisted that the 4-cheese pizza had Parma ham in it  lol.
They probably need to educate their staff a bit more.
And the calamari I ordered was just like deep-fried squid coated in tempura batter  lol.
I'm not sure if they changed chefs  but the quality and taste have deteriorated significantly.
I probably won't be going back again. Peter's Pan Kitchen  ",0,Various Menus & Quality Food
1148,Phahon View - Khao Ngu (Ratchaburi),Phahon View - Khao Ngu (Ratchaburi) The best view! Phahon View - Khao Ngu (Ratchaburi)  Phahon View - Khao Ngu (Ratchaburi) The food was good  but the atmosphere was a bit stuffy. Phahon View - Khao Ngu (Ratchaburi)  Phahon View - Khao Ngu (Ratchaburi) The food was delicious. ,0,Various Menus & Quality Food
1149,Phahon View Watcharapol,"Phahon View Watcharapol Pahol View Restaurant is a Thai restaurant with a unique and distinctive atmosphere  situated next to a lake. The views from the tables are expansive  offering stunning views of the water and sky  perfect for dinner or evenings when you can fully appreciate the sunset. It's a popular spot for taking photos and checking in 📸. Live music is played almost every night  creating a relaxed ambiance for your meal.

The menu offers a diverse selection of Thai  Chinese  Northeastern Thai  and seasonal local dishes  ensuring you'll never get bored. From seafood dishes and curries to spicy salads and various Thai-style spicy dishes  there's something for everyone. The restaurant is also famous for some dishes like its ""crab curry with abundant meat"" or its seafood fried rice  packed with shrimp  crab  and other ingredients – many customers say it's great value for the price.

The overall price range is moderate to slightly high  but the quality and quantity match the price. Convenient parking is available  a plus for those driving their own vehicles. Furthermore  the restaurant is open until late  from afternoon until 2 AM  making it a great option for both meals and after-work gatherings.

Overall  the service is praised for being attentive  polite  and helpful. However  overall review scores vary slightly depending on the taste of the food or certain dishes that customers described as ""just okay "" not particularly outstanding. Therefore  anyone who enjoys a good atmosphere  beautiful views  and a diverse selection of delicious Thai food will definitely get both a great dining experience and the fun of listening to music here. 😊

In summary  Pahol View is suitable for family dinners  gatherings with friends  or special occasions  offering beautiful views  live music  and photo opportunities. It's definitely one of the restaurants you should try at least once. 🍽️🌅🎶 Phahon View Watcharapol Fried chicken and crab fried rice are delicious. The restaurant has a great view and lots of food.
The atmosphere is nice  and the food is great too. Phahon View Watcharapol Once is enough. Phahon View Watcharapol  Phahon View Watcharapol  ",0,Various Menus & Quality Food
1150,Phoenix,Phoenix served fast  well taste. Phoenix 第一次来新加坡，食材相当不错，超乎我想象的味道，非常不错 Phoenix  Phoenix delicious food with affordable price! Phoenix affordable price and cozy ambience ,0,Various Menus & Quality Food
1151,Phrikkhua Kapihom HomePro Future Park Rangsit,"Phrikkhua Kapihom HomePro Future Park Rangsit The food isn't cheap  but what I ordered was delicious. Phrikkhua Kapihom HomePro Future Park Rangsit Good service  delicious food. I recommend the Pad Thai; it's delicious and the portion size is worth the price. Phrikkhua Kapihom HomePro Future Park Rangsit The food is delicious and the taste is just right.
My go-to dishes are Tom Yum Seabass  Fried Chicken  and Nam Prik Bud (spicy chili paste). I order them every time I come. Phrikkhua Kapihom HomePro Future Park Rangsit The prices are neither cheap nor expensive  just mid-range. There's a wide variety of food to choose from  the taste is good  and the ingredients are decent. Overall  the taste is okay. Phrikkhua Kapihom HomePro Future Park Rangsit  ",0,Various Menus & Quality Food
1152,Phrikkhua Kapihom Robinson Lifestyle Ratchaphruek,"Phrikkhua Kapihom Robinson Lifestyle Ratchaphruek The food isn't cheap  but what I ordered was delicious. Phrikkhua Kapihom Robinson Lifestyle Ratchaphruek Good service  delicious food. I recommend the Pad Thai; it's delicious and the portion size is worth the price. Phrikkhua Kapihom Robinson Lifestyle Ratchaphruek The food is delicious and the taste is just right.
My go-to dishes are Tom Yum Seabass  Fried Chicken  and Nam Prik Bud (spicy chili paste). I order them every time I come. Phrikkhua Kapihom Robinson Lifestyle Ratchaphruek The prices are neither cheap nor expensive  just mid-range. There's a wide variety of food to choose from  the taste is good  and the ingredients are decent. Overall  the taste is okay. Phrikkhua Kapihom Robinson Lifestyle Ratchaphruek  ",0,Various Menus & Quality Food
1153,Phrikkhua Kapihom The Market Village Rangsit,"Phrikkhua Kapihom The Market Village Rangsit The food isn't cheap  but what I ordered was delicious. Phrikkhua Kapihom The Market Village Rangsit Good service  delicious food. I recommend the Pad Thai; it's delicious and the portion size is worth the price. Phrikkhua Kapihom The Market Village Rangsit The food is delicious and the taste is just right.
My go-to dishes are Tom Yum Seabass  Fried Chicken  and Nam Prik Bud (spicy chili paste). I order them every time I come. Phrikkhua Kapihom The Market Village Rangsit The prices are neither cheap nor expensive  just mid-range. There's a wide variety of food to choose from  the taste is good  and the ingredients are decent. Overall  the taste is okay. Phrikkhua Kapihom The Market Village Rangsit  ",0,Various Menus & Quality Food
1154,Phrikkhua Kapihom The Nine Tiwanon,Phrikkhua Kapihom The Nine Tiwanon  Phrikkhua Kapihom The Nine Tiwanon ร้านบรรยากาศดี อาหารรวดเร็วและอร่อยมาก ได้น้ำมะพร้าว 1 แถม 1 ช่วงนี้ด้วย Phrikkhua Kapihom The Nine Tiwanon The food is delicious  with rich and spicy flavors typical of Southern Thai cuisine. Phrikkhua Kapihom The Nine Tiwanon Southern Thai food is not as spicy as authentic Southern Thai food. Phrikkhua Kapihom The Nine Tiwanon Clean and appetizing. ,0,Various Menus & Quality Food
1155,Phrompoon,"Phrompoon Casual cafe. Had a hot cappuccino. No frills  and not fancy but decent coffee! Phrompoon Both the price and the food are very good. The taste is good. There is nothing to criticize. Phrompoon Very affordable and nice small cafe restaurant with good opening hours at the bottom of a hotel. The dishes were simple but tasty and the staff were very pleasant. Phrompoon Good spot to wait out whilst waiting for the check in at the hotel.
Coffee i ordered (latte iced) was really good and i enjoyed it. It cost 70 baht.

I was hoping to get work done and charge my phone  but unfortunately the chargers are all taped.

This spot also serves meals like eggs in a pan and minced meat with rice.

There is air conditioning so you can cool off. Phrompoon The menu is small  with almost no European options. It says it's a coffee shop  but the coffee is really bad.

When they make iced coffee  they add a huge amount of sugar by default  without asking the customer. It's just awful. You should either ask the customer if they want more sugar  or just leave it out. ",4,Extensive Alcohol Beverage Options
1156,Piano Bar at VIE Hotel,"Piano Bar at VIE Hotel I had a truly wonderful time at the Piano Lounge Bar at the VIE Hotel Bangkok.
The staff members  Wa  Peat  Meilin  and Nico  were all incredibly friendly and always greeted me with a bright smile  making the lounge feel even warmer.
They were especially attentive and kind to my child  ensuring a comfortable and enjoyable time for the whole family.
Thanks to these small gestures  this lounge bar became a memorable experience.
The service  atmosphere  and the staff's attitude were all excellent.
If I ever return to Bangkok  I'll definitely visit again. Piano Bar at VIE Hotel Absolutely amazing!
We spent Christmas Eve here and couldn’t be happier. The service was fantastic- Ant  Pete  Nilo and Fah were great and made our night 👌🏽! Piano Bar at VIE Hotel  Piano Bar at VIE Hotel Piano Bar Pros
Friendly staff
Delicious desserts
Great atmosphere
☆☆☆☆☆

Kaprow speaks Korean fluently and was very kind. Thank you. Piano Bar at VIE Hotel I love talking with music. Both the cocktails and mocktails were delicious! ",3,Good Location
1157,Picante At Centara Korat (Nakhon Ratchasima),"Picante At Centara Korat (Nakhon Ratchasima) We had cocktails there  which were well-made  and the bartender can also create a custom drink not on the menu if he has the ingredients. The staff was welcoming. There's a lovely view from the 20th floor with pool access. Picante At Centara Korat (Nakhon Ratchasima) The view is amazing  although you might not see the city view  but you get the atmosphere. There is a swimming pool on the top floor. Picante At Centara Korat (Nakhon Ratchasima) I like the view but sunset view little closed by a lot of glasses near wall actually in restaurant area under roof it’s 2 glasses and near swimming pool view sunset is closed by 3 sunbeds and maybe available from swimming pool zone

If you are using tables near swimming pool it’s not makes much sense because if children play all water goes to table and seats

Food menu it’s not much huge so maybe sometimes you have problem to find the dish that want to eat here

But in a dayligh I think if swimming than place is good to be Picante At Centara Korat (Nakhon Ratchasima) The food was delicious  the staff provided excellent and attentive service  the atmosphere was great  and the view of Korat was beautiful. Picante At Centara Korat (Nakhon Ratchasima) It's good for Korat)) ",0,Various Menus & Quality Food
1158,Picnic Hotel Bangkok,Picnic Hotel Bangkok  ,6,
1159,Pilot Brewery,"Pilot Brewery Just as important as the delicious beer is that the food is also incredibly tasty!
The shrimp in fish sauce is amazing; they use really big shrimp and the dipping sauce is delicious too.
Very impressed.
There's parking available. Pilot Brewery This place has truly delicious beer. If you haven't found your perfect beer yet  you should definitely try this place!
- They have a wide variety of beers  about 15 different kinds  at reasonable prices starting from 170+ baht.
- It pairs perfectly with the amazing Picanha steak – tender  juicy  fragrant  delicious  with a beautiful pinkish-red color  cooked to a consistent Medium Rare  and visually stunning. It's a highly recommended dish!
- The Caesar salad complements the steak perfectly  making it even more delicious.
- They also have marinated shrimp in fish sauce  with large and incredibly fresh shrimp – a must-try!
- Or you can opt for single-serving dishes like the beef or chicken basil fried rice  both delicious and flavorful.

Overall  I was very impressed. Everything was delicious  the prices were reasonable  making it perfect for a family dinner. It's easy to get to  the pin on the map is accurate  and there's ample parking. Pilot Brewery They have a wide selection of beers  all delicious and reasonably priced. The food is good  especially the meat dishes. Pilot Brewery I've been looking for a shop like this for a long time. Finally  I found it. Let's just say I'm hooked. I'll definitely go back. Pilot Brewery Everything is delicious. Order now! ",0,Various Menus & Quality Food
1160,Pimkaew,"Pimkaew This restaurant is worth a visit. I admire both the design and the food. The food isn't overly spicy  but it's delicious  and the presentation is exquisite. The surroundings are pleasing to the eye. The decor is beautiful  and the music is soft and pleasant. I think the prices should be higher  given the ingredients  the meticulous care  the cleanliness  the flavors  and the atmosphere. It's truly excellent. It's a shame the location might not be as well-known as it should be.

If you like spicy  cheap  and generous portions  I recommend skipping this. However  if you're a fan of royal cuisine  you really should give it a try. It's truly amazing. Pimkaew  Pimkaew It's very delicious. Some of the dishes look like they came from the royal palace. The taste is so good. I'm happy after eating it. The shrimp in fish sauce is also very delicious. Pimkaew Every dish is delicious. They give a lot of crab meat  which is worth the price. You can park in the alley next door. Pimkaew Everything on the menu was delicious  and the service was great  but I recommend making a reservation beforehand. ",0,Various Menus & Quality Food
1161,Ping Buffet,"Ping Buffet  Ping Buffet Cosy family oriented restaurant serving good Chinese food. Reasonable price and good service. Ping Buffet i don’t think words can truly do justice to their delicious kong ba bao! from their homemade soft  pillowy buns to the oh so tender braised pork belly  paired with that mouthwatering sauce  it truly deserves the title of the best in singapore!

what makes this place even better is the warm & welcoming service :) the owner is super kind and always comes by to say hi to us. 1000% would recommend this place to anyone! Ping Buffet Not a swanky restaurant with expensive cutlery nor deco but Food is 5/5! Traditional Teo Chew fare that matches expensive upmarket restaurants in town. Must try their cold crabs and oyster omelet. Kway teow is also way above industry standard. I'll be back! Ping Buffet Really good food and service. Cold crabs are a must try! ",0,Various Menus & Quality Food
1162,Ping Yang Krub Pom,Ping Yang Krub Pom  Ping Yang Krub Pom Dining at Fat Brothers is a fantastic experience! The signature crab pot is a must-try. The crab meat is plump and flavorful  the chicken feet are tender and fall-off-the-bone  and the potatoes and rice cakes are incredibly flavorful. The rice with the sauce is also a standout. The restaurant is clean  with a unique industrial-style decor  and the service is warm and attentive. It can be crowded  and you'll have to wait in line  but the delicious food is worth it! Ping Yang Krub Pom One pot contains too much food for two people. The mochi and fried dough sticks are super delicious  highly recommended. Ping Yang Krub Pom Very delicious Ping Yang Krub Pom Had the crab pot  frog pot  cold noodles. All was great. Chicken feet was soft and crab was fresh. Recommend ,0,Various Menus & Quality Food
1163,Ping-Hi-Suk MooKata Gateway Bang Sue,"Ping-Hi-Suk MooKata Gateway Bang Sue This is my favorite restaurant; I've eaten here more than 5 times. Initially  after they switched to a buffet  it was great. The food came out quickly and was clean. I loved it.
Currently  the food is still delicious  but it comes out very slowly. The appetizers are also slow to refill. The cleanliness of the vegetable serving area has decreased. It feels like they're being stingy with ingredients  both from the slow service and the fact that the plates are large but have very little food inside. The tables aren't very big  so they always fill up.
The only thing that's still good is the staff; they're polite and speak well.
I hope you'll improve. We've been supporting your restaurant since it was à la carte  when there were hardly any customers. But after switching to a buffet  it improved  and there were more people. Ping-Hi-Suk MooKata Gateway Bang Sue  Ping-Hi-Suk MooKata Gateway Bang Sue The food was okay  but the wait was extremely long. The grill burned the food very quickly. The service from the staff was average. Ping-Hi-Suk MooKata Gateway Bang Sue  Ping-Hi-Suk MooKata Gateway Bang Sue  Ping-Hi-Suk MooKata Gateway Bang Sue restaurant point_of_interest food establishment General Ping-Hi-Suk MooKata Gateway Bang Sue restaurant point_of_interest food establishment General Ping-Hi-Suk MooKata Gateway Bang Sue restaurant point_of_interest food establishment General Ping-Hi-Suk MooKata Gateway Bang Sue restaurant point_of_interest food establishment General Ping-Hi-Suk MooKata Gateway Bang Sue restaurant point_of_interest food establishment General",5,
