input_string,found,official_name,city,country,formatted_address,rating,website,error
Fallabella River Front Iconsiam,True,Fallabella River Front,,Thailand,"299 ชั้นที่ 6, ICONSIAM, Soi Charoen Nakhon 5, Khwaeng Khlong Ton Sai, Khet Khlong San, Krung Thep Maha Nakhon 10600, Thailand",4.5,https://www.wongnai.com/restaurants/374654vW-fallabella-river-front,
The Coffee Club Singha Complex,True,THE COFFEE CLUB - Singha Complex,,Thailand,"Unit no. OP. G01, Fl. G, 1788 ถ. เพชรบุรีตัดใหม่ Bangkapi, เขตห้วยขวาง กรุงเทพมหานคร 10310, Thailand",4.6,https://www.thecoffeeclub.co.th/,
The Coffee Club Wireless Road,True,THE COFFEE CLUB - Wireless Road,,Thailand,"Room Number 103A, Floor G, 208 ถ. วิทยุ แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330, Thailand",4.6,http://www.thecoffeeclub.co.th/,
The Coffee Club Maitria Hotel,True,THE COFFEE CLUB - Maitria Hotel Sukhumvit,,Thailand,"26 Soi Sukhumvit 18, Khwaeng Khlong Tan, Klongtoei Krung Thep Maha Nakhon 10110, Thailand",4.7,http://www.thecoffeeclub.co.th/,
SOSHI So/ Bangkok,True,SOSHI,,Thailand,"2 N Sathon Rd, Si Lom, Khet Bang Rak, Krung Thep Maha Nakhon 10500, Thailand",4.4,https://so-bangkok.co/SOSHI,
The Coffee Club Chatrium Sathorn Narathiwas 24,True,THE COFFEE CLUB - Chatrium Sathorn,,Thailand,"291 Soi Naradhiwas Rajanagarindra 24, Khwaeng Chong Nonsi, Khet Yan Nawa, Krung Thep Maha Nakhon 10120, Thailand",4.9,http://www.thecoffeeclub.co.th/,
The Coffee Club Mode Sathorn BTS Surasak,True,THE COFFEE CLUB - Mode Sathorn,,Thailand,"144 N Sathon Rd, Si Lom, Khet Bang Rak, Krung Thep Maha Nakhon 10500, Thailand",4.7,http://www.thecoffeeclub.co.th/,
The Coffee Club River City,True,THE COFFEE CLUB - River City,,Thailand,"ชั้นที่ 1, โซน outdoor, 23 Soi Chareonkrung 22, Khwaeng Talat Noi, Khet Samphanthawong, Krung Thep Maha Nakhon 10100, Thailand",4.8,http://www.thecoffeeclub.co.th/,
The Coffee Club Holiday Inn Express Sathorn,True,THE COFFEE CLUB - Holiday Inn Express Sathorn,,Thailand,"51 Phiphat 2, Si Lom, Khet Bang Rak, Krung Thep Maha Nakhon 10500, Thailand",4.7,http://www.thecoffeeclub.co.th/,
The Coffee Club Tha Maharaj,True,THE COFFEE CLUB - Tha Maharaj,,Thailand,"1/11 at Mahathat Alley, Tha, ถ. มหาราช แขวงพระบรมมหาราชวัง เขตพระนคร กรุงเทพมหานคร 10200, Thailand",4.6,https://thecoffeeclub.co.th/,
Shintaro at Anantara Siam Hotel,True,Shintaro,,Thailand,"155 Anantara Siam Khwaeng Lumphini, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",4.7,https://www.anantara.com/en/siam-bangkok/restaurants/shintaro,
Baan Khanitha and Gallery Sathorn,True,Baan Khanitha & Gallery,,Thailand,"67, 69 S Sathon Rd, Khwaeng Thung Maha Mek, Khet Sathon, Krung Thep Maha Nakhon 10120, Thailand",4.3,http://www.baan-khanitha.com/,
Albricias at Chatrium Residence Sathorn,True,Albricias,,Thailand,"291 Soi Naradhiwas Rajanagarindra 24, Khwaeng Chong Nonsi, Khet Yan Nawa, Krung Thep Maha Nakhon 10120, Thailand",4.6,https://www.chatrium.com/sathonbangkok/dining/Albricias,
Banyan Tree Bangkok Staycation,True,Banyan Tree Bangkok,,Thailand,"Located in: Thai Wah Plaza Co.,LTD, 21/100 S Sathon Rd, Khwaeng Thung Maha Mek, Khet Sathon, Krung Thep Maha Nakhon 10120, Thailand",4.8,https://www.banyantree.com/thailand/bangkok,
Rim Talay @ Amari Patong (Phuket),True,Rim Talay Restaurant,Tambon Patong,Thailand,"Amari Phuket Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",4.4,https://www.amari.com/phuket/dine/rim-talay,
JUMBO Seafood Iconsiam,True,Jumbo Seafood Iconsiam,,Thailand,"299 Charoen Nakhon Rd, Khwaeng Khlong Ton Sai, Khet Khlong San, Krung Thep Maha Nakhon 10600, Thailand",4.7,https://www.jumboseafood.com.sg/en/iconsiam-bangkok,
Stella Palace 79th floor at Baiyoke Sky Hotel 79th floor,True,Stella Palace,,Thailand,"79th Floor 222 Ratchaprarop Rd, Khwaeng Thanon Phaya Thai, Khet Ratchathewi, Krung Thep Maha Nakhon 10400, Thailand",4.4,http://baiyokesky.baiyokehotel.com/dim-sum-buffet-chinese-restaurant-bangkok.html,
THE Map Mestyle Museum Hotel,True,MeStyle Museum Hotel,,Thailand,"99 Soi Pracha Rat Bamphen 18, Khwaeng Samsen Nok, Khet Huai Khwang, Krung Thep Maha Nakhon 10310, Thailand",4.5,http://www.mestylemuseum.com/,
Tsu Japanese Restaurant at JW Marriott Hotel Bangkok,True,Tsu Japanese Restaurant,,Thailand,"JW Marriott Hotel 4 Sukhumvit Rd, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",4.7,https://www.tsubangkok.com/,
Chuan Kitchen CentralWorld,True,Chuan Kitchen,,Thailand,"ยูนิต เอ 613, 999/9 Rama I Rd, Khwaeng Pathum Wan, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",4.6,https://www.facebook.com/ChuanKitchenCTW/,
Savoey Riverview Rama 3,True,Savoey River View,,Thailand,"884, 8 Thanon Rama III, Khwaeng Bang Phong Phang, Khet Yan Nawa, Krung Thep Maha Nakhon 10120, Thailand",4.5,https://www.facebook.com/savoeyriverview/,
Hong Kong Fisherman,True,Hong Kong Fisherman,Amphoe Pak Kret,Thailand,"IMPACT Exhibition Center Building Hall 12 Popular 1 Rd, Tambon Ban Mai, Amphoe Pak Kret, Chang Wat Nonthaburi 11120, Thailand",4.3,http://www.hkfisherman.com/,
Neta Grill Central Westgate,True,Neta Grill สาขา เซ็นทรัลเวสต์เกต บางใหญ่,Tambon Sao Thong Hin,Thailand,"199,199/1,199/2 เซ็นทรัลพลาซา เวสต์เกต, ชั้น 3 Tambon Sao Thong Hin, Amphoe Bang Yai, Chang Wat Nonthaburi 11140, Thailand",4.6,https://netagrill.enjovia.com/,
More Than a Game Cafe,True,More Than a Game Cafe,,Thailand,"376/196 Rama 3 Rd, Soi 18/1 Rimtara Building, Floor 1 Khwaeng Bang Khlo, Khet Bang Kho Laem, Krung Thep Maha Nakhon 10120, Thailand",4.5,http://www.morethanagamecafe.com/,
Zhang Restaurant (Rama Gardens Hotel),True,RAMA GARDENS HOTEL BANGKOK,,Thailand,"9/9 Thanon Vibhavadi Rangsit, Khwaeng Talat Bang Khen, Khet Lak Si, Krung Thep Maha Nakhon 10210, Thailand",4.2,https://ramagardenshotel.com/,
Zeta Café Holiday Inn Bangkok Sukhumvit 22,True,Zeta Cafe,,Thailand,"8 Sukhumvit Soi 22, Khwaeng Khlong Tan, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",4.1,https://bangkoksukhumvit.holidayinn.com/,
57th Street Marriott Sukhumvit 57,True,Bangkok Marriott Hotel Sukhumvit,,Thailand,"2 Sukhumvit Soi 57, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.5,https://www.marriott.com/en-us/hotels/bkkms-bangkok-marriott-hotel-sukhumvit/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,
The Coffee Club Royal Garden Plaza (Pattaya),True,THE COFFEE CLUB - Royal Garden Plaza,Muang Pattaya,Thailand,"218 Moo 10, Muang Pattaya, Amphoe Bang Lamung, Chang Wat Chon Buri 20150, Thailand",4.8,http://www.thecoffeeclub.co.th/,
The Coffee Club Boat Avenue (Phuket),True,THE COFFEE CLUB - Boat Avenue,Tambon Choeng Thale,Thailand,"49/38, 2nd Floor, Boat Avenue, Cherngtalay, Tambon Choeng Thale, Amphoe Thalang, Chang Wat Phuket 83110, Thailand",4.7,https://www.thecoffeeclub.co.th/,
The Coffee Club Day Inn (Phuket),True,The Coffee Club - Days Inn Hotel,Pa Tong,Thailand,"145/2 Ratuth Thanonit 200 year , Songroipi Rd, Pa Tong, Kathu District, Phuket 83150, Thailand",4.8,https://thecoffeeclub.co.th/,
The Coffee Club Turtle Village (Phuket),True,THE COFFEE CLUB - Turtle Village Phuket,ตำบล ไม้ขาว,Thailand,"Room no. 107-107A Ground Floor, 889, Turtle Village Shopping Centre, ตำบล ไม้ขาว อำเภอถลาง ภูเก็ต 83110, Thailand",4.7,http://www.thecoffeeclub.co.th/,
River Barge at Chatrium Hotel Riverside Bangkok,True,River Barge Restaurant,,Thailand,"28 Soi Charoen Krung 70, แขวง บางคอแหลม, Khet Bang Kho Laem, Krung Thep Maha Nakhon 10120, Thailand",4.3,https://www.chatrium.com/chatriumriversidebangkok/dining/river-barge-restaurant,
Muteki by Mugendai Samyan Mitrtown,True,Muteki by Mugendai Empire Sathorn,,Thailand,"1 S Sathon Rd, Khwaeng Yan Nawa, Khet Sathon, Krung Thep Maha Nakhon 10120, Thailand",4.5,http://www.mutekibkk.com/,
NEXT2 Cafe at Shangri-La Hotel Bangkok,True,NEXT2 Café,,Thailand,"Shangri-La Bangkok Level 1 89 Soi Wat Suan Phlu, Khwaeng Bang Rak, Khet Bang Rak, Krung Thep Maha Nakhon 10500, Thailand",4.3,http://www.shangri-la.com/bangkok/shangrila/dining/restaurants/next2/?WT.mc_id=SLBK_201904_GLOBAL_GMB_NEXT2_TEXTLINK_EN,
Sumo 888 Izakaya Ari,True,Sumo888 IZAKAYA,,Thailand,"110/8 Thanon Rama VI, Phaya Thai, Khet Phaya Thai, Krung Thep Maha Nakhon 10400, Thailand",4.4,https://www.facebook.com/Sumo888-Izakaya-102516834948051,
Spectrum Rooftop at Hyatt Regency Bangkok Sukhumvit,True,Spectrum Lounge & Bar,,Thailand,"Hyatt Regency Bangkok, 1 Soi Sukhumvit 13, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.6,https://www.hyatt.com/hyatt-regency/en-US/bkkhr-hyatt-regency-bangkok-sukhumvit/dining/spectrum-lounge-and-bar,
Hong Teh Chinese Restaurant,True,Hong Teh Restaurant,,Thailand,"171 Soi Sukhumvit 11, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.5,https://www.facebook.com/HongTehRestaurant,
Baba Beach Club Natai at Sri Panwa (Phang-nga),True,Baba Beach Club Natai Luxury Pool Villa Hotel by Sri panwa,Tambon Khok Kloi,Thailand,"88, North of Phuket ,Natai Beach, 8, Tambon Khok Kloi, Amphoe Takua Thung, Chang Wat Phang-nga 82140, Thailand",4.7,https://www.bababeachclub.com/natai,
Sirimahannop Asiatique The Riverfront,True,Sirimahannop,,Thailand,"72 ถ. เจริญกรุง Khwaeng Wat Phraya Krai, Khet Bang Kho Laem, Krung Thep Maha Nakhon 10120, Thailand",4.4,https://www.sirimahannop.com/,
Kenny Rogers Roasters (Phuket),True,Kenny Rogers Roasters Laguna,Tambon Choeng Thale,Thailand,"21, 13 Lagoon Rd, Tambon Choeng Thale, Amphoe Thalang, Chang Wat Phuket 83110, Thailand",4.3,https://www.krrphuket.com/,
Praram 9 Kaiyang The Promenade ,True,พระราม 9 ไก่ย่าง เดอะ พรอมานาด,,Thailand,"RMGG+HPR, Khan Na Yao, Bangkok 10230, Thailand",4.4,,
Praram 9 Kaiyang The Market Bangkok,True,Phra Ram 9 Kai Yang,,Thailand,"25 8 Rama IX Rd, Khwaeng Hua Mak, Khet Bang Kapi, Krung Thep Maha Nakhon 10240, Thailand",4.2,http://praram9kaiyangrestaurant.com/,
Benihana JW Marriott (Phuket),True,Benihana at JW Marriott Phuket,Tambon Mai Khao,Thailand,"231, JW Marriott Phuket Resort & Spa, Tambon Mai Khao, Talang, Chang Wat Phuket 83110, Thailand",4.3,https://www.benihanathailand.com/jw-marriott-phuket?utm_source=GoogleMyBusiness&utm_medium=GMB&utm_term=BenihanaJWMarriottPhuket&utm_content=Home&utm_campaign=Google_GMB,
Chatrium Residence Sathon Bangkok Staycation,True,Chatrium Sathon Bangkok,,Thailand,"291 Soi Naradhiwas Rajanagarindra 24, Khwaeng Chong Nonsi, Khet Yan Nawa, Krung Thep Maha Nakhon 10120, Thailand",4.5,https://www.chatrium.com/sathonbangkok?utm_source=google&utm_medium=organic&utm_campaign=gmb-chatriumresidencesathonbangkok,
Chatrium Hotel Riverside Bangkok Staycation,True,Chatrium Hotel Riverside Bangkok,,Thailand,"28 ถ. เจริญกรุง Khwaeng Wat Phraya Krai, Khet Bang Kho Laem, Krung Thep Maha Nakhon 10120, Thailand",4.6,https://www.chatrium.com/chatriumriversidebangkok?utm_source=google&utm_medium=organic&utm_campaign=gmb-chatriumhotelriversidebangkok,
Le Mecier Bangkok,True,Le Mecier Bangkok,อำเภอปากเกร็ด,Thailand,"50/1882, ตำบลบางพูด อำเภอปากเกร็ด นนทบุรี 11120, Thailand",4.8,https://www.facebook.com/Lemecier.bangkok?locale=th_TH,
The Dining Room at Grand Hyatt Erawan,True,The Dining Room,,Thailand,"494 Grand Hyatt Erawan Bangkok, ถ. ราชดำริ แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330, Thailand",4.3,https://www.hyatt.com/en-US/hotel/thailand/grand-hyatt-erawan-bangkok/bangh/dining,
Oishi Eaterium Future Park Rangsit,True,Oishi Eaterium Future Park Rangsit,Amphoe Thanyaburi,Thailand,"94 Phahon Yothin Road, Tambon Prachathipat, Amphoe Thanyaburi, Chang Wat Pathum Thani 12130, Thailand",4.1,https://www.oishifood.com/restaurant/oishi-eaterium/,
Oishi Eaterium Fashion Island,True,Oishi Eaterium,,Thailand,"587,589, 589, 7-9 ถนน รามอินทรา แขวงรามอินทรา เขตคันนายาว กรุงเทพมหานคร 10230, Thailand",4.2,https://www.oishifood.com/restaurant/oishi-eaterium/,
Oishi Eaterium Central Rama 9,True,Oishi Eaterium,,Thailand,"ศูนย์การค้า เซ็นทรัลพระราม 9 ห้องเลขที่ 705-708 ชั้นที่ 7 เลขที่ 9/8, 9/9 ถ. พระราม 9 แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310, Thailand",4.1,https://www.oishifood.com/restaurant/oishi-eaterium/,
Oishi Eaterium Central Korat (Nakhon Ratchasima),True,Oishi Eaterium,อำเภอเมืองนครราชสีมา,Thailand,"Ground floor, Central Plaza, X4W8+RH3 ตำบลในเมือง อำเภอเมืองนครราชสีมา นครราชสีมา 30000, Thailand",3.7,https://www.oishifood.com/restaurant/oishi-eaterium/,
Ventisi Restaurant Centara Grand at CentralWorld,True,Ventisi at Centara Grand at centralwOrld,,Thailand,"24th floor, Centara Grand and Bangkok Convention Centre, 999/99 Rama I Rd, Khwaeng Pathum Wan, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",4.3,https://www.ventisibangkok.com/,
The Sky 32 at Grande CentrePoint Hotel (Pattaya),True,The Sky32 Restaurant,Muang Pattaya,Thailand,"777 1 Muang Pattaya, Amphoe Bang Lamung, Chang Wat Chon Buri 20150, Thailand",4.6,http://www.grandecentrepointpattaya.com/,
Neta Grill Market Village Rangsit,True,Neta Grill Market Village Rangsit,Tambon Bang Yitho,Thailand,"Opposite Klong 4, Tambon Bang Yitho, Amphoe Thanyaburi, Chang Wat Pathum Thani 12130, Thailand",4.4,https://web.facebook.com/NetaGrill,
Tea Factory and More (Pattaya),True,TEA FACTORY AND MORE,Tambon Na Chom Thian,Thailand,"21/2 Sukhumvit Rd, Tambon Na Chom Thian, Amphoe Sattahip, Chang Wat Chon Buri 20250, Thailand",4.3,http://www.alacampagnepattaya.com/,
Somtum Villa (Pattaya),True,Somtum Villa,Tambon Na Chom Thian,Thailand,"21/ 2 m, 1 Sukhumvit Road, Tambon Na Chom Thian, Amphoe Sattahip, Chon Buri 20250, Thailand",4.2,http://www.alacampagnepattaya.com/,
Tantitium (Phuket),True,Tantitium,Amphoe Mueang Phuket,Thailand,"84 Thanon Dibuk, Tambon Talat Nuea, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",4.5,https://linktr.ee/tantitium,
Don Giovanni Centara Grand at Central Plaza Ladprao Bangkok,True,Don Giovanni at Centara Grand at Central Plaza Ladprao Bangkok,,Thailand,"1695 Centara Grand at Central Plaza Ladprao L Fl, ถ. ลาดพร้าว แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร 10900, Thailand",4.4,,
Yin D House (Chonburi),True,YinD House,Amphoe Si Racha,Thailand,"99 ซอย 1 Tambon Surasak, Amphoe Si Racha, Chang Wat Chon Buri 20110, Thailand",4.5,https://www.yindhouse.com/,
Kongju Restaurant at Pathumwan Princess Hotel,True,Kongju Restaurant,,Thailand,"444 Phaya Thai Rd, Khwaeng Wang Mai, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",4.6,https://www.pprincess.com/bangkok-dining/kongju-korean-restaurant,
Nami Teppanyaki Steakhouse at JW Marriott Hotel Bangkok,True,Nami Teppanyaki Steakhouse,,Thailand,"JW Marriott Hotel Bangkok, 4 Sukhumvit Rd, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",4.7,https://www.marriott.com/en-us/dining/restaurant-bar/bkkdt-jw-marriott-hotel-bangkok/86789-nami-teppanyaki-steakhouse.mi,
Red Rose Chinese Restaurant & Jazz Lounge at Shanghai Mansion,True,Red Rose,,Thailand,"481 Yaowarat Rd, Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10100, Thailand",4.4,https://www.shanghaimansion.com/dining/,
Beach Walk Cafe Bangsaen (Chonburi),True,Beach Walk Cafe & Orjao Seafood,Tambon Saen Suk,Thailand,"4 ซ. บีชวอล์ค Tambon Saen Suk, Amphoe Mueang Chon Buri, Chang Wat Chon Buri 20130, Thailand",4.7,http://beachwalk.asia/,
JUMBO Seafood Siam Paragon,True,JUMBO Seafood,,Thailand,"Siam Paragon, 991/1 Rama I Rd, Khwaeng Pathum Wan, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",4.7,https://www.jumboseafood.com.sg/en/siam-paragon-bangkok,
Baba Poolclub at Sri Panwa (Phuket),True,Baba Poolclub,Tambon Vichit,Thailand,"88/2 Moo 8, Sakdidej Rd., Tambon Vichit Amphoe Muang Phuket Chang Wat Phuket 83000, Thailand",4.6,http://www.babaphuket.com/baba-poolclub-international-cuisine/,
Shabu Henmee Watcharapol,True,เห็นหมี วัชรพล,,Thailand,"307 Sukhaphiban 5 Road, Khwaeng Tha Raeng, Khet Bang Khen, Krung Thep Maha Nakhon 10220, Thailand",4.3,http://www.facebook.com/henmeshabu,
Virgin Rooftop (Pattaya),True,Virgin Rooftop Pattaya,Muang Pattaya,Thailand,"115/8 Soi 4 Pattaya Rd, Muang Pattaya, Amphoe Bang Lamung, Chang Wat Chon Buri 20150, Thailand",3.9,,
Cairo Bangkok,True,Cairo Bangkok,,Thailand,"Soi Thep Thawi 2, Khwaeng Suan Luang, Khet Suan Luang, Krung Thep Maha Nakhon 10250, Thailand",4.7,http://www.cairobangkok.com/,
Oxide Cafe,True,Oxide Café,,Thailand,"886 Thanon Srinagarindra, Khwaeng Suan Luang, Khet Suan Luang, Krung Thep Maha Nakhon 10250, Thailand",4.4,http://www.bkkmenu.com/restaurant/Oxide-Cafe,
Benihana Grand Mercure Bangkok Atrium,True,Benihana at Grand Mercure Bangkok Atrium,,Thailand,"1880 Thanon Phetchaburi, Khwaeng Bang Kapi, Khet Huai Khwang, Krung Thep Maha Nakhon 10310, Thailand",4.8,https://www.tablecheck.com/en/benihana-grand-mercure-bangkok-atrium/reserve/message,
Amara Bangkok Hotel Staycation,True,Amara Bangkok Hotel,,Thailand,"180/1 Surawong Rd, Khwaeng Si Phraya, Khet Bang Rak, Krung Thep Maha Nakhon 10500, Thailand",4.4,https://bangkok.amarahotels.com/,
Fei Ya at Renaissance Bangkok,True,Fei Ya,,Thailand,"518/8 Renaissance Bangkok Ratchaprasong Hotel Khwaeng Lumphini, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",4.3,https://www.feiyabangkok.com/,
Biscotti Anantara Siam Bangkok Hotel,True,Biscotti,,Thailand,"155 Khwaeng Lumphini, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",4.5,https://www.biscottibangkok.com/?utm_source=GoogleMyBusiness&utm_medium=GMB&utm_term=BiscottiBangkok&utm_content=Home&utm_campaign=Google_GMB,
Mojjo Skyview Resort Patong (Phuket),True,Skyview Resort Phuket Patong Beach,Tambon Patong,Thailand,"9, 19 Pisitkoraneee Rd, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150, Thailand",4.6,https://skyviewhotel.com/phuket/?partner=9282utm_source=google&utm_medium=organic&utm_campaign=MyBusiness&utm,
The Coffee Club Samyan Mitrtown,True,THE COFFEE CLUB -Samyan Mitrtown,,Thailand,"Fl. G, Samyan Mitrtown Parking Lot, 952 Phaya Thai Rd, Wangmai, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",4.8,https://thecoffeeclub.co.th/,
PAUL Bakery The Emporium,True,PAUL Paragon,Singapore,Singapore,"290 Orchard Rd, #02-09/K1 Paragon, Singapore 238859",4.1,http://www.paul-singapore.com/,
Dynasty Centara Grand Central Ladprao,True,"Dynasty Restaurant, Centara Grand at Central Plaza Ladprao",,Thailand,"1695 Phahon Yothin Road, Khwaeng Chatuchak, Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand",4.3,https://www.centarahotelsresorts.com/centaragrand/cglb/restaurant/dynasty-chinese-restaurant/,
