activity_id,source_table,channel,kol_platform,kol_id,kol_username,kol_restaurant_id,kol_restaurant_name,kol_country,kol_cuisine_type,kol_post_url,kol_post_date,kol_price_per_post,kol_cpm,kol_views,kol_likes,kol_comments,kol_conv_rate,kol_growth_rate,crm_campaign_id,crm_campaign_name,crm_country,crm_restaurant_id,crm_sent_datetime,crm_lang,crm_city,crm_audience,crm_topic,crm_published,crm_sent,crm_delivered,crm_total_clicked,crm_unique_clicked,crm_unique_conversions,crm_revenue,crm_ctr,crm_click_to_purchase,crm_delivered_to_purchase,crm_rev_per_click,fb_ad_name,fb_delivery_status,fb_delivery_level,fb_result_type,fb_country,fb_start_date,fb_end_date,fb_restaurant_id,fb_restaurant_id_2,fb_restaurant_id_3,fb_restaurant_id_4,fb_restaurant_id_5,fb_reach,fb_impressions,fb_frequency,fb_results,fb_amount_spent_thb,fb_cost_per_result
CRM_a1518e0d266a,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3461.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251004_1500_bf-4k-cafe-cross-vibe-oct25,Thailand,,2025-10-04 15:00:00,TH,BKK,single,bf-4k-cafe-cross-vibe-oct25,65879.0,65879.0,55196.0,393.0,312.0,8.0,22925.0,0.0057,0.0256,0.000145,73.4775641,,,,,,,,,,,,,,,,,,
CRM_96098d2dfac9,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3464.0,EN_BKK_ctnoti_netcore_single_N_N_active_20251004_1700_ads-deja-brew-lifestyle-cafe-oct25,Thailand,,2025-10-04 17:00:00,EN,BKK,single,ads-deja-brew-lifestyle-cafe-oct25,50146.0,50146.0,41236.0,318.0,256.0,5.0,20920.0,0.0062,0.0195,0.000121,81.71875,,,,,,,,,,,,,,,,,,
CRM_6524b90dd11c,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3463.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251004_1700_ads-deja-brew-lifestyle-cafe-oct25,Thailand,3596,2025-10-04 17:00:00,TH,BKK,single,ads-deja-brew-lifestyle-cafe-oct25,65901.0,65901.0,55132.0,463.0,364.0,7.0,12970.0,0.0066,0.0192,0.000127,35.63186813,,,,,,,,,,,,,,,,,,
CRM_182acb90ddb9,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3466.0,EN_BKK_ctnoti_netcore_single_N_N_active_20251005_1100_bf-sui-sian-restaurant-oct25,Thailand,,2025-10-05 11:00:00,EN,BKK,single,bf-sui-sian-restaurant-oct25,50177.0,50177.0,40752.0,263.0,209.0,4.0,8843.0,0.0051,0.0191,9.8e-05,42.31100478,,,,,,,,,,,,,,,,,,
CRM_db6cd392f157,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3465.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251005_1100_bf-sui-sian-restaurant-oct25,Thailand,2429,2025-10-05 11:00:00,TH,BKK,single,bf-sui-sian-restaurant-oct25,65874.0,65874.0,54730.0,330.0,272.0,3.0,7202.0,0.005,0.011,5.5e-05,26.47794118,,,,,,,,,,,,,,,,,,
CRM_0eea2b5debf8,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3468.0,EN_BKK_ctnoti_netcore_single_N_N_active_20251005_1500_chatuchak-cafe-oct25,Thailand,,2025-10-05 15:00:00,EN,BKK,single,chatuchak-cafe-oct25,50153.0,50153.0,41080.0,279.0,212.0,3.0,4802.0,0.0052,0.0142,7.3e-05,22.6509434,,,,,,,,,,,,,,,,,,
CRM_ecf20aaf2169,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3467.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251005_1500_chatuchak-cafe-oct25,Thailand,3649,2025-10-05 15:00:00,TH,BKK,single,chatuchak-cafe-oct25,65882.0,65882.0,55047.0,316.0,246.0,4.0,13342.0,0.0045,0.0163,7.3e-05,54.23577236,,,,,,,,,,,,,,,,,,
CRM_ad7df69cae29,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3470.0,EN_BKK_ctnoti_netcore_single_N_N_active_20251005_1700_ads-rusty-bkk-bangkok-oct25,Thailand,,2025-10-05 17:00:00,EN,BKK,single,ads-rusty-bkk-bangkok-oct25,50135.0,50135.0,41060.0,280.0,224.0,1.0,3915.0,0.0055,0.0045,2.4e-05,17.47767857,,,,,,,,,,,,,,,,,,
CRM_1d840a0b6cc5,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3469.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251005_1700_ads-rusty-bkk-bangkok-oct25,Thailand,,2025-10-05 17:00:00,TH,BKK,single,ads-rusty-bkk-bangkok-oct25,65810.0,65810.0,55043.0,326.0,261.0,4.0,9534.0,0.0047,0.0153,7.3e-05,36.52873563,,,,,,,,,,,,,,,,,,
CRM_f920335a7b3f,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3471.0,TH_BKK_ctnoti_netcore_group_N_N_active_20251006_1500_bf-hongmin-oct25,Thailand,"740, 741, 742, 743, 745, 746",2025-10-06 15:08:00,TH,BKK,group,bf-hongmin-oct25,65981.0,65981.0,54791.0,314.0,244.0,4.0,9306.0,0.0045,0.0164,7.3e-05,38.13934426,,,,,,,,,,,,,,,,,,
CRM_6241897509e3,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3472.0,EN_BKK_ctnoti_netcore_group_N_N_active_20251006_1500_bf-hongmin-oct25,Thailand,,2025-10-06 15:09:00,EN,BKK,group,bf-hongmin-oct25,50195.0,50195.0,40855.0,235.0,194.0,6.0,13929.0,0.0047,0.0309,0.000147,71.79896907,,,,,,,,,,,,,,,,,,
CRM_fed3bd8598e5,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3478.0,EN_BKK_ctnoti_netcore_single_N_N_active_20251006_1700_bf-the-seafood-cafe-restaurant-oct25,Thailand,,2025-10-06 18:00:00,EN,BKK,single,bf-the-seafood-cafe-restaurant-oct25,50079.0,50079.0,5206.0,70.0,66.0,0.0,0.0,0.0127,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
CRM_0e80d7a2f65f,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3476.0,EN_BKK_ctnoti_netcore_single_N_N_active_20251006_1700_ads-kohaku-omakase-oct25,Thailand,,2025-10-06 19:00:00,EN,BKK,single,ads-kohaku-omakase-oct25,50034.0,50034.0,16096.0,132.0,111.0,2.0,5070.0,0.0069,0.018,0.000124,45.67567568,,,,,,,,,,,,,,,,,,
CRM_93b396571c60,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3475.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251006_1700_ads-kohaku-omakase-oct25,Thailand,5945,2025-10-06 19:00:00,TH,BKK,single,ads-kohaku-omakase-oct25,65832.0,65832.0,20406.0,209.0,180.0,3.0,15440.0,0.0088,0.0167,0.000147,85.77777778,,,,,,,,,,,,,,,,,,
CRM_717424b0a233,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3479.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251007_1100_stock-room-breakfast-oct25,Thailand,5196,2025-10-07 11:18:00,TH,BKK,single,stock-room-breakfast-oct25,65727.0,65727.0,54745.0,332.0,259.0,7.0,31123.0,0.0047,0.027,0.000128,120.1660232,,,,,,,,,,,,,,,,,,
CRM_2562ba0b59f3,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3480.0,EN_BKK_ctnoti_netcore_single_N_N_active_20251007_1100_stock-room-breakfast-oct25,Thailand,,2025-10-07 11:22:00,EN,BKK,single,stock-room-breakfast-oct25,50049.0,50049.0,40744.0,271.0,207.0,4.0,7241.0,0.0051,0.0193,9.8e-05,34.98067633,,,,,,,,,,,,,,,,,,
CRM_497ace171d07,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3482.0,EN_BKK_ctnoti_netcore_single_N_N_active_20251007_1500_atrium-restaurant-oct25,Thailand,,2025-10-07 15:00:00,EN,BKK,single,atrium-restaurant-oct25,50049.0,50049.0,40988.0,310.0,248.0,5.0,20860.0,0.0061,0.0202,0.000122,84.11290323,,,,,,,,,,,,,,,,,,
CRM_06be20ab744d,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3481.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251007_1500_atrium-restaurant-oct25,Thailand,2749,2025-10-07 15:00:00,TH,BKK,single,atrium-restaurant-oct25,65734.0,65734.0,54890.0,433.0,346.0,7.0,17996.0,0.0063,0.0202,0.000128,52.01156069,,,,,,,,,,,,,,,,,,
CRM_609f3f189266,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3484.0,EN_BKK_ctnoti_netcore_single_N_N_active_20251007_1700_ads-shabu-nang-nai-sukhaphiban-3-oct25,Thailand,,2025-10-07 17:00:00,EN,BKK,single,ads-shabu-nang-nai-sukhaphiban-3-oct25,50025.0,50025.0,40914.0,380.0,295.0,5.0,11610.0,0.0072,0.0169,0.000122,39.3559322,,,,,,,,,,,,,,,,,,
CRM_6a1fcae7439d,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3483.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251007_1700_ads-shabu-nang-nai-sukhaphiban-3-oct25,Thailand,,2025-10-07 17:00:00,TH,BKK,single,ads-shabu-nang-nai-sukhaphiban-3-oct25,65729.0,65729.0,54824.0,648.0,519.0,2.0,3078.0,0.0095,0.0039,3.6e-05,5.930635838,,,,,,,,,,,,,,,,,,
CRM_367452a8e56f,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3486.0,EN_BKK_ctnoti_netcore_single_N_N_active_20251008_1100_weekly-new-week2-oct25,Thailand,,2025-10-08 11:00:00,EN,BKK,single,weekly-new-week2-oct25,50022.0,50022.0,40587.0,259.0,198.0,5.0,15331.0,0.0049,0.0253,0.000123,77.42929293,,,,,,,,,,,,,,,,,,
CRM_a361bbcb91bd,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3485.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251008_1100_weekly-new-week2-oct25,Thailand,,2025-10-08 11:00:00,TH,BKK,single,weekly-new-week2-oct25,65707.0,65707.0,54517.0,265.0,218.0,8.0,12493.0,0.004,0.0367,0.000147,57.30733945,,,,,,,,,,,,,,,,,,
CRM_65d5cc367e49,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3488.0,EN_BKK_ctnoti_netcore_single_N_N_active_20251008_1500_nice-two-meat-u-oct25,Thailand,,2025-10-08 15:00:00,EN,BKK,single,nice-two-meat-u-oct25,50024.0,50024.0,40820.0,250.0,197.0,4.0,11032.0,0.0048,0.0203,9.8e-05,56.0,,,,,,,,,,,,,,,,,,
CRM_39cb0fa683ea,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3487.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251008_1500_nice-two-meat-u-oct25,Thailand,,2025-10-08 15:00:00,TH,BKK,single,nice-two-meat-u-oct25,65725.0,65725.0,54759.0,331.0,270.0,6.0,9030.0,0.0049,0.0222,0.00011,33.44444444,,,,,,,,,,,,,,,,,,
CRM_867f77b62451,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3490.0,EN_BKK_ctnoti_netcore_single_N_N_active_20251008_1700_ads-anchor-premium-buffet-oct25,Thailand,,2025-10-08 17:00:00,EN,BKK,single,ads-anchor-premium-buffet-oct25,49966.0,49966.0,40799.0,259.0,194.0,3.0,9074.0,0.0048,0.0155,7.4e-05,46.77319588,,,,,,,,,,,,,,,,,,
CRM_c87aa9a41245,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3489.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251008_1700_ads-anchor-premium-buffet-oct25,Thailand,6462,2025-10-08 17:00:00,TH,BKK,single,ads-anchor-premium-buffet-oct25,65683.0,65683.0,54663.0,402.0,316.0,5.0,11677.0,0.0058,0.0158,9.1e-05,36.95253165,,,,,,,,,,,,,,,,,,
CRM_cefaa250f53d,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3491.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251009_1100_bangkok-78-oct25,Thailand,,2025-10-09 11:30:00,TH,BKK,single,bangkok-78-oct25,65722.0,65722.0,54111.0,329.0,250.0,6.0,12083.0,0.0046,0.024,0.000111,48.332,,,,,,,,,,,,,,,,,,
CRM_25364443b7da,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3492.0,EN_BKK_ctnoti_netcore_single_N_N_active_20251009_1100_bangkok-78-oct25,Thailand,,2025-10-09 11:32:00,EN,BKK,single,bangkok-78-oct25,50061.0,50061.0,40313.0,293.0,222.0,5.0,14963.0,0.0055,0.0225,0.000124,67.4009009,,,,,,,,,,,,,,,,,,
CRM_9d26244a4ec0,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3494.0,EN_BKK_ctnoti_netcore_single_N_N_active_20251009_1500_thien-duong-at-baan-dusit-oct25,Thailand,,2025-10-09 15:00:00,EN,BKK,single,thien-duong-at-baan-dusit-oct25,50015.0,50015.0,40498.0,358.0,280.0,4.0,10947.0,0.0069,0.0143,9.9e-05,39.09642857,,,,,,,,,,,,,,,,,,
CRM_d922faabd695,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3493.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251009_1500_thien-duong-at-baan-dusit-oct25,Thailand,4521,2025-10-09 15:00:00,TH,BKK,single,thien-duong-at-baan-dusit-oct25,65649.0,65649.0,54354.0,377.0,300.0,8.0,22351.0,0.0055,0.0267,0.000147,74.50333333,,,,,,,,,,,,,,,,,,
CRM_d66145c7d118,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3496.0,EN_BKK_ctnoti_netcore_group_N_N_active_20251009_1700_ads-the-coffee-club-oct25,Thailand,,2025-10-09 17:00:00,EN,BKK,group,ads-the-coffee-club-oct25,49994.0,49994.0,40427.0,313.0,236.0,3.0,2428.0,0.0058,0.0127,7.4e-05,10.28813559,,,,,,,,,,,,,,,,,,
CRM_0a646bf8680d,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3495.0,TH_BKK_ctnoti_netcore_group_N_N_active_20251009_1700_ads-the-coffee-club-oct25,Thailand,,2025-10-09 17:00:00,TH,BKK,group,ads-the-coffee-club-oct25,65652.0,65652.0,54021.0,361.0,286.0,2.0,4130.0,0.0053,0.007,3.7e-05,14.44055944,,,,,,,,,,,,,,,,,,
CRM_397df31acff1,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3497.0,SG_BKK_ctnoti_netcore_single_N_N_active_20251009_1800_sg-town-restaurant-oct25,Singapore,,2025-10-09 17:57:00,SG,BKK,single,sg-town-restaurant-oct25,3467.0,3467.0,2753.0,33.0,25.0,0.0,0.0,0.0091,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
CRM_df1075b0b1a9,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3499.0,EN_BKK_ctnoti_netcore_single_N_N_active_20251010_1100_brewave-ratchada-oct25,Thailand,,2025-10-10 11:00:00,EN,BKK,single,brewave-ratchada-oct25,50041.0,50041.0,40138.0,254.0,197.0,2.0,7933.0,0.0049,0.0102,5e-05,40.26903553,,,,,,,,,,,,,,,,,,
CRM_583c26d92a3a,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3498.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251010_1100_brewave-ratchada-oct25,Thailand,5888,2025-10-10 11:00:00,TH,BKK,single,brewave-ratchada-oct25,65696.0,65696.0,53855.0,336.0,269.0,2.0,3932.0,0.005,0.0074,3.7e-05,14.61710037,,,,,,,,,,,,,,,,,,
CRM_472fe5530bef,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3501.0,EN_BKK_ctnoti_netcore_single_N_N_active_20251010_1500_theatre-riverside-oct25,Thailand,,2025-10-10 15:00:00,EN,BKK,single,theatre-riverside-oct25,50057.0,50057.0,40565.0,330.0,249.0,4.0,9086.0,0.0061,0.0161,9.9e-05,36.48995984,,,,,,,,,,,,,,,,,,
CRM_0fc55c53184d,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3500.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251010_1500_theatre-riverside-oct25,Thailand,5444,2025-10-10 15:00:00,TH,BKK,single,theatre-riverside-oct25,65745.0,65745.0,54032.0,415.0,325.0,8.0,17203.0,0.006,0.0246,0.000148,52.93230769,,,,,,,,,,,,,,,,,,
CRM_fe81521ca6ff,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3503.0,EN_BKK_ctnoti_netcore_single_N_N_active_20251010_1700_ads-ava-brasserie-oct25,Thailand,,2025-10-10 17:00:00,EN,BKK,single,ads-ava-brasserie-oct25,49978.0,49978.0,40354.0,287.0,213.0,6.0,23358.0,0.0053,0.0282,0.000149,109.6619718,,,,,,,,,,,,,,,,,,
CRM_b2a28c62ffc6,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3502.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251010_1700_ads-ava-brasserie-oct25,Thailand,4254,2025-10-10 17:00:00,TH,BKK,single,ads-ava-brasserie-oct25,65688.0,65688.0,54160.0,370.0,302.0,6.0,30223.0,0.0056,0.0199,0.000111,100.0761589,,,,,,,,,,,,,,,,,,
CRM_a5371fa9f189,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3524.0,SG_BKK_ctnoti_netcore_single_N_N_active_20251010_1800_sg-kintamani-at-furama-oct25__,Singapore,,2025-10-10 17:02:00,SG,BKK,single,sg-kintamani-at-furama-oct25__,7351.0,7351.0,5817.0,55.0,48.0,1.0,1960.0,0.0083,0.0208,0.000172,40.83333333,,,,,,,,,,,,,,,,,,
CRM_8659b7baf094,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3505.0,EN_BKK_ctnoti_netcore_single_N_N_active_20251011_1100_the-map-mestyle-lunch-oct25,Thailand,,2025-10-11 12:00:00,EN,BKK,single,the-map-mestyle-lunch-oct25,50132.0,50132.0,40043.0,318.0,239.0,7.0,27813.0,0.006,0.0293,0.000175,116.3723849,,,,,,,,,,,,,,,,,,
CRM_3ac7cd6fb81e,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3504.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251011_1100_the-map-mestyle-lunch-oct25,Thailand,1768,2025-10-11 12:00:00,TH,BKK,single,the-map-mestyle-lunch-oct25,65802.0,65802.0,53863.0,252.0,208.0,4.0,5398.0,0.0039,0.0192,7.4e-05,25.95192308,,,,,,,,,,,,,,,,,,
CRM_5d8ca3ef5e5b,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3507.0,EN_BKK_ctnoti_netcore_group_N_N_active_20251011_1500_ruen-petch-suki-oct25,Thailand,,2025-10-11 15:00:00,EN,BKK,group,ruen-petch-suki-oct25,50094.0,50094.0,40289.0,232.0,171.0,3.0,6476.0,0.0042,0.0175,7.4e-05,37.87134503,,,,,,,,,,,,,,,,,,
CRM_fc4d0061d9de,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3506.0,TH_BKK_ctnoti_netcore_group_N_N_active_20251011_1500_ruen-petch-suki-oct25,Thailand,"1006, 1007, 4598",2025-10-11 15:00:00,TH,BKK,group,ruen-petch-suki-oct25,65767.0,65767.0,53827.0,332.0,268.0,4.0,7380.0,0.005,0.0149,7.4e-05,27.53731343,,,,,,,,,,,,,,,,,,
CRM_4e0da62bb41a,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3509.0,EN_BKK_ctnoti_netcore_single_N_N_active_20251011_1700_ads-long-jim-shabu-oct25,Thailand,,2025-10-11 17:00:00,EN,BKK,single,ads-long-jim-shabu-oct25,50147.0,50147.0,40481.0,294.0,216.0,4.0,3484.0,0.0053,0.0185,9.9e-05,16.12962963,,,,,,,,,,,,,,,,,,
CRM_6404be74eaa2,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3508.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251011_1700_ads-long-jim-shabu-oct25,Thailand,,2025-10-11 17:00:00,TH,BKK,single,ads-long-jim-shabu-oct25,65809.0,65809.0,54028.0,391.0,306.0,3.0,3432.0,0.0057,0.0098,5.6e-05,11.21568627,,,,,,,,,,,,,,,,,,
CRM_372077529a31,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3511.0,EN_BKK_ctnoti_netcore_single_N_N_active_20251012_1100_jw-cafe-sunday-brunch-oct25,Thailand,,2025-10-12 11:00:00,EN,BKK,single,jw-cafe-sunday-brunch-oct25,50298.0,50298.0,40094.0,377.0,284.0,5.0,15337.0,0.0071,0.0176,0.000125,54.00352113,,,,,,,,,,,,,,,,,,
CRM_9a94f05f38fd,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3510.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251012_1100_jw-cafe-sunday-brunch-oct25,Thailand,2925,2025-10-12 11:00:00,TH,BKK,single,jw-cafe-sunday-brunch-oct25,65881.0,65881.0,53768.0,370.0,291.0,7.0,17996.0,0.0054,0.0241,0.00013,61.8419244,,,,,,,,,,,,,,,,,,
CRM_c314beb3574a,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3513.0,EN_BKK_ctnoti_netcore_group_N_N_active_20251012_1500_gyu-ya-oct25,Thailand,,2025-10-12 15:00:00,EN,BKK,group,gyu-ya-oct25,50264.0,50264.0,40431.0,406.0,317.0,3.0,15982.0,0.0078,0.0095,7.4e-05,50.41640379,,,,,,,,,,,,,,,,,,
CRM_fdda6da436f0,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3512.0,TH_BKK_ctnoti_netcore_group_N_N_active_20251012_1500_gyu-ya-oct25,Thailand,,2025-10-12 15:00:00,TH,BKK,group,gyu-ya-oct25,65861.0,65861.0,54062.0,382.0,298.0,3.0,7267.0,0.0055,0.0101,5.5e-05,24.38590604,,,,,,,,,,,,,,,,,,
CRM_7651de0c56ca,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3515.0,EN_BKK_ctnoti_netcore_single_N_N_active_20251012_1700_ads-wagyu-kurabu-premium-oct25,Thailand,,2025-10-12 17:00:00,EN,BKK,single,ads-wagyu-kurabu-premium-oct25,50272.0,50272.0,40432.0,276.0,218.0,3.0,5316.0,0.0054,0.0138,7.4e-05,24.3853211,,,,,,,,,,,,,,,,,,
CRM_a10837c61cef,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3514.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251012_1700_ads-wagyu-kurabu-premium-oct25,Thailand,5756,2025-10-12 17:00:00,TH,BKK,single,ads-wagyu-kurabu-premium-oct25,65883.0,65883.0,53989.0,383.0,304.0,4.0,6799.0,0.0056,0.0132,7.4e-05,22.36513158,,,,,,,,,,,,,,,,,,
CRM_02283533279d,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3517.0,EN_BKK_ctnoti_netcore_single_N_N_active_20251013_1100_romsai-banyan-tree-oct25,Thailand,,2025-10-13 11:00:00,EN,BKK,single,romsai-banyan-tree-oct25,50316.0,50316.0,40080.0,286.0,224.0,2.0,17258.0,0.0056,0.0089,5e-05,77.04464286,,,,,,,,,,,,,,,,,,
CRM_b2ae7c7acc7f,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3516.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251013_1100_romsai-banyan-tree-oct25,Thailand,894,2025-10-13 11:00:00,TH,BKK,single,romsai-banyan-tree-oct25,65967.0,65967.0,53996.0,368.0,300.0,5.0,6814.0,0.0056,0.0167,9.3e-05,22.71333333,,,,,,,,,,,,,,,,,,
CRM_b29b2ed7c9ad,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3520.0,EN_BKK_ctnoti_netcore_single_N_N_active_20251013_1500_beef-express-oct25_,Thailand,,2025-10-13 15:00:00,EN,BKK,single,beef-express-oct25_,50358.0,50358.0,40160.0,350.0,282.0,1.0,1890.0,0.007,0.0035,2.5e-05,6.70212766,,,,,,,,,,,,,,,,,,
CRM_e0f336d7b656,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3519.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251013_1500_beef-express-oct25_,Thailand,,2025-10-13 15:00:00,TH,BKK,single,beef-express-oct25_,65985.0,65985.0,54358.0,512.0,415.0,7.0,56296.0,0.0076,0.0169,0.000129,135.653012,,,,,,,,,,,,,,,,,,
CRM_07e4ffb2c52d,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3522.0,EN_BKK_ctnoti_netcore_single_N_N_active_20251013_1700_shabu-square-oct25,Thailand,,2025-10-13 17:00:00,EN,BKK,single,shabu-square-oct25,50396.0,50396.0,40101.0,250.0,185.0,2.0,3214.0,0.0046,0.0108,5e-05,17.37297297,,,,,,,,,,,,,,,,,,
CRM_abbae7e3a77b,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3521.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251013_1700_shabu-square-oct25,Thailand,4990,2025-10-13 17:00:00,TH,BKK,single,shabu-square-oct25,66011.0,66011.0,53726.0,376.0,306.0,8.0,22612.0,0.0057,0.0261,0.000149,73.89542484,,,,,,,,,,,,,,,,,,
CRM_545ba2707a07,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3525.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251014_1100_korea-house-gold-the-fourth-oct25,Thailand,4227,2025-10-14 14:30:00,TH,BKK,single,korea-house-gold-the-fourth-oct25,66043.0,66043.0,54063.0,459.0,367.0,7.0,18148.0,0.0068,0.0191,0.000129,49.44959128,,,,,,,,,,,,,,,,,,
CRM_5884a6aaa0e1,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3526.0,EN_BKK_ctnoti_netcore_single_N_N_active_20251014_1100_korea-house-gold-the-fourth-oct25,Thailand,,2025-10-14 14:33:00,EN,BKK,single,korea-house-gold-the-fourth-oct25,50492.0,50492.0,40312.0,350.0,254.0,5.0,10212.0,0.0063,0.0197,0.000124,40.20472441,,,,,,,,,,,,,,,,,,
CRM_c806db55e9bc,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3528.0,EN_BKK_ctnoti_netcore_single_N_N_active_20251014_1500_yumcha-teahouse-oct25,Thailand,,2025-10-14 17:00:00,EN,BKK,single,yumcha-teahouse-oct25,50375.0,50375.0,40522.0,312.0,232.0,3.0,13207.0,0.0057,0.0129,7.4e-05,56.92672414,,,,,,,,,,,,,,,,,,
CRM_da4f9aa2af98,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3527.0,TH_BKK_ctnoti_netcore_single_N_N_active_20251014_1500_yumcha-teahouse-oct25,Thailand,5830,2025-10-14 17:00:00,TH,BKK,single,yumcha-teahouse-oct25,65990.0,65990.0,54217.0,357.0,284.0,5.0,14435.0,0.0052,0.0176,9.2e-05,50.82746479,,,,,,,,,,,,,,,,,,
CRM_c975d5fbe25f,CRM_Data.xlsx,CRM,,,,,,,,,,,,,,,,,3530.0,EN_BKK_ctnoti_netcore_single_N_N_active_20251014_1700_ads-orchid-cafe-at-sheraton-oct25,Thailand,,2025-10-14 19:00:00,EN,BKK,single,ads-orchid-cafe-at-sheraton-oct25,50383.0,50383.0,40497.0,312.0,228.0,4.0,7384.0,0.0056,0.0175,9.9e-05,32.38596491,,,,,,,,,,,,,,,,,,
